Seed,Model,Ne
1,control,27230
10,control,31464
100,control,27185
101,control,33748
102,control,28122
103,control,29775
104,control,26036
105,control,35060
106,control,30013
107,control,26938
108,control,25328
109,control,33623
11,control,29907
110,control,31810
111,control,32096
112,control,29368
113,control,26542
114,control,31771
115,control,32230
116,control,32723
117,control,29997
118,control,30897
119,control,32175
12,control,32621
120,control,26237
121,control,29078
122,control,26475
123,control,30261
124,control,30034
125,control,29456
126,control,24332
127,control,28816
128,control,31680
129,control,28518
13,control,37389
130,control,28375
131,control,28362
132,control,29188
133,control,25517
134,control,28932
135,control,32956
136,control,28019
137,control,36022
138,control,29303
139,control,31841
14,control,29063
140,control,32803
141,control,28177
142,control,27214
143,control,26893
144,control,28348
145,control,29268
146,control,29932
147,control,28436
148,control,33077
149,control,28987
15,control,29758
150,control,27045
151,control,31139
152,control,28646
153,control,25106
154,control,32518
155,control,30103
156,control,28920
157,control,32371
158,control,26483
159,control,30808
16,control,30354
160,control,37294
161,control,33856
162,control,25434
163,control,32009
164,control,30336
165,control,32768
166,control,29799
167,control,28521
168,control,30656
169,control,33103
17,control,29322
170,control,29044
171,control,27600
172,control,27002
173,control,30767
174,control,28390
175,control,32307
176,control,29668
177,control,30378
178,control,32601
179,control,31606
18,control,30050
180,control,33570
181,control,27766
182,control,30498
183,control,27421
184,control,27469
185,control,28899
186,control,26876
187,control,28569
188,control,28375
189,control,33132
19,control,29711
190,control,29504
191,control,31390
192,control,38091
193,control,29350
194,control,28170
195,control,25914
196,control,30916
197,control,34247
198,control,30319
199,control,27444
2,control,28286
20,control,27895
200,control,29078
21,control,27004
22,control,33654
23,control,31991
24,control,35402
25,control,33485
26,control,28973
27,control,28705
28,control,28217
29,control,29494
3,control,32877
30,control,22286
31,control,31286
32,control,31908
33,control,27262
34,control,30865
35,control,34995
36,control,30424
37,control,26464
38,control,30001
39,control,31158
4,control,29592
40,control,26525
41,control,28509
42,control,28875
43,control,32075
44,control,31596
45,control,28526
46,control,32370
47,control,34654
48,control,30632
49,control,30998
5,control,28388
50,control,28727
51,control,30492
52,control,27185
53,control,25430
54,control,29990
55,control,26180
56,control,33660
57,control,27852
58,control,27499
59,control,33261
6,control,31384
60,control,28888
61,control,31098
62,control,27254
63,control,32788
64,control,34620
65,control,30973
66,control,28092
67,control,29881
68,control,30468
69,control,29274
7,control,29412
70,control,28658
71,control,33840
72,control,32469
73,control,30915
74,control,29216
75,control,28988
76,control,26446
77,control,28829
78,control,28881
79,control,31490
8,control,31417
80,control,24392
81,control,34457
82,control,27377
83,control,27688
84,control,27038
85,control,27811
86,control,32303
87,control,29482
88,control,30320
89,control,28102
9,control,26777
90,control,28046
91,control,35319
92,control,34266
93,control,30545
94,control,32784
95,control,25964
96,control,31473
97,control,26666
98,control,33136
99,control,33012
1,intervention,33766
10,intervention,30168
100,intervention,28773
101,intervention,23910
102,intervention,32438
103,intervention,29798
104,intervention,33287
105,intervention,28889
106,intervention,30353
107,intervention,30432
108,intervention,28518
109,intervention,34316
11,intervention,30008
110,intervention,32357
111,intervention,24891
112,intervention,34191
113,intervention,29134
114,intervention,30111
115,intervention,29729
116,intervention,28410
117,intervention,28055
118,intervention,37614
119,intervention,29776
12,intervention,31699
120,intervention,36110
121,intervention,27698
122,intervention,25227
123,intervention,28868
124,intervention,28579
125,intervention,28183
126,intervention,31989
127,intervention,29033
128,intervention,29490
129,intervention,30000
13,intervention,30197
130,intervention,33952
131,intervention,26031
132,intervention,23991
133,intervention,29784
134,intervention,32718
135,intervention,33369
136,intervention,30002
137,intervention,29045
138,intervention,34200
139,intervention,26837
14,intervention,28695
140,intervention,28255
141,intervention,33447
142,intervention,27784
143,intervention,33200
144,intervention,28689
145,intervention,32536
146,intervention,28284
147,intervention,33508
148,intervention,26075
149,intervention,29309
15,intervention,24482
150,intervention,22729
151,intervention,30509
152,intervention,27507
153,intervention,29883
154,intervention,31428
155,intervention,25542
156,intervention,30570
157,intervention,31116
158,intervention,30537
159,intervention,32051
16,intervention,29122
160,intervention,28682
161,intervention,32815
162,intervention,28682
163,intervention,32817
164,intervention,29276
165,intervention,24528
166,intervention,29928
167,intervention,32152
168,intervention,34099
169,intervention,28833
17,intervention,28748
170,intervention,28949
171,intervention,31979
172,intervention,28246
173,intervention,32514
174,intervention,30097
175,intervention,26398
176,intervention,28657
177,intervention,26407
178,intervention,28712
179,intervention,25209
18,intervention,33646
180,intervention,31244
181,intervention,25125
182,intervention,33770
183,intervention,29258
184,intervention,29783
185,intervention,30910
186,intervention,29345
187,intervention,30960
188,intervention,32378
189,intervention,27065
19,intervention,30491
190,intervention,31648
191,intervention,31221
192,intervention,31830
193,intervention,24260
194,intervention,24503
195,intervention,27349
196,intervention,27213
197,intervention,28783
198,intervention,29726
199,intervention,25317
2,intervention,30023
20,intervention,28049
200,intervention,28938
21,intervention,30513
22,intervention,23816
23,intervention,29403
24,intervention,35128
25,intervention,25022
26,intervention,32376
27,intervention,30957
28,intervention,28969
29,intervention,30048
3,intervention,36269
30,intervention,31502
31,intervention,27586
32,intervention,33311
33,intervention,26798
34,intervention,31454
35,intervention,31415
36,intervention,30638
37,intervention,26713
38,intervention,34394
39,intervention,29573
4,intervention,33031
40,intervention,25247
41,intervention,31962
42,intervention,30013
43,intervention,37396
44,intervention,28422
45,intervention,24716
46,intervention,31066
47,intervention,29972
48,intervention,32930
49,intervention,26584
5,intervention,25973
50,intervention,41134
51,intervention,30067
52,intervention,30587
53,intervention,31335
54,intervention,27005
55,intervention,26349
56,intervention,27021
57,intervention,30337
58,intervention,30518
59,intervention,33145
6,intervention,26670
60,intervention,30318
61,intervention,26250
62,intervention,35657
63,intervention,30599
64,intervention,35771
65,intervention,34680
66,intervention,32662
67,intervention,30355
68,intervention,31830
69,intervention,28132
7,intervention,28179
70,intervention,30831
71,intervention,29420
72,intervention,26714
73,intervention,26093
74,intervention,29690
75,intervention,25375
76,intervention,23350
77,intervention,30610
78,intervention,27069
79,intervention,36940
8,intervention,26272
80,intervention,27093
81,intervention,32791
82,intervention,28379
83,intervention,27453
84,intervention,30217
85,intervention,31974
86,intervention,34280
87,intervention,31504
88,intervention,38525
89,intervention,30064
9,intervention,28610
90,intervention,34784
91,intervention,27229
92,intervention,32436
93,intervention,26872
94,intervention,27530
95,intervention,33537
96,intervention,29021
97,intervention,28096
98,intervention,36669
99,intervention,24745
