Seed,Model,Ne
1,control,32641
10,control,37919
100,control,35030
101,control,17463
102,control,21536
103,control,26066
104,control,31247
105,control,21167
106,control,45087
107,control,43030
108,control,21699
109,control,36544
11,control,26390
110,control,32343
111,control,40542
112,control,24552
113,control,28671
114,control,40578
115,control,18402
116,control,19916
117,control,26970
118,control,31146
119,control,21171
12,control,33483
120,control,18342
121,control,28761
122,control,24197
123,control,20033
124,control,25124
125,control,27405
126,control,25071
127,control,26234
128,control,33024
129,control,21481
13,control,53729
130,control,22131
131,control,19518
132,control,18975
133,control,23731
134,control,25995
135,control,25943
136,control,33756
137,control,24315
138,control,18026
139,control,26451
14,control,31075
140,control,14990
141,control,52393
142,control,21335
143,control,24111
144,control,47154
145,control,20234
146,control,36250
147,control,26565
148,control,17105
149,control,43412
15,control,25332
150,control,59746
151,control,38593
152,control,38012
153,control,16196
154,control,29246
155,control,38033
156,control,44312
157,control,53867
158,control,37947
159,control,31525
16,control,33944
160,control,46611
161,control,25777
162,control,36496
163,control,18769
164,control,35086
165,control,43500
166,control,27981
167,control,23118
168,control,21988
169,control,20243
17,control,36472
170,control,50166
171,control,22925
172,control,18469
173,control,14154
174,control,26461
175,control,57693
176,control,33546
177,control,34722
178,control,21439
179,control,46807
18,control,34620
180,control,32868
181,control,35119
182,control,23776
183,control,29112
184,control,22035
185,control,30342
186,control,21840
187,control,18491
188,control,38701
189,control,41850
19,control,24564
190,control,21480
191,control,21592
192,control,23676
193,control,24686
194,control,22439
195,control,15711
196,control,27590
197,control,29489
198,control,22503
199,control,16665
2,control,25118
20,control,39907
200,control,18641
21,control,35187
22,control,28502
23,control,20402
24,control,33867
25,control,20314
26,control,54152
27,control,29858
28,control,38007
29,control,19713
3,control,25574
30,control,23554
31,control,23434
32,control,35596
33,control,54871
34,control,37571
35,control,26806
36,control,45055
37,control,29297
38,control,23413
39,control,29593
4,control,29546
40,control,20251
41,control,37639
42,control,27378
43,control,24374
44,control,54393
45,control,28800
46,control,39327
47,control,32279
48,control,21827
49,control,24653
5,control,45695
50,control,35527
51,control,23754
52,control,25388
53,control,24984
54,control,23272
55,control,29767
56,control,20247
57,control,23834
58,control,29813
59,control,29041
6,control,33524
60,control,21942
61,control,31884
62,control,46178
63,control,50499
64,control,23527
65,control,37780
66,control,21991
67,control,30143
68,control,22380
69,control,39956
7,control,30748
70,control,40819
71,control,70191
72,control,33650
73,control,27179
74,control,28954
75,control,31732
76,control,49189
77,control,23152
78,control,35081
79,control,18303
8,control,35883
80,control,39791
81,control,28731
82,control,30488
83,control,36487
84,control,22478
85,control,35781
86,control,17271
87,control,20707
88,control,28500
89,control,29931
9,control,21916
90,control,58393
91,control,19457
92,control,26453
93,control,34857
94,control,39309
95,control,21918
96,control,26336
97,control,27503
98,control,54589
99,control,29008
1,intervention,41268
10,intervention,22659
100,intervention,23431
101,intervention,27409
102,intervention,40606
103,intervention,33085
104,intervention,25835
105,intervention,22668
106,intervention,33429
107,intervention,32788
108,intervention,33675
109,intervention,31601
11,intervention,32295
110,intervention,27690
111,intervention,27729
112,intervention,45571
113,intervention,32006
114,intervention,29432
115,intervention,26191
116,intervention,19400
117,intervention,23034
118,intervention,17739
119,intervention,34677
12,intervention,31986
120,intervention,15870
121,intervention,36692
122,intervention,32779
123,intervention,43940
124,intervention,23206
125,intervention,57740
126,intervention,25960
127,intervention,29303
128,intervention,21538
129,intervention,28704
13,intervention,29403
130,intervention,21983
131,intervention,30657
132,intervention,31407
133,intervention,32162
134,intervention,24559
135,intervention,24141
136,intervention,27767
137,intervention,20840
138,intervention,35558
139,intervention,29341
14,intervention,16708
140,intervention,19971
141,intervention,51850
142,intervention,29421
143,intervention,38715
144,intervention,11638
145,intervention,21235
146,intervention,36337
147,intervention,26256
148,intervention,24619
149,intervention,37214
15,intervention,26313
150,intervention,27465
151,intervention,18523
152,intervention,19547
153,intervention,20938
154,intervention,42456
