Seed,Model,Ne
155,intervention,18834
156,intervention,26478
157,intervention,31209
158,intervention,26782
159,intervention,20779
16,intervention,14630
160,intervention,31667
161,intervention,26798
162,intervention,33924
163,intervention,25490
164,intervention,34436
165,intervention,15230
166,intervention,34941
167,intervention,55297
168,intervention,27252
169,intervention,13968
17,intervention,31474
170,intervention,37127
171,intervention,21557
172,intervention,21825
173,intervention,41714
174,intervention,35894
175,intervention,48131
176,intervention,20978
177,intervention,28504
178,intervention,40240
179,intervention,26974
18,intervention,21755
180,intervention,41285
181,intervention,39784
182,intervention,19977
183,intervention,29808
184,intervention,27874
185,intervention,15984
186,intervention,38019
187,intervention,39559
188,intervention,31078
189,intervention,32402
19,intervention,40298
190,intervention,31427
191,intervention,18934
192,intervention,29788
193,intervention,33453
194,intervention,30037
195,intervention,24470
196,intervention,21028
197,intervention,35394
198,intervention,17452
199,intervention,55026
2,intervention,29146
20,intervention,22147
200,intervention,37192
21,intervention,29036
22,intervention,25770
23,intervention,29453
24,intervention,40139
25,intervention,29604
26,intervention,36841
27,intervention,24664
28,intervention,26274
29,intervention,47869
3,intervention,21759
30,intervention,16279
31,intervention,43905
32,intervention,23795
33,intervention,31691
34,intervention,29009
35,intervention,23424
36,intervention,21110
37,intervention,48603
38,intervention,16992
39,intervention,22919
4,intervention,41427
40,intervention,30569
41,intervention,27016
42,intervention,21045
43,intervention,37887
44,intervention,19655
45,intervention,34077
46,intervention,30097
47,intervention,37486
48,intervention,16783
49,intervention,41520
5,intervention,31456
50,intervention,31712
51,intervention,27335
52,intervention,30538
53,intervention,28021
54,intervention,42135
55,intervention,27221
56,intervention,45124
57,intervention,21353
58,intervention,26491
59,intervention,48497
6,intervention,26708
60,intervention,41760
61,intervention,17009
62,intervention,18242
63,intervention,24527
64,intervention,22876
65,intervention,27186
66,intervention,21020
67,intervention,51465
68,intervention,32883
69,intervention,38197
7,intervention,30761
70,intervention,22003
71,intervention,24348
72,intervention,20148
73,intervention,39688
74,intervention,15277
75,intervention,20688
76,intervention,37791
77,intervention,21002
78,intervention,48608
79,intervention,31941
8,intervention,40106
80,intervention,29584
81,intervention,25581
82,intervention,32275
83,intervention,21772
84,intervention,39883
85,intervention,36857
86,intervention,24443
87,intervention,29548
88,intervention,32963
89,intervention,33323
9,intervention,43564
90,intervention,40527
91,intervention,31048
92,intervention,17359
93,intervention,35101
94,intervention,28647
95,intervention,25815
96,intervention,40650
97,intervention,33907
98,intervention,36268
99,intervention,27585
