Time,Seed,Model,Value
0,1,control,5.2152171717171e-4
3,1,control,5.2107252525251e-4
6,1,control,5.240213131313e-4
9,1,control,5.2435999999999e-4
12,1,control,5.2285616161615e-4
15,1,control,5.2590050505049e-4
18,1,control,5.2356303030302e-4
21,1,control,5.2470353535353e-4
24,1,control,5.248416161616e-4
27,1,control,5.2244010101009e-4
30,1,control,5.2578787878787e-4
33,1,control,5.2451686868686e-4
36,1,control,5.2319363636362e-4
39,1,control,5.2673343434342e-4
42,1,control,5.255911111111e-4
45,1,control,5.216411111111e-4
48,1,control,5.2504737373736e-4
0,10,control,8.288422222222e-4
3,10,control,8.3126585858584e-4
6,10,control,8.3244060606059e-4
9,10,control,8.3535222222221e-4
12,10,control,8.3087696969695e-4
15,10,control,8.3204616161615e-4
18,10,control,8.2877484848483e-4
21,10,control,8.3130757575756e-4
24,10,control,8.3169454545453e-4
27,10,control,8.3162010101009e-4
30,10,control,8.3275030303029e-4
33,10,control,8.3071585858585e-4
36,10,control,8.3158535353533e-4
39,10,control,8.2787979797978e-4
42,10,control,8.306014141414e-4
45,10,control,8.3390282828281e-4
48,10,control,8.3040464646463e-4
0,100,control,2.2805333333333e-4
3,100,control,2.2931282828282e-4
6,100,control,2.287702020202e-4
9,100,control,2.2790151515151e-4
12,100,control,2.310006060606e-4
15,100,control,2.2917484848484e-4
18,100,control,2.2789222222221e-4
21,100,control,2.2900202020201e-4
24,100,control,2.2702181818181e-4
27,100,control,2.2829363636363e-4
30,100,control,2.2869777777777e-4
33,100,control,2.2902202020201e-4
36,100,control,2.2847848484848e-4
39,100,control,2.2807686868686e-4
42,100,control,2.2729505050504e-4
45,100,control,2.3083232323232e-4
48,100,control,2.3045191919191e-4
0,101,control,2.8124343434343e-4
3,101,control,2.8041606060605e-4
6,101,control,2.7969747474747e-4
9,101,control,2.8203414141413e-4
12,101,control,2.8198575757575e-4
15,101,control,2.7978151515151e-4
18,101,control,2.8207767676767e-4
21,101,control,2.8004626262625e-4
24,101,control,2.8095020202019e-4
27,101,control,2.7895646464646e-4
30,101,control,2.8123171717171e-4
33,101,control,2.8031282828282e-4
36,101,control,2.8317595959595e-4
39,101,control,2.8128626262626e-4
42,101,control,2.8149767676767e-4
45,101,control,2.8167424242424e-4
48,101,control,2.7919444444444e-4
0,102,control,9.894514141414e-4
3,102,control,9.8843787878786e-4
6,102,control,9.8657737373736e-4
9,102,control,9.8867090909089e-4
12,102,control,9.910116161616e-4
15,102,control,9.8872323232322e-4
18,102,control,9.8918929292927e-4
21,102,control,9.9036525252524e-4
24,102,control,9.9032030303029e-4
27,102,control,9.8908797979797e-4
30,102,control,9.8989373737372e-4
33,102,control,9.9256060606059e-4
36,102,control,9.9303393939392e-4
39,102,control,9.884217171717e-4
42,102,control,9.8924909090907e-4
45,102,control,9.9314414141412e-4
48,102,control,9.8871020202019e-4
0,103,control,5.4463757575756e-4
3,103,control,5.4458030303029e-4
6,103,control,5.385211111111e-4
9,103,control,5.4354939393938e-4
12,103,control,5.4227020202019e-4
15,103,control,5.3996222222221e-4
18,103,control,5.4673858585857e-4
21,103,control,5.4663737373736e-4
24,103,control,5.4617030303029e-4
27,103,control,5.4457525252524e-4
30,103,control,5.4515959595959e-4
33,103,control,5.4588474747473e-4
