Seed,Model,Ne
1,control,25075
10,control,34618
100,control,29692
101,control,23896
102,control,27140
103,control,27149
104,control,28616
105,control,28078
106,control,32466
107,control,28989
108,control,25846
109,control,32587
11,control,31093
110,control,35889
111,control,35117
112,control,32182
113,control,31275
114,control,31480
115,control,29403
116,control,25840
117,control,30166
118,control,32099
119,control,29873
12,control,32877
120,control,33369
121,control,27998
122,control,28668
123,control,33524
124,control,30654
125,control,26480
126,control,30537
127,control,23368
128,control,33987
129,control,31919
13,control,27652
130,control,28988
131,control,28659
132,control,37471
133,control,30888
134,control,29450
135,control,25669
136,control,32997
137,control,35312
138,control,33355
139,control,30382
14,control,29208
140,control,31319
141,control,30884
142,control,35812
143,control,25867
144,control,36070
145,control,28374
146,control,26297
147,control,31504
148,control,31831
149,control,26456
15,control,27707
150,control,31802
151,control,34282
152,control,29610
153,control,28412
154,control,26906
155,control,30394
156,control,29069
157,control,27940
158,control,30101
159,control,25741
16,control,29373
160,control,29707
161,control,27085
162,control,36333
163,control,32541
164,control,30299
165,control,28245
166,control,28911
167,control,32799
168,control,35168
169,control,31693
17,control,35302
170,control,31831
171,control,27669
172,control,31702
173,control,31423
174,control,28182
175,control,27645
176,control,33566
177,control,29663
178,control,34102
179,control,32069
18,control,31196
180,control,28346
181,control,30758
182,control,26596
183,control,27558
184,control,26349
185,control,32584
186,control,31590
187,control,30940
188,control,29732
189,control,32778
19,control,29826
190,control,30608
191,control,24627
192,control,27008
193,control,28376
194,control,28841
195,control,30390
196,control,29000
197,control,28591
198,control,27911
199,control,30777
2,control,30957
20,control,31813
200,control,29395
21,control,26988
22,control,25337
23,control,30901
24,control,30756
25,control,30278
26,control,32285
27,control,27923
28,control,27110
29,control,25958
3,control,28221
30,control,29403
31,control,34541
32,control,34802
33,control,34130
34,control,30053
35,control,35453
36,control,29820
37,control,29321
38,control,28437
39,control,27101
4,control,26773
40,control,32202
41,control,26996
42,control,26044
43,control,27987
44,control,33536
45,control,32142
46,control,28990
47,control,28559
48,control,30604
49,control,29849
5,control,30517
50,control,21208
51,control,32225
52,control,28622
53,control,35763
54,control,29527
55,control,31408
56,control,27980
57,control,26321
58,control,28926
59,control,27088
6,control,29907
60,control,35680
61,control,30755
62,control,32067
63,control,31850
64,control,32653
65,control,34301
66,control,29681
67,control,34737
68,control,30613
69,control,31054
7,control,29630
70,control,30501
71,control,30250
72,control,33729
73,control,33353
74,control,29029
75,control,25954
76,control,28505
77,control,28392
78,control,30278
79,control,28285
8,control,31840
80,control,26488
81,control,35534
82,control,30988
83,control,29515
84,control,29782
85,control,30399
86,control,28405
87,control,33095
88,control,30804
89,control,29188
9,control,31778
90,control,34267
91,control,26987
92,control,31230
93,control,27545
94,control,28543
95,control,26484
96,control,29094
97,control,28405
98,control,29797
99,control,25988
1,intervention,26059
10,intervention,33107
100,intervention,24805
101,intervention,29482
102,intervention,32099
103,intervention,34303
104,intervention,26658
105,intervention,30375
106,intervention,33951
107,intervention,27452
108,intervention,28405
109,intervention,29030
11,intervention,25938
110,intervention,29951
111,intervention,30221
112,intervention,27266
113,intervention,28227
114,intervention,34745
115,intervention,27343
116,intervention,37457
117,intervention,31162
118,intervention,30671
119,intervention,29063
12,intervention,28962
120,intervention,30121
121,intervention,24906
122,intervention,26154
123,intervention,34554
124,intervention,33817
125,intervention,30769
126,intervention,28285
127,intervention,40263
128,intervention,31928
129,intervention,36694
13,intervention,34078
130,intervention,29547
131,intervention,34818
132,intervention,31871
133,intervention,30175
134,intervention,23301
135,intervention,32110
136,intervention,27300
137,intervention,30682
138,intervention,29116
139,intervention,29237
14,intervention,34127
140,intervention,28876
141,intervention,25982
142,intervention,36216
143,intervention,34763
144,intervention,29856
145,intervention,30521
146,intervention,36311
147,intervention,26870
148,intervention,27137
149,intervention,28775
15,intervention,30796
150,intervention,30756
151,intervention,27854
152,intervention,36660
153,intervention,30414
154,intervention,34816
155,intervention,29202
156,intervention,27533
157,intervention,33205
158,intervention,27533
159,intervention,32414
16,intervention,29766
160,intervention,27272
161,intervention,33979
162,intervention,32130
163,intervention,26812
164,intervention,34218
165,intervention,28759
166,intervention,25799
167,intervention,27655
168,intervention,29604
169,intervention,32061
17,intervention,32056
170,intervention,24092
171,intervention,35912
172,intervention,26446
173,intervention,31097
174,intervention,38636
175,intervention,30010
176,intervention,25454
177,intervention,28952
178,intervention,31524
179,intervention,33332
18,intervention,34607
180,intervention,30810
181,intervention,28191
182,intervention,22749
183,intervention,27474
184,intervention,24668
185,intervention,25332
186,intervention,30246
187,intervention,30510
188,intervention,34471
189,intervention,30860
19,intervention,32772
190,intervention,35692
191,intervention,30492
192,intervention,35288
193,intervention,27644
194,intervention,29362
195,intervention,33069
196,intervention,30193
197,intervention,30039
198,intervention,27942
199,intervention,32475
2,intervention,32795
20,intervention,27486
200,intervention,25946
21,intervention,34559
22,intervention,32521
23,intervention,34581
24,intervention,31288
25,intervention,26893
26,intervention,34450
27,intervention,29362
28,intervention,30202
29,intervention,35066
3,intervention,30657
30,intervention,32185
31,intervention,25791
32,intervention,27413
33,intervention,31495
34,intervention,29067
35,intervention,30537
36,intervention,37610
37,intervention,28663
38,intervention,29006
39,intervention,30791
4,intervention,30516
40,intervention,27795
41,intervention,30537
42,intervention,26988
43,intervention,30436
44,intervention,32579
45,intervention,32910
46,intervention,30131
47,intervention,31969
48,intervention,32114
49,intervention,26078
5,intervention,30769
50,intervention,30467
51,intervention,24714
52,intervention,29769
53,intervention,33595
54,intervention,31337
55,intervention,28849
56,intervention,29177
57,intervention,35071
58,intervention,29642
59,intervention,27656
6,intervention,29658
60,intervention,28869
61,intervention,29041
62,intervention,27625
63,intervention,29397
64,intervention,30517
65,intervention,34274
66,intervention,29576
67,intervention,25986
68,intervention,28527
69,intervention,26608
7,intervention,29325
70,intervention,29622
71,intervention,32178
72,intervention,32947
73,intervention,27054
74,intervention,27775
75,intervention,25226
76,intervention,34479
77,intervention,28485
78,intervention,31250
79,intervention,29086
8,intervention,31908
80,intervention,30018
81,intervention,25361
82,intervention,35505
83,intervention,29835
84,intervention,30643
85,intervention,27199
86,intervention,27758
87,intervention,39235
88,intervention,32530
89,intervention,31009
9,intervention,28562
90,intervention,26208
91,intervention,31311
92,intervention,32340
93,intervention,28632
94,intervention,29474
