Time,Seed,Model,Value
0,1,control,5280
3,1,control,5242
6,1,control,5197
9,1,control,5255
12,1,control,5251
15,1,control,5331
18,1,control,5246
21,1,control,5344
24,1,control,5245
27,1,control,5313
30,1,control,5257
33,1,control,5195
36,1,control,5272
39,1,control,5218
42,1,control,5247
45,1,control,5319
48,1,control,5240
0,10,control,5392
3,10,control,5397
6,10,control,5396
9,10,control,5399
12,10,control,5367
15,10,control,5419
18,10,control,5404
21,10,control,5412
24,10,control,5358
27,10,control,5382
30,10,control,5383
33,10,control,5456
36,10,control,5336
39,10,control,5343
42,10,control,5329
45,10,control,5430
48,10,control,5423
0,100,control,6612
3,100,control,6615
6,100,control,6697
9,100,control,6655
12,100,control,6651
15,100,control,6602
18,100,control,6592
21,100,control,6643
24,100,control,6726
27,100,control,6674
30,100,control,6682
33,100,control,6653
36,100,control,6628
39,100,control,6685
42,100,control,6611
45,100,control,6753
48,100,control,6670
0,101,control,5957
3,101,control,5924
6,101,control,5988
9,101,control,5974
12,101,control,5916
15,101,control,5983
18,101,control,5925
21,101,control,5905
24,101,control,5998
27,101,control,5979
30,101,control,5923
33,101,control,5927
36,101,control,5998
39,101,control,5958
42,101,control,5907
45,101,control,5978
48,101,control,5964
0,102,control,6451
3,102,control,6421
6,102,control,6381
9,102,control,6432
12,102,control,6450
15,102,control,6448
18,102,control,6413
21,102,control,6402
24,102,control,6500
27,102,control,6436
30,102,control,6392
33,102,control,6438
36,102,control,6510
39,102,control,6408
42,102,control,6431
45,102,control,6400
48,102,control,6477
0,103,control,5397
3,103,control,5451
6,103,control,5388
9,103,control,5434
12,103,control,5389
15,103,control,5389
18,103,control,5355
21,103,control,5436
24,103,control,5397
27,103,control,5386
30,103,control,5482
33,103,control,5503
36,103,control,5408
39,103,control,5416
42,103,control,5381
45,103,control,5374
48,103,control,5393
0,104,control,5584
3,104,control,5604
6,104,control,5597
9,104,control,5582
12,104,control,5591
15,104,control,5567
18,104,control,5552
21,104,control,5630
24,104,control,5625
27,104,control,5555
30,104,control,5570
33,104,control,5538
36,104,control,5569
39,104,control,5558
42,104,control,5595
45,104,control,5569
48,104,control,5542
0,105,control,6432
3,105,control,6486
6,105,control,6531
9,105,control,6461
12,105,control,6475
15,105,control,6461
18,105,control,6519
21,105,control,6549
24,105,control,6497
27,105,control,6490
30,105,control,6456
33,105,control,6499
36,105,control,6462
39,105,control,6534
42,105,control,6504
45,105,control,6508
48,105,control,6492
0,106,control,5564
3,106,control,5521
6,106,control,5497
9,106,control,5487
12,106,control,5507
15,106,control,5550
18,106,control,5438
21,106,control,5554
24,106,control,5506
27,106,control,5443
30,106,control,5532
33,106,control,5486
36,106,control,5489
39,106,control,5485
42,106,control,5555
45,106,control,5574
48,106,control,5557
0,107,control,5541
3,107,control,5535
6,107,control,5518
9,107,control,5531
12,107,control,5580
