Seed,Model,Ne
128,intervention,28272
129,intervention,34793
13,intervention,33482
130,intervention,32671
131,intervention,27047
132,intervention,31365
133,intervention,31629
134,intervention,28044
135,intervention,33871
136,intervention,29778
137,intervention,31162
138,intervention,30460
139,intervention,31479
14,intervention,29229
140,intervention,33844
141,intervention,32526
142,intervention,29782
143,intervention,24941
144,intervention,30072
145,intervention,28859
146,intervention,34648
147,intervention,30212
148,intervention,24496
149,intervention,28308
15,intervention,30637
150,intervention,29865
151,intervention,29571
152,intervention,30464
153,intervention,27865
154,intervention,29009
155,intervention,34023
156,intervention,31022
157,intervention,29590
158,intervention,29894
159,intervention,31282
16,intervention,29890
160,intervention,36085
161,intervention,31362
162,intervention,26599
163,intervention,25857
164,intervention,31805
165,intervention,29526
166,intervention,34222
167,intervention,33245
168,intervention,30041
169,intervention,29058
17,intervention,36733
170,intervention,29742
171,intervention,25369
172,intervention,24450
173,intervention,30146
174,intervention,26040
175,intervention,29365
176,intervention,35732
177,intervention,29049
178,intervention,36189
179,intervention,29575
18,intervention,29263
180,intervention,28377
181,intervention,33484
182,intervention,27954
183,intervention,29435
184,intervention,22276
185,intervention,30944
186,intervention,32361
187,intervention,32386
188,intervention,25718
189,intervention,30226
19,intervention,33371
190,intervention,28593
191,intervention,27170
192,intervention,35831
193,intervention,29036
194,intervention,36213
195,intervention,26309
196,intervention,31405
197,intervention,31468
198,intervention,38130
199,intervention,25942
2,intervention,26724
20,intervention,27202
200,intervention,32500
21,intervention,33592
22,intervention,30182
23,intervention,32084
24,intervention,32355
25,intervention,30976
26,intervention,28837
27,intervention,30793
28,intervention,30108
29,intervention,25619
3,intervention,30858
30,intervention,28065
31,intervention,25967
32,intervention,28315
33,intervention,28677
34,intervention,28718
35,intervention,25511
36,intervention,26944
37,intervention,30548
38,intervention,34483
39,intervention,28532
4,intervention,32758
40,intervention,29957
41,intervention,28893
42,intervention,29855
43,intervention,30553
44,intervention,27631
45,intervention,25528
46,intervention,23541
47,intervention,28056
48,intervention,34837
49,intervention,29646
5,intervention,34633
50,intervention,35482
51,intervention,31148
52,intervention,34845
53,intervention,26065
54,intervention,32169
55,intervention,30279
56,intervention,30142
57,intervention,32274
58,intervention,31858
59,intervention,32416
6,intervention,27352
60,intervention,28656
61,intervention,33205
62,intervention,29299
63,intervention,27921
64,intervention,29387
65,intervention,27856
66,intervention,26270
67,intervention,29936
68,intervention,33624
69,intervention,26126
7,intervention,33756
70,intervention,23953
71,intervention,29764
72,intervention,31658
73,intervention,33741
74,intervention,28257
75,intervention,31358
76,intervention,26583
77,intervention,31280
78,intervention,28693
79,intervention,33370
8,intervention,28470
80,intervention,30825
81,intervention,33998
82,intervention,31580
83,intervention,31876
84,intervention,28241
85,intervention,30392
86,intervention,26903
87,intervention,28672
88,intervention,27660
89,intervention,26066
9,intervention,29691
90,intervention,26068
91,intervention,30818
92,intervention,28760
93,intervention,28303
94,intervention,33837
95,intervention,28758
96,intervention,35147
97,intervention,28110
98,intervention,26440
99,intervention,29388
