Time,Seed,Model,Value
0,1,control,5.0062707070706e-4
3,1,control,4.9892363636363e-4
6,1,control,5.0122555555554e-4
9,1,control,5.0146292929292e-4
12,1,control,4.9850606060605e-4
15,1,control,5.0045434343433e-4
18,1,control,4.9789646464645e-4
21,1,control,5.0050727272726e-4
24,1,control,5.0166040404039e-4
27,1,control,5.0183272727272e-4
30,1,control,5.0456969696968e-4
33,1,control,4.998512121212e-4
36,1,control,4.9661666666666e-4
39,1,control,5.0149030303029e-4
42,1,control,4.9729525252524e-4
45,1,control,4.9841313131312e-4
48,1,control,4.9924474747474e-4
0,10,control,5.203111111111e-4
3,10,control,5.2148060606059e-4
6,10,control,5.2003626262625e-4
9,10,control,5.2377474747474e-4
12,10,control,5.1975191919191e-4
15,10,control,5.2053919191918e-4
18,10,control,5.1965868686868e-4
21,10,control,5.2157414141413e-4
24,10,control,5.2182242424241e-4
27,10,control,5.2337030303029e-4
30,10,control,5.2117818181817e-4
33,10,control,5.2543050505049e-4
36,10,control,5.2205424242423e-4
39,10,control,5.201207070707e-4
42,10,control,5.2382434343433e-4
45,10,control,5.2134181818181e-4
48,10,control,5.1922747474746e-4
0,100,control,6.4982727272726e-4
3,100,control,6.4943454545453e-4
6,100,control,6.4935656565655e-4
9,100,control,6.4739747474746e-4
12,100,control,6.5371878787878e-4
15,100,control,6.4914878787877e-4
18,100,control,6.4910494949494e-4
21,100,control,6.4889282828282e-4
24,100,control,6.5363020202019e-4
27,100,control,6.4803565656564e-4
30,100,control,6.5173242424241e-4
33,100,control,6.5096393939393e-4
36,100,control,6.5381989898989e-4
39,100,control,6.5241040404039e-4
42,100,control,6.483616161616e-4
45,100,control,6.4981828282827e-4
48,100,control,6.5624888888887e-4
0,101,control,5.6675434343433e-4
3,101,control,5.681609090909e-4
6,101,control,5.6955565656565e-4
9,101,control,5.6693989898989e-4
12,101,control,5.6845949494948e-4
15,101,control,5.7040454545453e-4
18,101,control,5.6702949494948e-4
21,101,control,5.6440787878787e-4
24,101,control,5.6811707070706e-4
27,101,control,5.7071787878787e-4
30,101,control,5.6790454545453e-4
33,101,control,5.6830222222221e-4
36,101,control,5.694113131313e-4
39,101,control,5.6784767676767e-4
