Time,Seed,Model,Value
0,1,control,42278
3,1,control,42011
6,1,control,41623
9,1,control,42305
12,1,control,42180
15,1,control,41745
18,1,control,42150
21,1,control,42279
24,1,control,42106
27,1,control,41881
30,1,control,41621
33,1,control,42249
36,1,control,41895
39,1,control,41907
42,1,control,42289
45,1,control,41658
48,1,control,42125
0,10,control,53320
3,10,control,53239
6,10,control,53481
9,10,control,53718
12,10,control,53613
15,10,control,52992
18,10,control,53207
21,10,control,53400
24,10,control,53145
27,10,control,52593
30,10,control,52845
33,10,control,53583
36,10,control,53347
39,10,control,53501
42,10,control,52536
45,10,control,53397
48,10,control,53642
0,100,control,54261
3,100,control,53660
6,100,control,53433
9,100,control,53969
12,100,control,53630
15,100,control,53626
18,100,control,53774
21,100,control,53799
24,100,control,53943
27,100,control,54034
30,100,control,53443
33,100,control,53621
36,100,control,53325
39,100,control,53847
42,100,control,53798
45,100,control,53774
48,100,control,53667
0,101,control,44899
3,101,control,44480
6,101,control,44247
9,101,control,44850
12,101,control,44666
15,101,control,44598
18,101,control,44369
21,101,control,44414
24,101,control,44255
27,101,control,44245
30,101,control,43939
33,101,control,45031
36,101,control,44402
39,101,control,44807
42,101,control,44201
45,101,control,44478
48,101,control,44438
0,102,control,48825
3,102,control,48829
6,102,control,48139
9,102,control,48699
12,102,control,49018
15,102,control,48352
18,102,control,48851
21,102,control,49217
24,102,control,49300
27,102,control,48977
30,102,control,48892
33,102,control,49149
36,102,control,48480
39,102,control,48749
42,102,control,48700
45,102,control,48833
48,102,control,48739
0,103,control,37431
3,103,control,37164
6,103,control,37253
9,103,control,37584
12,103,control,37411
15,103,control,37398
18,103,control,37415
21,103,control,37033
24,103,control,37203
27,103,control,37523
30,103,control,37153
33,103,control,37317
36,103,control,37463
39,103,control,36914
42,103,control,37283
45,103,control,37649
48,103,control,37575
0,104,control,47983
3,104,control,47870
6,104,control,48006
9,104,control,48326
12,104,control,48029
15,104,control,48149
18,104,control,47699
21,104,control,48169
24,104,control,47997
27,104,control,47909
30,104,control,47512
33,104,control,47670
36,104,control,48221
39,104,control,48026
42,104,control,47914
45,104,control,47391
48,104,control,47869
0,105,control,57153
3,105,control,57140
6,105,control,57396
9,105,control,57715
12,105,control,57372
15,105,control,57573
18,105,control,56943
21,105,control,56861
24,105,control,57062
27,105,control,57403
30,105,control,57206
33,105,control,56749
36,105,control,57732
39,105,control,56914
42,105,control,57585
45,105,control,56694
48,105,control,56912
0,106,control,46220
3,106,control,46664
6,106,control,46603
9,106,control,46505
12,106,control,46813
15,106,control,46675
18,106,control,46772
21,106,control,46708
24,106,control,46849
27,106,control,46852
30,106,control,46435
33,106,control,46838
36,106,control,46975
39,106,control,46494
42,106,control,46730
45,106,control,46680
48,106,control,46869
0,107,control,47133
3,107,control,47347
6,107,control,47356
9,107,control,47446
12,107,control,46903
15,107,control,47269
18,107,control,47159
21,107,control,46650
24,107,control,47378
27,107,control,47255
30,107,control,47179
33,107,control,46639
36,107,control,47601
39,107,control,47362
42,107,control,47042
45,107,control,47016
48,107,control,46877
0,108,control,51524
3,108,control,51002
6,108,control,51196
9,108,control,51773
12,108,control,51006
15,108,control,51335
18,108,control,51135
21,108,control,51618
24,108,control,51079
27,108,control,51356
30,108,control,51086
33,108,control,51028
36,108,control,51544
39,108,control,51115
42,108,control,51151
45,108,control,51035
48,108,control,51463
0,109,control,47782
3,109,control,47549
6,109,control,46836
9,109,control,47628
12,109,control,47192
15,109,control,47524
18,109,control,47159
21,109,control,47710
24,109,control,48025
27,109,control,47689
30,109,control,47335
33,109,control,47785
36,109,control,47303
39,109,control,47868
42,109,control,47649
45,109,control,47548
48,109,control,48073
0,11,control,50843
3,11,control,51238
6,11,control,50325
9,11,control,50162
12,11,control,50746
15,11,control,50578
18,11,control,50417
21,11,control,50477
24,11,control,50752
27,11,control,50784
30,11,control,50775
33,11,control,50951
36,11,control,50513
39,11,control,50227
42,11,control,50611
45,11,control,50457
48,11,control,50579
0,110,control,50982
3,110,control,51029
6,110,control,50805
9,110,control,50828
12,110,control,51502
15,110,control,50905
18,110,control,50757
21,110,control,51311
24,110,control,50719
27,110,control,51126
30,110,control,50960
33,110,control,50610
36,110,control,51064
39,110,control,50524
42,110,control,51020
45,110,control,50993
48,110,control,50904
0,111,control,53162
3,111,control,53394
6,111,control,53184
9,111,control,53324
12,111,control,52962
15,111,control,53728
18,111,control,53477
21,111,control,53522
24,111,control,53654
27,111,control,53343
30,111,control,53906
33,111,control,53863
36,111,control,53658
39,111,control,53374
42,111,control,54153
45,111,control,53612
48,111,control,53947
0,112,control,47004
3,112,control,46779
6,112,control,46814
9,112,control,46569
12,112,control,47289
15,112,control,46599
18,112,control,46000
21,112,control,47050
24,112,control,46933
27,112,control,46944
30,112,control,46734
33,112,control,46345
36,112,control,46870
39,112,control,46764
42,112,control,46284
45,112,control,46777
48,112,control,46937
0,113,control,59019
3,113,control,58361
6,113,control,58257
9,113,control,58166
12,113,control,58549
15,113,control,58181
18,113,control,58195
21,113,control,58543
24,113,control,59100
27,113,control,58832
30,113,control,58587
33,113,control,58478
36,113,control,58281
39,113,control,58589
42,113,control,58969
45,113,control,58612
48,113,control,58822
0,114,control,49770
3,114,control,50010
6,114,control,49748
9,114,control,49907
12,114,control,50358
15,114,control,50022
18,114,control,49573
21,114,control,50010
24,114,control,50272
27,114,control,49991
30,114,control,49727
33,114,control,49902
36,114,control,50208
39,114,control,49877
42,114,control,49769
45,114,control,49816
48,114,control,49820
0,115,control,47970
3,115,control,48059
6,115,control,48066
9,115,control,48724
12,115,control,48137
15,115,control,48661
18,115,control,48358
21,115,control,48606
24,115,control,48442
27,115,control,47928
30,115,control,47964
33,115,control,48587
36,115,control,48511
39,115,control,48571
42,115,control,48230
45,115,control,48698
48,115,control,48150
0,116,control,52128
3,116,control,52512
6,116,control,52114
9,116,control,51934
12,116,control,52013
15,116,control,52208
18,116,control,51686
21,116,control,52124
24,116,control,52304
27,116,control,52103
30,116,control,51992
33,116,control,52449
36,116,control,52282
39,116,control,51911
42,116,control,52370
45,116,control,51997
48,116,control,52178
0,117,control,38132
3,117,control,37531
6,117,control,37918
9,117,control,37805
12,117,control,37430
15,117,control,37595
18,117,control,37520
21,117,control,37622
24,117,control,38017
27,117,control,37729
30,117,control,37739
33,117,control,37911
36,117,control,37931
39,117,control,37688
42,117,control,37762
45,117,control,38089
48,117,control,37498
0,118,control,50881
3,118,control,50413
6,118,control,50986
9,118,control,50853
12,118,control,50654
15,118,control,50752
18,118,control,50264
21,118,control,50558
24,118,control,51029
27,118,control,50742
30,118,control,50810
33,118,control,50728
36,118,control,50775
39,118,control,50644
42,118,control,50522
45,118,control,50997
48,118,control,51265
0,119,control,52348
3,119,control,52138
6,119,control,52082
9,119,control,52376
12,119,control,52264
15,119,control,52346
18,119,control,51875
21,119,control,52142
24,119,control,51928
27,119,control,52246
30,119,control,52067
33,119,control,52619
36,119,control,52319
39,119,control,52532
42,119,control,52342
45,119,control,52180
48,119,control,52718
0,12,control,57193
3,12,control,57509
6,12,control,57095
