Seed,Model,Ne
1,control,17126
10,control,22126
100,control,27529
101,control,63205
102,control,23568
103,control,25377
104,control,26913
105,control,41103
106,control,30262
107,control,36275
108,control,25155
109,control,17969
11,control,41905
110,control,16268
111,control,36764
112,control,49528
113,control,28746
114,control,20048
115,control,18560
116,control,21167
117,control,43767
118,control,21762
119,control,20469
12,control,25032
120,control,45009
121,control,15855
122,control,25919
123,control,28406
124,control,39038
125,control,22584
126,control,35898
127,control,26793
128,control,31577
129,control,22229
13,control,30997
130,control,31830
131,control,23960
132,control,27270
133,control,27665
134,control,46747
135,control,39681
136,control,40242
137,control,24946
138,control,39870
139,control,32247
14,control,39005
140,control,18730
141,control,37730
142,control,18613
143,control,23785
144,control,32055
145,control,29456
146,control,31729
147,control,27131
148,control,23528
149,control,16263
15,control,24507
150,control,25316
151,control,32494
152,control,31578
153,control,26500
154,control,32146
155,control,17040
156,control,23367
157,control,26864
158,control,32278
159,control,25152
16,control,36587
160,control,51212
161,control,42517
162,control,33331
163,control,25525
164,control,28218
165,control,23346
166,control,28013
167,control,32864
168,control,36022
169,control,29535
17,control,32791
170,control,20773
171,control,38245
172,control,31925
173,control,32374
174,control,28324
175,control,28758
176,control,27929
177,control,27686
178,control,23526
179,control,22417
18,control,21513
180,control,20981
181,control,26656
182,control,22956
183,control,31923
184,control,25735
185,control,23269
186,control,38090
187,control,29060
188,control,22980
189,control,35816
19,control,20784
190,control,23216
191,control,45022
192,control,33798
193,control,31954
194,control,32071
195,control,34991
196,control,33974
197,control,29243
198,control,28549
199,control,31876
2,control,35736
20,control,32875
200,control,30429
21,control,34910
22,control,23154
23,control,19729
24,control,41746
25,control,30653
26,control,40063
27,control,45001
28,control,17223
29,control,23786
3,control,48777
30,control,24549
31,control,31802
32,control,37542
33,control,30556
34,control,19674
35,control,43094
36,control,35120
37,control,30609
38,control,22156
39,control,33742
4,control,24443
40,control,41760
41,control,28416
42,control,21444
43,control,51338
44,control,31669
45,control,34153
46,control,15989
47,control,35053
48,control,19434
49,control,20064
5,control,30810
50,control,28945
51,control,36154
52,control,19304
53,control,29532
54,control,38762
55,control,27029
56,control,25600
57,control,37179
58,control,44759
59,control,26129
6,control,27374
60,control,22243
61,control,28442
62,control,23267
63,control,24534
64,control,19248
65,control,29492
66,control,33410
67,control,18836
68,control,21796
69,control,21030
7,control,23469
70,control,43730
71,control,54167
72,control,23483
73,control,43756
74,control,23577
75,control,43624
76,control,42412
77,control,41795
78,control,24478
79,control,26448
8,control,39418
80,control,52536
81,control,24070
82,control,28463
83,control,25486
84,control,43897
85,control,27342
86,control,18819
87,control,19006
88,control,33633
89,control,30691
9,control,20211
90,control,27714
91,control,16116
92,control,51039
93,control,25616
94,control,40866
95,control,28286
96,control,22801
97,control,31473
98,control,21181
99,control,44975
1,intervention,28563
10,intervention,34231
100,intervention,22010
101,intervention,28638
102,intervention,30517
103,intervention,23398
104,intervention,34944
105,intervention,45597
106,intervention,39935
107,intervention,58410
108,intervention,20007
109,intervention,30183
11,intervention,23269
110,intervention,24717
111,intervention,37304
112,intervention,23235
113,intervention,35032
114,intervention,57384
115,intervention,34680
116,intervention,18114
117,intervention,36544
118,intervention,26027
119,intervention,19895
12,intervention,32355
120,intervention,31879
121,intervention,28348
122,intervention,35741
123,intervention,19322
124,intervention,33835
125,intervention,36756
126,intervention,26080
127,intervention,26261
128,intervention,39451
129,intervention,28685
13,intervention,23810
130,intervention,22989
131,intervention,41399
132,intervention,16732
133,intervention,19079
134,intervention,30673
135,intervention,17983
136,intervention,32630
137,intervention,21907
138,intervention,32233
139,intervention,33821
14,intervention,28290
140,intervention,35539
141,intervention,15455
142,intervention,30735
143,intervention,25720
144,intervention,39559
145,intervention,40610
146,intervention,21130
147,intervention,38809
148,intervention,29236
149,intervention,30708
15,intervention,24268
150,intervention,23456
151,intervention,18100
152,intervention,34691
153,intervention,24863
154,intervention,33963
155,intervention,14855
156,intervention,35906
157,intervention,22854
158,intervention,17333
159,intervention,28407
16,intervention,22353
160,intervention,22569
161,intervention,33304
162,intervention,28408
163,intervention,14629
164,intervention,25195
165,intervention,19846
166,intervention,24005
167,intervention,28063
168,intervention,33626
169,intervention,45007
17,intervention,37172
170,intervention,23469
171,intervention,37148
172,intervention,30376
173,intervention,32384
174,intervention,19579
175,intervention,24474
176,intervention,54884
177,intervention,40768
178,intervention,34102
179,intervention,24035
18,intervention,31247
180,intervention,29729
181,intervention,28566
182,intervention,16170
183,intervention,30173
184,intervention,32683
185,intervention,27309
186,intervention,22735
187,intervention,35684
188,intervention,28288
189,intervention,36174
19,intervention,28614
190,intervention,20701
191,intervention,31400
192,intervention,30584
193,intervention,36826
194,intervention,33283
195,intervention,33339
196,intervention,28513
197,intervention,36159
198,intervention,18143
199,intervention,24754
2,intervention,37494
20,intervention,27315
200,intervention,24596
21,intervention,31853
22,intervention,38562
23,intervention,12269
24,intervention,15023
25,intervention,47798
26,intervention,24102
27,intervention,17612
28,intervention,18445
29,intervention,16062
3,intervention,40360
30,intervention,26299
31,intervention,18328
32,intervention,23366
33,intervention,41844
34,intervention,39527
35,intervention,39330
36,intervention,22974
37,intervention,9718
38,intervention,36107
39,intervention,40768
4,intervention,38411
40,intervention,26029
41,intervention,42495
42,intervention,26443
43,intervention,18201
44,intervention,22858
45,intervention,22160
46,intervention,27498
47,intervention,19477
48,intervention,33725
49,intervention,29884
5,intervention,40179
50,intervention,43190
51,intervention,22911
52,intervention,24431
53,intervention,18512
54,intervention,38508
55,intervention,34649
56,intervention,22284
57,intervention,14301
58,intervention,23464
59,intervention,18992
6,intervention,19509
60,intervention,22850
61,intervention,36868
62,intervention,27666
63,intervention,30251
64,intervention,29307
65,intervention,29284
66,intervention,27938
67,intervention,33636
68,intervention,22012
69,intervention,22429
7,intervention,30344
70,intervention,22710
71,intervention,30904
72,intervention,26251
73,intervention,39298
74,intervention,35495
75,intervention,26922
76,intervention,51131
77,intervention,28001
78,intervention,53986
79,intervention,30234
8,intervention,22751
80,intervention,23465
81,intervention,61999
82,intervention,38147
83,intervention,24978
84,intervention,27461
85,intervention,28951
86,intervention,21204
87,intervention,29238
88,intervention,40396
89,intervention,47243
9,intervention,21207
90,intervention,35589
91,intervention,31824
92,intervention,35657
93,intervention,26731
94,intervention,24744
95,intervention,20174
96,intervention,61784
97,intervention,22857
98,intervention,37399
99,intervention,31446
