Time,N,Seed,Model,Value
0,10,23,control,0.03360126790162018
0,30,23,control,0.03737594742444584
3,10,23,control,0.06609747724980448
3,30,23,control,0.0925145384800306
6,10,23,control,0.01525660171794006
6,30,23,control,0.06373617154586872
9,10,23,control,0.03189735420428944
9,30,23,control,0.05827835598728109
12,10,23,control,0.04523626792659108
12,30,23,control,0.07674437641504449
15,10,23,control,0.1109412060530901
15,30,23,control,0.08354548202808466
18,10,23,control,0.06787157190831299
18,30,23,control,0.07853665681809494
21,10,23,control,-7.283143002856e-4
21,30,23,control,0.02600719732896562
24,10,23,control,0.04617496808739665
24,30,23,control,0.0667364436646445
27,10,23,control,0.08234864987700449
27,30,23,control,0.06122223692826292
30,10,23,control,0.08165311264955892
30,30,23,control,0.06559346603693689
33,10,23,control,0.05498766432892863
33,30,23,control,0.06903340608084484
36,10,23,control,0.06656511053361377
36,30,23,control,0.07726270158551334
39,10,23,control,-0.02262579375283369
39,30,23,control,0.02554501467260314
42,10,23,control,0.08503811437949046
42,30,23,control,0.07709536080162799
45,10,23,control,0.0825472441184578
45,30,23,control,0.0788248023207047
48,10,23,control,0.04641513562885849
48,30,23,control,0.08430843634141058
0,10,24,control,0.01861750022318907
0,30,24,control,0.03127759777153204
3,10,24,control,0.0212773211498676
3,30,24,control,0.02434526304334068
6,10,24,control,0.03263623020967258
6,30,24,control,9.9211520161524e-4
9,10,24,control,0.02833049217300403
9,30,24,control,0.02005005339274203
12,10,24,control,0.02108395148108632
12,30,24,control,-0.00445379231078836
15,10,24,control,-0.02710494953011573
15,30,24,control,0.03337901946935328
18,10,24,control,0.00556965704356748
18,30,24,control,0.03831897175668593
21,10,24,control,0.02199468782985372
21,30,24,control,0.00180261997060737
24,10,24,control,0.00632363380039613
24,30,24,control,0.0053105229329557
27,10,24,control,0.0218883466432589
27,30,24,control,0.01729038686303563
30,10,24,control,0.04587901733806501
30,30,24,control,-0.01104922927749874
33,10,24,control,0.01919516096202049
33,30,24,control,0.02457381251451887
36,10,24,control,0.03645733667245718
36,30,24,control,0.01490168687283391
39,10,24,control,0.00390418338983507
39,30,24,control,0.03922659366943342
42,10,24,control,0.03372229646070614
42,30,24,control,-0.00469644350174983
45,10,24,control,7.486632314711656e-6
45,30,24,control,0.01476739940960332
48,10,24,control,-0.00132350685834998
48,30,24,control,0.01967621444641186
0,10,25,control,-0.01664002404159798
0,30,25,control,-0.02277799656992395
3,10,25,control,-0.00838594236868523
3,30,25,control,0.01312228178849652
6,10,25,control,-0.03585874386706275
6,30,25,control,-0.01551112361209272
9,10,25,control,-0.008763457080643
9,30,25,control,0.00176690167144013
12,10,25,control,0.01094448710401735
12,30,25,control,-0.01392284847576356
15,10,25,control,0.00366663644905204
15,30,25,control,-0.01874958813673586
18,10,25,control,-0.01988229409232008
18,30,25,control,-0.009725487911355
21,10,25,control,0.03609116707288334
21,30,25,control,0.01951704562150756
24,10,25,control,-0.04707182683896575
24,30,25,control,-0.01673724924862854
27,10,25,control,0.0139076757699182
27,30,25,control,0.01418665218191906
30,10,25,control,-0.00953745472686995
30,30,25,control,-0.01436313492647461
33,10,25,control,-0.05641619795058176
33,30,25,control,-0.01468624060359242
36,10,25,control,-7.044714555874e-4
36,30,25,control,-2.3687079610953e-4
39,10,25,control,0.02935379221703082
39,30,25,control,0.02152783316876212
42,10,25,control,-0.04515660839665033
42,30,25,control,0.03386956824027593
45,10,25,control,7.2015112873431e-4
45,30,25,control,0.00743649767454609
48,10,25,control,-6.5857020636104e-4
48,30,25,control,0.02202964090650105
0,10,26,control,0.13593984473248316
0,30,26,control,0.03893652315210463
3,10,26,control,0.0693564634117735
3,30,26,control,0.06496482792431174
6,10,26,control,-0.00224486029689343
6,30,26,control,0.12415295098336468
9,10,26,control,0.1227280287083172
9,30,26,control,0.10360590799622194
12,10,26,control,0.02711807949660228
12,30,26,control,0.03619345384044186
15,10,26,control,0.08586772498191164
15,30,26,control,0.1202229918263326
18,10,26,control,0.02071640189575968
18,30,26,control,0.04501773976543248
21,10,26,control,0.03161370563501276
21,30,26,control,0.07751630348313553
24,10,26,control,0.06068166192512412
24,30,26,control,0.07461365508233041
27,10,26,control,0.11725656965858997
27,30,26,control,0.08130262230701221
30,10,26,control,0.05904548991869794
30,30,26,control,0.00569639942632343
33,10,26,control,0.03912449012386636
33,30,26,control,0.05696462421594951
36,10,26,control,-0.06714203596712369
36,30,26,control,0.03433512736247461
39,10,26,control,0.10986631338585692
39,30,26,control,0.1990667234528112
42,10,26,control,-0.00892267944397545
42,30,26,control,0.10627040648040686
45,10,26,control,0.17997110136080272
45,30,26,control,0.15751919086396757
48,10,26,control,-0.00619619966534144
48,30,26,control,0.07395761496077351
0,10,27,control,-0.09413266837867346
0,30,27,control,-0.03961522682190812
3,10,27,control,0.00875194253134008
3,30,27,control,-0.02260251899323955
6,10,27,control,-0.01672808723177478
6,30,27,control,-0.02184518716961046
9,10,27,control,-0.06145992996398371
9,30,27,control,-0.056376436213292
12,10,27,control,-0.02286967274956939
12,30,27,control,-0.05954507346511369
15,10,27,control,-0.063983444503476955
15,30,27,control,-2.6371611523781e-4
18,10,27,control,-0.00649428632557082
18,30,27,control,-0.03758857718083219
21,10,27,control,-0.10483348000685072
21,30,27,control,-0.056707601071125
24,10,27,control,0.00411972608691052
24,30,27,control,-0.07413287326864784
27,10,27,control,0.01138403890360275
27,30,27,control,-0.02055193591357971
30,10,27,control,-0.07344682774024883
30,30,27,control,-0.01937410599207788
33,10,27,control,0.05040188837731375
33,30,27,control,-0.0227522967192919
36,10,27,control,-0.07656612069290146
36,30,27,control,-0.03266704402315438
39,10,27,control,-0.06132049230397102
39,30,27,control,-0.08735202799895306
42,10,27,control,-0.0314763884544041
42,30,27,control,-0.03040951114284885
45,10,27,control,-0.0059585376113638
45,30,27,control,-0.07397039383124634
48,10,27,control,-0.143330920667285
48,30,27,control,-0.06356882954676477
0,10,28,control,-0.02128095386140349
0,30,28,control,-0.01923732991400203
3,10,28,control,-0.02634971607779351
3,30,28,control,-0.03802121620831754
6,10,28,control,0.04348437790164018
6,30,28,control,-0.01034389311991101
9,10,28,control,0.01757600020340794
9,30,28,control,-0.00671535635528977
12,10,28,control,-0.02440614830470102
12,30,28,control,-0.0353544834345616
15,10,28,control,-0.07326441961441223
15,30,28,control,-0.02839254110287159
18,10,28,control,-0.0136756584337217
18,30,28,control,-0.01889657729906497
21,10,28,control,-0.0222361220745362
21,30,28,control,-0.04441642732312873
24,10,28,control,-0.00849409005409947
24,30,28,control,-0.0202431144292519
27,10,28,control,0.05428158807164759
27,30,28,control,0.00760150734730549
30,10,28,control,0.01561560519268988
30,30,28,control,-0.01420352259757068
33,10,28,control,-0.00392578606717193
33,30,28,control,-0.02664796187642368
36,10,28,control,-0.03100132381980699
36,30,28,control,-0.04118441299832136
39,10,28,control,-0.03079256239651419
39,30,28,control,-0.02565530705264753
42,10,28,control,0.01069536145180744
42,30,28,control,-0.01713112855120162
45,10,28,control,0.01888876601155836
45,30,28,control,-0.00730836687195348
48,10,28,control,-0.02546119915480404
48,30,28,control,-0.03126671511882688
0,10,29,control,0.0093305997934236
0,30,29,control,-0.05679391882697957
3,10,29,control,-0.05607480735602579
3,30,29,control,-0.09718917156610311
6,10,29,control,-0.05290893220165746
6,30,29,control,-0.04014128436861353
9,10,29,control,0.05035370196407128
9,30,29,control,-4.0456175664166e-4
12,10,29,control,-0.02313583598440398
12,30,29,control,-0.05949137628894841
15,10,29,control,-0.07981292813160094
15,30,29,control,-0.02707970906238863
18,10,29,control,-0.05199699375753846
18,30,29,control,-0.07535486176549117
21,10,29,control,-0.1514124924178273
21,30,29,control,-0.1046695583801618
24,10,29,control,-0.0908212010633546
24,30,29,control,-0.08532458613783782
27,10,29,control,-0.03703500400791291
27,30,29,control,-0.01508826422271583
30,10,29,control,0.00721806112253801
30,30,29,control,-0.05234603979812168
33,10,29,control,-0.10199684071106084
33,30,29,control,-0.06701577085182499
36,10,29,control,-0.08068361963137763
36,30,29,control,-0.10308902738109242
39,10,29,control,-0.072444189949017
39,30,29,control,-0.04335455283048414
42,10,29,control,-0.08122331925801851
42,30,29,control,-0.10158024655885176
45,10,29,control,-0.0230620538657939
45,30,29,control,0.00944809071872085
48,10,29,control,-0.04712409271367269
48,30,29,control,0.00811025088921444
0,10,3,control,0.03857887631035615
0,30,3,control,0.00770477812000738
3,10,3,control,0.1091386145611756
3,30,3,control,0.04136947985452582
6,10,3,control,0.07258777706099862
6,30,3,control,0.09683261484381372
9,10,3,control,0.07495291553216309
9,30,3,control,0.05960167085804824
12,10,3,control,0.04890095581776869
12,30,3,control,0.06400553816361326
15,10,3,control,0.02145818375887617
15,30,3,control,0.07105956624786199
18,10,3,control,0.0770058375532944
18,30,3,control,0.09530269478463976
21,10,3,control,0.07870639173561977
21,30,3,control,0.07922673153498024
24,10,3,control,0.01077255312576224
24,30,3,control,0.05641212212670234
27,10,3,control,0.1180256568493659
27,30,3,control,0.080904690849215
30,10,3,control,0.10445923787451286
30,30,3,control,0.02982690398502972
33,10,3,control,0.08936236804467551
33,30,3,control,0.08861020453049676
36,10,3,control,0.05462804739768141
36,30,3,control,0.0917537394632672
39,10,3,control,0.04077269158941877
39,30,3,control,0.04641526236747449
42,10,3,control,-0.03278198931845221
42,30,3,control,0.03909022841915321
45,10,3,control,0.02318969472558016
45,30,3,control,0.1025513276859553
48,10,3,control,0.00252219189327829
48,30,3,control,0.01600545231517557
0,10,30,control,-0.08409112114482141
0,30,30,control,-0.02001278513033358
3,10,30,control,0.02822998945983483
3,30,30,control,-0.03792159537894369
6,10,30,control,-0.06609473911501389
6,30,30,control,-0.02266022534238694
9,10,30,control,-0.01427756616654686
9,30,30,control,0.02175851134387004
12,10,30,control,0.01332492713514887
12,30,30,control,0.0051669682647046
15,10,30,control,-0.05234742169331672
15,30,30,control,0.00169667752664982
18,10,30,control,-0.00880490567090276
18,30,30,control,-0.02873338021684757
21,10,30,control,-0.0545678947355461
21,30,30,control,-0.00455225474222158
24,10,30,control,-0.00519741684229129
24,30,30,control,-0.01845192730867911
27,10,30,control,-0.01495825929960688
27,30,30,control,-0.03674716710025313
30,10,30,control,-0.01440531553877187
30,30,30,control,0.0030169602593794
33,10,30,control,-0.02676963495800151
33,30,30,control,-0.00661504397144701
36,10,30,control,-0.00780675404947164
36,30,30,control,0.01648723134104187
39,10,30,control,-0.03475489861020735
39,30,30,control,0.03666125636097601
42,10,30,control,-0.07373377252874824
42,30,30,control,-0.01259013012436931
45,10,30,control,0.00686799727986198
45,30,30,control,-0.02153704332106968
48,10,30,control,0.0037146579460263
48,30,30,control,-9.1360540775203e-4
0,10,31,control,-0.04621316792701405
0,30,31,control,-0.04141528370056174
3,10,31,control,-0.05011937117797304
3,30,31,control,-0.02620291010999715
6,10,31,control,-0.00527687854977103
6,30,31,control,0.05077273568012688
9,10,31,control,-0.03887806888379033
9,30,31,control,-0.00888662112810747
12,10,31,control,-0.09027701311470178
12,30,31,control,6.7681778077247e-4
15,10,31,control,-0.02946555779500785
15,30,31,control,-0.04721277903519975
18,10,31,control,0.06621661813758407
18,30,31,control,-0.00145847731378147
21,10,31,control,-0.07571319708992111
21,30,31,control,-0.058872594620307
24,10,31,control,0.02639958290507656
24,30,31,control,0.0052050230529688
27,10,31,control,0.00936197152874293
27,30,31,control,-0.00250066249268282
30,10,31,control,-0.01324300991463487
30,30,31,control,-0.04234343736544984
33,10,31,control,-0.04773926803050009
33,30,31,control,-0.03816433995729228
36,10,31,control,-0.02468790851626006
36,30,31,control,0.00495701840599597
39,10,31,control,-0.03578292179048508
39,30,31,control,-0.00504349076791241
42,10,31,control,-0.04579248822370666
42,30,31,control,-0.04152122620855976
45,10,31,control,-0.00790927399220092
45,30,31,control,-0.00695578396285313
48,10,31,control,0.01084610176338452
48,30,31,control,0.0098572068984978
0,10,32,control,0.01986592964137541
0,30,32,control,0.01272377743383842
3,10,32,control,0.06079170492433575
3,30,32,control,0.08475832108623037
6,10,32,control,-0.00437822763842364
6,30,32,control,-0.00243788721414262
9,10,32,control,-0.0077616587972237
9,30,32,control,-0.00985287677539272
12,10,32,control,0.00158976406435766
12,30,32,control,0.01752821219451085
15,10,32,control,0.08492575781222206
15,30,32,control,0.01676338291266954
18,10,32,control,0.02384761713389773
18,30,32,control,0.07122197971993562
21,10,32,control,0.00215016590586283
21,30,32,control,0.02662221130582495
24,10,32,control,-0.03501690809011925
24,30,32,control,0.05167045927942066
27,10,32,control,-0.00427490850367104
27,30,32,control,0.06322443643024962
30,10,32,control,-0.01537946293510442
30,30,32,control,0.02965535233014622
33,10,32,control,-0.0020576424485835
33,30,32,control,0.02935020490995745
36,10,32,control,-0.02231469160686971
36,30,32,control,0.04136949907604992
39,10,32,control,-0.04972799221180155
39,30,32,control,0.02478684011576903
42,10,32,control,-0.00280368747297641
42,30,32,control,0.02713483922824669
45,10,32,control,0.01680128350394533
45,30,32,control,0.04446827808596756
48,10,32,control,-0.02915893252043516
48,30,32,control,0.00369828872856676
0,10,33,control,-0.0890815584162178
0,30,33,control,-0.0872340624098838
3,10,33,control,-0.04693462012431398
3,30,33,control,-0.08497244729008184
6,10,33,control,-0.0404281792390728
6,30,33,control,-0.04961244269300522
9,10,33,control,-0.07342878254247852
9,30,33,control,-0.07234433304844216
12,10,33,control,-0.09490643904441638
12,30,33,control,-0.06329064592779643
15,10,33,control,0.03599527527236917
15,30,33,control,-0.03427569440565003
18,10,33,control,0.06019482328020568
18,30,33,control,0.00982313191463409
21,10,33,control,-0.09969911264861234
21,30,33,control,-0.08936866608983988
24,10,33,control,0.06795094645257799
24,30,33,control,-0.0957786929007452
27,10,33,control,0.04688631579243736
27,30,33,control,-0.05572081851877043
30,10,33,control,-0.09445588004980382
30,30,33,control,-0.07326197605563257
33,10,33,control,-0.00145364793147883
33,30,33,control,-0.1113972028871508
36,10,33,control,-0.14613941463202637
36,30,33,control,-0.15362393210984948
39,10,33,control,0.04587181069816459
39,30,33,control,-0.06102328105042971
42,10,33,control,-0.08985374955534972
42,30,33,control,-0.0957325572719266
45,10,33,control,-0.08417874831588126
45,30,33,control,-0.09470378228295208
48,10,33,control,-0.00901803771109432
48,30,33,control,-0.05975338612866808
0,10,34,control,0.02680654026702093
0,30,34,control,-0.01765447588778387
3,10,34,control,0.02340570909396837
3,30,34,control,-0.01487478182884962
6,10,34,control,-0.00117879544227949
6,30,34,control,-0.01614733959338823
9,10,34,control,-0.01536035118300143
9,30,34,control,-3.8406068501336e-4
12,10,34,control,-0.02895491681534128
12,30,34,control,0.01814321766947387
15,10,34,control,-0.00293257070951043
15,30,34,control,-0.01041196727861768
18,10,34,control,-0.00410321203036782
18,30,34,control,0.01388911106986261
21,10,34,control,0.01543414878071215
21,30,34,control,-0.00684973087449559
24,10,34,control,0.00606761709354614
24,30,34,control,0.06552912257606792
27,10,34,control,-0.009458695000097
27,30,34,control,0.00997838690108891
30,10,34,control,0.08612166302501356
30,30,34,control,0.02837511264776278
33,10,34,control,0.00741186968197966
33,30,34,control,0.05503415553202463
36,10,34,control,0.01063239915706493
36,30,34,control,-0.00927827517975294
39,10,34,control,0.01092495913712423
39,30,34,control,-0.02254449720454975
42,10,34,control,0.02913647723037638
42,30,34,control,0.01060461584979509
45,10,34,control,0.03523784183117055
45,30,34,control,0.02112564398704053
48,10,34,control,0.0387733299516104
48,30,34,control,0.0326896375578874
0,10,35,control,0.05725088560286317
0,30,35,control,0.01473969115712347
3,10,35,control,0.04447037516759396
3,30,35,control,0.01475494057241848
6,10,35,control,0.02362037742980211
6,30,35,control,0.05507597967504753
9,10,35,control,-0.0162766503713515
9,30,35,control,0.05469106090653107
12,10,35,control,0.01989505251875911
12,30,35,control,0.07729951031291016
15,10,35,control,-0.00120671254010517
15,30,35,control,0.04924422394463424
18,10,35,control,0.08615627169353055
18,30,35,control,0.08944670728573001
21,10,35,control,0.1262706706669477
21,30,35,control,0.04295117130937428
24,10,35,control,-0.02416427788219661
24,30,35,control,0.02584168090940012
27,10,35,control,0.02576698580623443
27,30,35,control,0.05303191741318004
30,10,35,control,0.02975387544439497
30,30,35,control,0.04376842567991305
33,10,35,control,0.10525503754734317
33,30,35,control,0.05133530141998262
36,10,35,control,0.03980878138083005
36,30,35,control,0.00956998324755861
39,10,35,control,0.02512134539947134
39,30,35,control,0.04129217098856379
42,10,35,control,0.14874622265155468
42,30,35,control,0.05227716515046161
45,10,35,control,0.04390202963486111
45,30,35,control,0.02644660095963361
48,10,35,control,0.08114598883450788
48,30,35,control,0.07576732911236382
0,10,36,control,-0.01996156841071883
0,30,36,control,-0.05407469038706855
3,10,36,control,-0.00172226029798433
3,30,36,control,-0.00234718633661162
6,10,36,control,-0.02015265962531739
6,30,36,control,-0.00860844442701781
9,10,36,control,-0.04507518043514616
9,30,36,control,0.01079651836400313
12,10,36,control,-0.00950890938985812
12,30,36,control,-0.0126370780628282
15,10,36,control,-0.03401808701728857
15,30,36,control,-0.05422129424939876
18,10,36,control,0.03639556350564808
18,30,36,control,-0.02780540487427221
21,10,36,control,-0.01110921518718753
21,30,36,control,0.03145513236068945
24,10,36,control,0.00147313483994901
24,30,36,control,-0.03363007778514287
27,10,36,control,0.0017602613681699
27,30,36,control,-0.02066563728218102
30,10,36,control,0.0111862995710061
30,30,36,control,-0.01890700276808849
33,10,36,control,-0.00439653007166629
33,30,36,control,-0.04389894750479001
36,10,36,control,0.01221973973625339
36,30,36,control,-0.02851736445381394
39,10,36,control,0.00450934588258599
39,30,36,control,-0.00312212206391918
42,10,36,control,-0.017564812657787
42,30,36,control,-0.02495866289645562
45,10,36,control,-0.03669605465423795
45,30,36,control,-0.04275395835905013
48,10,36,control,-0.00538226968032266
48,30,36,control,-0.01057293361278842
0,10,37,control,-0.00551893110912055
0,30,37,control,0.01645038019603042
3,10,37,control,0.01234674855791601
3,30,37,control,0.00885274141752583
6,10,37,control,-0.00505667787659891
6,30,37,control,0.03230829531624576
9,10,37,control,0.02740856763238221
9,30,37,control,0.01383798941698726
12,10,37,control,0.03803531299691699
12,30,37,control,0.00715351676887297
15,10,37,control,0.01459505078335018
15,30,37,control,0.02399588876688783
18,10,37,control,0.00174595379276407
18,30,37,control,0.01888668663541464
21,10,37,control,0.06173255921376496
21,30,37,control,0.06476883507027778
24,10,37,control,0.02130321881222555
24,30,37,control,0.04036848361086326
27,10,37,control,0.02041273390225294
27,30,37,control,0.01676910993039632
30,10,37,control,0.02868517368888799
30,30,37,control,0.03508368236050729
33,10,37,control,0.07322290924657414
33,30,37,control,0.05155279673307408
36,10,37,control,0.07804063965543558
36,30,37,control,0.06639562712552201
39,10,37,control,0.05444590101247805
39,30,37,control,0.0285717109894854
42,10,37,control,0.02273493949188569
42,30,37,control,0.0603980766968228
45,10,37,control,-0.0295432065358611
45,30,37,control,6.9972057025226e-4
48,10,37,control,0.03038763923888013
48,30,37,control,-0.00519372356034651
0,10,38,control,-0.03669445963844307
0,30,38,control,0.00348737670485965
3,10,38,control,0.01010608085841318
3,30,38,control,0.03865846702488023
6,10,38,control,0.0098870240281657
6,30,38,control,0.01845324192726783
9,10,38,control,-0.06477828577106227
9,30,38,control,0.00692850030705332
12,10,38,control,0.02763225218833859
12,30,38,control,0.02276811149012477
15,10,38,control,0.01345308464640872
15,30,38,control,0.00627588085784002
18,10,38,control,0.01539664837865138
18,30,38,control,0.04516285014279787
21,10,38,control,0.01554062744135488
21,30,38,control,0.04256290150928451
24,10,38,control,0.02496780724033445
24,30,38,control,0.04068159564092158
27,10,38,control,-0.02273496475440421
27,30,38,control,-0.02267523980416995
30,10,38,control,0.03395515017509308
30,30,38,control,0.03632039390971287
33,10,38,control,-0.00358818317901896
33,30,38,control,0.04707442139028557
36,10,38,control,-0.00335691559981961
36,30,38,control,0.01946951551025712
39,10,38,control,0.03716363025483994
39,30,38,control,0.0154612679918653
42,10,38,control,0.06025086718425552
42,30,38,control,0.00388386972825903
45,10,38,control,0.0291364241668107
45,30,38,control,0.0686664911103093
48,10,38,control,-0.02841474718881586
48,30,38,control,0.02007224294429734
0,10,39,control,-0.05097636372315007
0,30,39,control,-0.0551179741478886
3,10,39,control,-0.08024371053483033
3,30,39,control,-0.04503783130257455
6,10,39,control,-0.03488381609765001
6,30,39,control,-0.03176692205377118
9,10,39,control,-0.03796650009196514
9,30,39,control,-0.05284697269305652
12,10,39,control,-0.05048379333540814
12,30,39,control,-0.06698665561588231
15,10,39,control,-0.03763958170544774
15,30,39,control,-0.08364998760924552
18,10,39,control,-0.06043974783394609
18,30,39,control,-0.07816658842304434
21,10,39,control,-0.02044906406714167
21,30,39,control,-0.05541692382652059
24,10,39,control,-0.06270146007175148
24,30,39,control,-0.07967003846376389
27,10,39,control,-0.07030738453474149
27,30,39,control,-0.033637454379628
30,10,39,control,-0.06602339122228644
30,30,39,control,-0.04139232759041578
33,10,39,control,-0.04712776844788569
33,30,39,control,-0.03259317621087376
36,10,39,control,-0.03688273842247723
36,30,39,control,-0.03756304302127297
39,10,39,control,-0.05053502606899807
39,30,39,control,-0.03737695843565676
42,10,39,control,-0.06995414913435828
42,30,39,control,-0.04243365163970771
45,10,39,control,-0.04256584419507361
45,30,39,control,-0.04720411404680253
48,10,39,control,-0.05957989891791153
48,30,39,control,-0.04257095528022633
0,10,4,control,-0.02954237733635857
0,30,4,control,-0.0197389519077788
3,10,4,control,6.8837140612963e-4
3,30,4,control,-0.00669393494544316
6,10,4,control,-0.01980877868452687
6,30,4,control,8.792131359347e-4
9,10,4,control,-0.14960220655773182
9,30,4,control,-0.04100220230117053
12,10,4,control,-0.11373074386810916
12,30,4,control,0.00696619785787857
15,10,4,control,0.00228289631915097
15,30,4,control,-0.01495231079695103
18,10,4,control,0.03227272446038953
18,30,4,control,0.00722945425512963
21,10,4,control,-0.1290954418740918
21,30,4,control,-0.09028168090565908
24,10,4,control,0.00910650870428311
24,30,4,control,-0.03285375612692693
27,10,4,control,-0.04023470318518402
27,30,4,control,-0.05215543484997197
30,10,4,control,-0.06416199969234257
30,30,4,control,-0.04487121656429329
33,10,4,control,-0.03440305951610292
33,30,4,control,0.00736330335976768
36,10,4,control,-0.00400110129398734
36,30,4,control,-0.06846958036920538
39,10,4,control,-0.08601134660353969
39,30,4,control,-0.01977139130879762
42,10,4,control,0.01596900368429843
42,30,4,control,-0.0445589900891942
45,10,4,control,-0.09832139849251877
45,30,4,control,0.00365085594814902
48,10,4,control,-0.04907698380113026
48,30,4,control,-0.08598379598063233
0,10,40,control,0.03976794101942473
0,30,40,control,-0.00831992796802781
3,10,40,control,-0.01275992129956248
3,30,40,control,0.02039536375064968
6,10,40,control,0.00344024366823469
6,30,40,control,0.05388863767789069
9,10,40,control,-0.00706794555082043
9,30,40,control,0.01033220610174839
12,10,40,control,0.00475568252333988
12,30,40,control,-0.03869013903576323
15,10,40,control,0.05299689335875673
15,30,40,control,0.03211687535544235
18,10,40,control,0.00993106322215886
18,30,40,control,0.08523903161355398
21,10,40,control,0.00361578398198174
21,30,40,control,0.01438578559324283
24,10,40,control,0.02536530031367359
24,30,40,control,0.00961692555364699
27,10,40,control,-0.05689176622048554
27,30,40,control,0.05494556816711249
30,10,40,control,0.08375798933597796
30,30,40,control,0.05567497255933949
33,10,40,control,0.03742406430974161
33,30,40,control,0.02201036953622352
36,10,40,control,0.02279232166342062
36,30,40,control,-0.00418804233864375
39,10,40,control,-0.00180087757239584
39,30,40,control,0.03571164835865956
42,10,40,control,-0.04116888338718759
42,30,40,control,0.02877543934451222
45,10,40,control,-0.01643481843270699
45,30,40,control,0.02347294733933769
48,10,40,control,0.03763133339745891
48,30,40,control,0.04223582381335593
0,10,41,control,-0.02574354055791035
0,30,41,control,-0.06078983796343789
3,10,41,control,0.03484084864278346
3,30,41,control,-0.01632328535429439
6,10,41,control,-0.06144924213149477
6,30,41,control,-0.0245611771375772
9,10,41,control,0.02370377122760967
9,30,41,control,-0.0247569419874254
12,10,41,control,-0.06189437443971889
12,30,41,control,-0.04973463732229191
15,10,41,control,-0.01075057111107568
15,30,41,control,-0.06330769393774834
18,10,41,control,-0.01525689914979057
18,30,41,control,-0.03871071892592523
21,10,41,control,0.04266018045596621
21,30,41,control,-0.02842927399321974
24,10,41,control,-0.04428804654911314
24,30,41,control,0.01560506950010974
27,10,41,control,-0.02845319949070786
27,30,41,control,-0.01240828537730172
30,10,41,control,-0.00798043557722292
30,30,41,control,-0.02384615771315397
33,10,41,control,0.04274428751398582
33,30,41,control,-0.01738707850825526
36,10,41,control,0.00978340322430667
36,30,41,control,0.03273697365793426
39,10,41,control,0.02755447072529723
39,30,41,control,-0.00772395772551257
42,10,41,control,-0.02331938921494947
42,30,41,control,-0.01807370651577008
45,10,41,control,-0.03451448736766578
45,30,41,control,-0.05027111196406086
48,10,41,control,0.0117074373771064
48,30,41,control,-0.01876664521729822
0,10,42,control,-0.07982892358296755
0,30,42,control,-0.1051731377377996
3,10,42,control,-0.03979878972821427
3,30,42,control,-0.05290913663705202
6,10,42,control,-0.06903584041705978
6,30,42,control,-0.05502080003465318
9,10,42,control,-0.08298487299895278
9,30,42,control,-0.05403018916869428
12,10,42,control,-0.03884304728725098
12,30,42,control,-0.07856120555336121
15,10,42,control,-0.00813430005030111
15,30,42,control,-0.02810816688872098
18,10,42,control,-0.05156406810379145
18,30,42,control,-0.07673181653105612
21,10,42,control,-0.09842524664873964
21,30,42,control,-0.08290175701557505
24,10,42,control,-0.08068553415451402
24,30,42,control,-0.06323815741267219
27,10,42,control,-0.02800755697420347
27,30,42,control,-0.04236698647411015
30,10,42,control,-0.0453320313376785
30,30,42,control,-0.081579360943326365
33,10,42,control,-0.05744827332864615
33,30,42,control,-0.08088551730560065
36,10,42,control,-0.00307807704067214
36,30,42,control,-0.09351517977348545
39,10,42,control,-0.08416109521855583
39,30,42,control,-0.08113455092270314
42,10,42,control,-0.1434785592526744
42,30,42,control,-0.08556778335555379
45,10,42,control,-0.04384830713845254
45,30,42,control,-0.10885559370979624
48,10,42,control,-0.1211521333362644
48,30,42,control,-0.13616384390589328
0,10,43,control,-0.11938516556886268
0,30,43,control,-0.06266673698407688
3,10,43,control,-0.01863976401436611
3,30,43,control,-0.11243973964102633
6,10,43,control,-0.031652033757745
6,30,43,control,-0.05305068864780283
9,10,43,control,-0.02204206571970326
9,30,43,control,-0.07250158805060745
12,10,43,control,-0.10224543480483528
12,30,43,control,-0.08753010267903595
15,10,43,control,-0.086043748405716
15,30,43,control,-0.02622595385015526
18,10,43,control,-0.03622122512565537
18,30,43,control,-0.08859639781576926
21,10,43,control,-0.1223117404831904
21,30,43,control,-0.06493034126786291
24,10,43,control,5.8449263298215e-4
24,30,43,control,-0.12459576248443267
27,10,43,control,-0.0831017542864824
27,30,43,control,-0.11583557387475264
30,10,43,control,-0.0805125407829447
30,30,43,control,-0.02373822007172587
33,10,43,control,-0.0702354655282966
33,30,43,control,-0.12742879713182834
36,10,43,control,-0.05875346648188674
36,30,43,control,-0.01279769184114484
39,10,43,control,-0.02755267985572465
39,30,43,control,-0.14904532448045613
42,10,43,control,4.3915047296619e-4
42,30,43,control,-0.04560111992781244
45,10,43,control,-0.10421082969408688
45,30,43,control,-0.16567069060677367
48,10,43,control,-0.09145810727842985
48,30,43,control,-0.01436601549516777
0,10,44,control,-0.03230194244171763
0,30,44,control,-0.0343051801656877
3,10,44,control,-0.00744667877820702
3,30,44,control,-0.01166023973379748
6,10,44,control,-0.00162800872787644
6,30,44,control,0.01132034443753523
9,10,44,control,0.02443816829548982
9,30,44,control,-0.05336395113057301
12,10,44,control,-0.05727404409860267
12,30,44,control,-0.02546863787736128
15,10,44,control,-0.02627001728682073
15,30,44,control,-0.06799614720857632
18,10,44,control,-0.03744059557738574
18,30,44,control,0.01024979086446538
