Time,N,Seed,Model,Value
21,10,45,intervention,0.0399015195345097
21,30,45,intervention,0.05052752392388335
24,10,45,intervention,0.01881846887075358
24,30,45,intervention,0.01130117109323733
27,10,45,intervention,-0.03905247462469486
27,30,45,intervention,0.00372590864436648
30,10,45,intervention,-0.03778530555268498
30,30,45,intervention,-0.02942892272721606
33,10,45,intervention,0.03196681860895323
33,30,45,intervention,0.03792156573860469
36,10,45,intervention,-0.01303626963878649
36,30,45,intervention,0.00112473599036454
39,10,45,intervention,0.00122535078108958
39,30,45,intervention,-0.03197816232354895
42,10,45,intervention,0.03138605575216292
42,30,45,intervention,0.02314298834831966
45,10,45,intervention,0.00643619160352194
45,30,45,intervention,-0.02970347465645382
48,10,45,intervention,0.06323239007357986
48,30,45,intervention,-0.00320453309395537
0,10,46,intervention,-0.023262546708222
0,30,46,intervention,0.02814587889964162
3,10,46,intervention,0.03593093158959432
3,30,46,intervention,0.09365104066281732
6,10,46,intervention,0.10894950851727842
6,30,46,intervention,0.05355100255630543
9,10,46,intervention,9.6382594755202e-4
9,30,46,intervention,0.0628437353793518
12,10,46,intervention,0.07833346127818332
12,30,46,intervention,0.06466379553085272
15,10,46,intervention,0.03366487535763683
15,30,46,intervention,0.08363123938341373
18,10,46,intervention,-0.06783223666576313
18,30,46,intervention,-0.0232351625823348
21,10,46,intervention,0.05768625046357266
21,30,46,intervention,0.02112487202021597
24,10,46,intervention,-0.01603730403380136
24,30,46,intervention,0.05831731378000385
27,10,46,intervention,0.03187898804821801
27,30,46,intervention,0.04637629015550549
30,10,46,intervention,0.03195304626187673
30,30,46,intervention,0.05911141904263547
33,10,46,intervention,0.0426656117070739
33,30,46,intervention,-0.00592447674428551
36,10,46,intervention,0.00998702189486843
36,30,46,intervention,0.0232571156564669
39,10,46,intervention,0.03674011116779932
39,30,46,intervention,0.02128851958179934
42,10,46,intervention,0.05464731119728713
42,30,46,intervention,-0.01264690074985401
45,10,46,intervention,0.01184092540158283
45,30,46,intervention,-0.02118756055723514
48,10,46,intervention,0.00722047316115535
48,30,46,intervention,0.01404813204507611
0,10,47,intervention,0.05028213547836979
0,30,47,intervention,0.06435397383971111
3,10,47,intervention,2.4086439229911e-4
3,30,47,intervention,0.06089689811427156
6,10,47,intervention,0.02590711725053853
6,30,47,intervention,0.02708128928878209
9,10,47,intervention,0.05271554895781035
9,30,47,intervention,0.00433188712476574
12,10,47,intervention,-0.02114349502475834
12,30,47,intervention,0.02495393767747661
15,10,47,intervention,0.04421881901502377
15,30,47,intervention,0.01762276001751738
18,10,47,intervention,0.02766115257745526
18,30,47,intervention,0.00454437718338411
21,10,47,intervention,0.01578179316568014
21,30,47,intervention,0.06583298929714057
24,10,47,intervention,-0.00979055249510026
24,30,47,intervention,-0.00462721151152557
27,10,47,intervention,-0.01088856957780172
27,30,47,intervention,0.01256565356797062
30,10,47,intervention,0.00560579066862406
30,30,47,intervention,0.02523499533366541
33,10,47,intervention,-0.03731639785986924
33,30,47,intervention,-0.02537124557236633
36,10,47,intervention,-0.02023379231425138
36,30,47,intervention,0.01083326133228932
39,10,47,intervention,-0.01340357466271709
39,30,47,intervention,-0.0153486261577985
42,10,47,intervention,0.00804041111798958
42,30,47,intervention,-0.01351841534197611
45,10,47,intervention,-0.07015416452895269
45,30,47,intervention,-0.00290110878226811
48,10,47,intervention,-0.06251134698925091
48,30,47,intervention,-0.02936526239784959
0,10,48,intervention,0.03395560334997652
0,30,48,intervention,0.08080735589477873
3,10,48,intervention,0.07855891210408539
3,30,48,intervention,0.09879471953971664
6,10,48,intervention,0.07839063098435545
6,30,48,intervention,0.07076440716334668
9,10,48,intervention,0.00908005448410372
9,30,48,intervention,0.05639805443601366
12,10,48,intervention,0.03077131576776124
12,30,48,intervention,0.07279517386027123
15,10,48,intervention,0.00551216869439159
15,30,48,intervention,0.05711422079276514
18,10,48,intervention,0.03944615113953058
18,30,48,intervention,0.11648949833387764
21,10,48,intervention,0.0777273323489553
21,30,48,intervention,0.09421114460979932
24,10,48,intervention,0.01890468000447369
24,30,48,intervention,0.03378398084654461
27,10,48,intervention,-0.02925515113349775
27,30,48,intervention,0.07749933579812314
30,10,48,intervention,-0.00483189886679466
30,30,48,intervention,0.03691809764626315
33,10,48,intervention,0.05958578555789027
33,30,48,intervention,0.03059564198423381
36,10,48,intervention,0.0639466479988432
36,30,48,intervention,-0.015794738770767
39,10,48,intervention,0.04156657764747614
39,30,48,intervention,0.02847613683753714
42,10,48,intervention,0.03343884135104363
42,30,48,intervention,0.03398003832800204
45,10,48,intervention,-0.03505309972411175
45,30,48,intervention,0.02193341638660917
48,10,48,intervention,0.0284726810371746
48,30,48,intervention,0.05363936060517091
0,10,49,intervention,0.03252564463213685
0,30,49,intervention,0.02193377353913887
3,10,49,intervention,0.05867946152089064
3,30,49,intervention,0.01153781461739992
6,10,49,intervention,0.01958099725019605
6,30,49,intervention,0.03817293410645704
9,10,49,intervention,-0.06830709868721994
9,30,49,intervention,0.03599877442017392
12,10,49,intervention,0.03566929163558349
12,30,49,intervention,0.00180849625387531
15,10,49,intervention,-0.02455063629431015
15,30,49,intervention,-0.02759440230526225
18,10,49,intervention,0.01390922615490735
18,30,49,intervention,0.00687086936214037
21,10,49,intervention,0.05329949116986918
21,30,49,intervention,-0.01185027085236631
24,10,49,intervention,0.01336530345064256
24,30,49,intervention,0.00254726707156595
27,10,49,intervention,0.08916624130215217
27,30,49,intervention,-0.00508230619028787
30,10,49,intervention,-0.01174543510810851
30,30,49,intervention,-0.04984557004603659
33,10,49,intervention,-0.0047474038648638
33,30,49,intervention,-0.01471406859628727
36,10,49,intervention,-0.04361403968325034
36,30,49,intervention,-0.02312427141903873
39,10,49,intervention,-0.00196956252478963
39,30,49,intervention,-0.01084135468129861
42,10,49,intervention,0.00526312418036143
42,30,49,intervention,-0.00181528197239033
45,10,49,intervention,-0.01197759110577078
45,30,49,intervention,-0.05841539067943401
48,10,49,intervention,-0.00833845859944474
48,30,49,intervention,-0.00555931787433491
0,10,5,intervention,0.08994027638273999
0,30,5,intervention,0.08476519572221801
3,10,5,intervention,0.05443043508643941
3,30,5,intervention,0.08973339043561397
6,10,5,intervention,0.08509518321049916
6,30,5,intervention,0.09903971728776594
9,10,5,intervention,0.05335743007276546
9,30,5,intervention,0.06883061291545922
12,10,5,intervention,0.0216126394428347
12,30,5,intervention,0.03222321110116794
15,10,5,intervention,-0.00429141769018087
15,30,5,intervention,0.10275671638408596
18,10,5,intervention,0.08459468448467285
18,30,5,intervention,0.04141444435703985
21,10,5,intervention,0.0046823712842691
21,30,5,intervention,0.06307562788793274
24,10,5,intervention,0.07101851437847602
24,30,5,intervention,0.02778053858753322
27,10,5,intervention,0.04428681692803187
27,30,5,intervention,0.01673833059157928
30,10,5,intervention,0.04885421539403253
30,30,5,intervention,0.03067463485560362
33,10,5,intervention,0.08675458254064869
33,30,5,intervention,0.0623853664825009
36,10,5,intervention,0.0480896936339796
36,30,5,intervention,-0.01454687706522254
39,10,5,intervention,0.04414599940314951
39,30,5,intervention,0.03999662727736362
42,10,5,intervention,0.12597798106391506
42,30,5,intervention,0.02368010261051798
45,10,5,intervention,0.01021640316121595
45,30,5,intervention,0.03946727873728825
48,10,5,intervention,0.01701661553461716
48,30,5,intervention,0.01727931893406734
0,10,50,intervention,0.02564457850415469
0,30,50,intervention,0.1961767171444383
3,10,50,intervention,0.1216253724219092
3,30,50,intervention,0.18376440943284783
6,10,50,intervention,0.03561864605303914
6,30,50,intervention,0.1703020971368212
9,10,50,intervention,0.03198787726496686
9,30,50,intervention,0.09981240987662585
12,10,50,intervention,0.03726127661460669
12,30,50,intervention,0.17247872035133394
15,10,50,intervention,0.08846791201577765
15,30,50,intervention,0.1452093039463377
18,10,50,intervention,0.16219321453282756
18,30,50,intervention,0.18453529026176335
21,10,50,intervention,0.01026467288827292
21,30,50,intervention,0.03120235626194418
24,10,50,intervention,-0.080120857954729
24,30,50,intervention,0.05663193377126476
27,10,50,intervention,-0.11856633519311252
27,30,50,intervention,-0.08075994706600255
30,10,50,intervention,-0.08652992497195207
30,30,50,intervention,0.02280891271995012
33,10,50,intervention,-0.1428968460561686
33,30,50,intervention,0.00702166260653511
36,10,50,intervention,-0.11404072161379351
36,30,50,intervention,-0.05723342814019228
39,10,50,intervention,-0.07811750474034036
39,30,50,intervention,0.03716447151019447
42,10,50,intervention,-0.02867119413944639
42,30,50,intervention,-0.01938376780745132
45,10,50,intervention,0.03819034362624274
45,30,50,intervention,-0.02946544066505049
48,10,50,intervention,-0.15828980377820126
48,30,50,intervention,6.3645843842996e-4
0,10,51,intervention,-0.00836157664989752
0,30,51,intervention,0.08587561202341441
3,10,51,intervention,0.08735871826494251
3,30,51,intervention,0.01476670789546778
6,10,51,intervention,0.01718086974960289
6,30,51,intervention,0.03156342851163982
9,10,51,intervention,-0.04384534096948135
9,30,51,intervention,0.06811707406486635
12,10,51,intervention,0.0265305924430726
12,30,51,intervention,0.06959204873005688
15,10,51,intervention,0.10056194589524592
15,30,51,intervention,0.10289128508159862
18,10,51,intervention,0.00875122278771112
18,30,51,intervention,0.12580276391493514
21,10,51,intervention,0.04973847961440104
21,30,51,intervention,0.0676716388890217
24,10,51,intervention,-0.01240751416498652
24,30,51,intervention,0.03990131754139568
27,10,51,intervention,0.0511281585363249
27,30,51,intervention,0.09165592394671372
30,10,51,intervention,0.03539371158305404
30,30,51,intervention,0.05567948861273024
33,10,51,intervention,-0.00145225177188573
33,30,51,intervention,0.01459995611898645
36,10,51,intervention,-0.07588802728807846
36,30,51,intervention,-0.03282701962354845
39,10,51,intervention,0.04404096912881249
39,30,51,intervention,0.03289886733924638
42,10,51,intervention,0.01431383944089531
42,30,51,intervention,0.05407647245575668
45,10,51,intervention,-0.02764507735495698
45,30,51,intervention,-0.07290880440720872
48,10,51,intervention,-0.05393696323341578
48,30,51,intervention,-0.00804933932186239
0,10,52,intervention,0.05148379141804889
0,30,52,intervention,0.02697382955743702
3,10,52,intervention,0.00112479883932135
3,30,52,intervention,0.01542257396174442
6,10,52,intervention,-0.02060346386054729
6,30,52,intervention,-0.00559269974060567
9,10,52,intervention,-0.0090299908197359
9,30,52,intervention,1.0625443559073e-4
12,10,52,intervention,-0.01710772290551685
12,30,52,intervention,0.01741330426454819
15,10,52,intervention,0.02058691796980954
15,30,52,intervention,0.06119389759884319
18,10,52,intervention,-0.02114079613259624
18,30,52,intervention,0.01130891031626277
21,10,52,intervention,-0.03026180329159834
21,30,52,intervention,-0.00260621048284212
24,10,52,intervention,0.02079222391611326
24,30,52,intervention,-0.00660863956043234
27,10,52,intervention,0.04264790614508972
27,30,52,intervention,0.01038397543508138
30,10,52,intervention,-0.04589404611187558
30,30,52,intervention,-0.01129925509128736
33,10,52,intervention,0.05389012003115754
33,30,52,intervention,-0.01827117588472523
36,10,52,intervention,-0.0334118129377441
36,30,52,intervention,-0.02283920648822772
39,10,52,intervention,0.01329608218048402
39,30,52,intervention,-0.01169142426607167
42,10,52,intervention,-0.01524484015911831
42,30,52,intervention,-0.03217590677816707
45,10,52,intervention,1.2996613460556e-4
45,30,52,intervention,-0.0171092560293872
48,10,52,intervention,-0.02771068211990225
48,30,52,intervention,-0.02285720203754026
0,10,53,intervention,0.02291746524886534
0,30,53,intervention,0.05501161208793986
3,10,53,intervention,0.06184244747476308
3,30,53,intervention,0.08413797853325647
6,10,53,intervention,0.00492412670261925
6,30,53,intervention,0.07332379150199753
9,10,53,intervention,0.05014321865552997
9,30,53,intervention,0.02327714273758105
12,10,53,intervention,0.06616631946366068
12,30,53,intervention,0.03543408576773085
15,10,53,intervention,-0.01126407231866615
15,30,53,intervention,0.01204204821372829
18,10,53,intervention,0.00732789592149593
18,30,53,intervention,-8.6523361909915e-4
21,10,53,intervention,0.02168232104695144
21,30,53,intervention,0.02798865122119426
24,10,53,intervention,0.02479201512988398
24,30,53,intervention,0.00204989853055618
27,10,53,intervention,0.00390223243951625
27,30,53,intervention,-0.00680199231105373
30,10,53,intervention,0.00944416168417408
30,30,53,intervention,0.03621397777404108
33,10,53,intervention,0.02918331495416846
33,30,53,intervention,0.02101714893271157
36,10,53,intervention,0.05115463425277149
36,30,53,intervention,0.02321536766846027
39,10,53,intervention,-0.02683298844268588
39,30,53,intervention,0.00162679974991078
42,10,53,intervention,0.01205009368409691
42,30,53,intervention,-0.00673212610322094
45,10,53,intervention,0.01941494887469914
45,30,53,intervention,-0.00859436993285315
48,10,53,intervention,0.06263301477079489
48,30,53,intervention,0.02748043860291336
0,10,54,intervention,-0.02791395698820273
0,30,54,intervention,0.0481841332497331
3,10,54,intervention,-0.0347673788560526
3,30,54,intervention,0.04811432375779635
6,10,54,intervention,-0.05779797533863354
6,30,54,intervention,0.00525762541481634
9,10,54,intervention,-0.04395675877533796
9,30,54,intervention,0.0522661277729708
12,10,54,intervention,-0.00184306207220463
12,30,54,intervention,0.03985676820279634
15,10,54,intervention,0.04634018259522235
15,30,54,intervention,0.09889921760679604
18,10,54,intervention,-0.02666040954479572
18,30,54,intervention,-0.01013620192323563
21,10,54,intervention,0.01032627370924682
21,30,54,intervention,-0.01039482324010587
24,10,54,intervention,-0.07608977491221679
24,30,54,intervention,-0.02644681935374624
27,10,54,intervention,0.00341114940234119
27,30,54,intervention,0.02196794808082455
30,10,54,intervention,-0.01359064570156942
30,30,54,intervention,-0.0255164846568205
33,10,54,intervention,-0.07447739868494906
33,30,54,intervention,-0.07145862848308293
36,10,54,intervention,-0.0056821556617165
36,30,54,intervention,-0.08219356259885505
39,10,54,intervention,0.00886151538075192
39,30,54,intervention,0.05122064224296879
42,10,54,intervention,-0.0633548181963966
42,30,54,intervention,-0.00951076846077079
45,10,54,intervention,-0.06816550080255564
45,30,54,intervention,-0.02888471568229786
48,10,54,intervention,-0.07640191577201058
48,30,54,intervention,-0.10382209547418372
0,10,55,intervention,-0.06592322125781501
0,30,55,intervention,0.07899801166270287
3,10,55,intervention,0.01920413700199443
3,30,55,intervention,0.1870655314833955
6,10,55,intervention,0.11869180601086876
6,30,55,intervention,0.1274380725360234
9,10,55,intervention,0.03119932828695358
9,30,55,intervention,0.05594752853117649
12,10,55,intervention,0.0663139957980099
12,30,55,intervention,0.0586107786325482
15,10,55,intervention,0.05712056317033385
15,30,55,intervention,0.0817587196966442
18,10,55,intervention,0.02867895113506276
18,30,55,intervention,0.09804187701163114
21,10,55,intervention,-0.04587037411849187
21,30,55,intervention,0.11864562777763668
24,10,55,intervention,0.09059002867336086
24,30,55,intervention,0.04851194512720251
27,10,55,intervention,0.01805875297509965
27,30,55,intervention,0.03863145446994702
30,10,55,intervention,0.02160977918803192
30,30,55,intervention,0.10300934605821524
33,10,55,intervention,-0.02751716106281181
33,30,55,intervention,0.042788357993516
36,10,55,intervention,-0.00528659188894876
36,30,55,intervention,-0.01727636578446931
39,10,55,intervention,0.03141944558624195
39,30,55,intervention,0.00782815563342932
42,10,55,intervention,-0.0289607505736099
42,30,55,intervention,0.03232042445077066
45,10,55,intervention,-0.02321895608685776
45,30,55,intervention,0.00286941474913521
48,10,55,intervention,-0.06376034998925123
48,30,55,intervention,-0.03844386678526049
0,10,56,intervention,0.00314638072137094
0,30,56,intervention,0.05163669979299384
3,10,56,intervention,-0.04378670175984829
3,30,56,intervention,0.06008796359905303
6,10,56,intervention,0.02370557852321549
6,30,56,intervention,0.03813854426399658
9,10,56,intervention,0.0312615390967571
9,30,56,intervention,0.01013218962213298
12,10,56,intervention,0.04700999465745145
12,30,56,intervention,0.01487387797594802
15,10,56,intervention,0.02298374918309877
15,30,56,intervention,0.02997836006513633
18,10,56,intervention,-0.01679907468080724
18,30,56,intervention,0.03552343833552134
21,10,56,intervention,0.02506651914960772
21,30,56,intervention,-0.03933968312094605
24,10,56,intervention,-0.01573953027918252
24,30,56,intervention,-0.04560468943157158
27,10,56,intervention,0.0199413268187568
27,30,56,intervention,-0.02523802044333917
30,10,56,intervention,-0.02864419034859446
30,30,56,intervention,-0.01795602657341742
33,10,56,intervention,-0.0055921309728173
33,30,56,intervention,-0.0238378931338844
36,10,56,intervention,0.05009019078632883
36,30,56,intervention,-0.01542246376365045
39,10,56,intervention,0.02409139444266548
39,30,56,intervention,-0.00961745445215311
42,10,56,intervention,-0.00206746302440704
42,30,56,intervention,-0.00254522718461353
45,10,56,intervention,-0.03574476509283588
45,30,56,intervention,-0.01261948219387757
48,10,56,intervention,-0.00224987773469752
48,30,56,intervention,-0.01009927575719599
0,10,57,intervention,0.07481192656889055
0,30,57,intervention,0.15811288080833608
3,10,57,intervention,0.01450671024054002
3,30,57,intervention,0.08746083803309761
6,10,57,intervention,0.03538396142148014
6,30,57,intervention,0.12530729556062653
9,10,57,intervention,0.03297999020081778
9,30,57,intervention,0.11519653040660824
12,10,57,intervention,0.05468283346851459
12,30,57,intervention,0.12742054420271604
15,10,57,intervention,0.0601692365559599
15,30,57,intervention,0.13047414577625863
18,10,57,intervention,0.084966513099972385
18,30,57,intervention,0.1483460254056166
21,10,57,intervention,0.05221640444003911
21,30,57,intervention,0.08317704450917271
24,10,57,intervention,0.04280026728748644
24,30,57,intervention,0.07896086533457668
27,10,57,intervention,0.02238270680516179
27,30,57,intervention,0.08179283173756324
30,10,57,intervention,-0.01642722816343028
30,30,57,intervention,0.08041641855678075
33,10,57,intervention,0.01788736096589399
33,30,57,intervention,0.08368293059118857
36,10,57,intervention,-0.00822471646186372
36,30,57,intervention,0.0577680506406577
39,10,57,intervention,0.0408893728688932
39,30,57,intervention,0.04745428479829186
42,10,57,intervention,0.00732915069899263
42,30,57,intervention,0.06794331069404445
45,10,57,intervention,0.03355758774459736
45,30,57,intervention,0.0323718283166516
48,10,57,intervention,0.0593784516252757
48,30,57,intervention,0.06178334800538168
0,10,58,intervention,-0.01198322508317348
0,30,58,intervention,0.07566297558227039
3,10,58,intervention,0.10859356293255323
3,30,58,intervention,0.14265308517112438
6,10,58,intervention,-0.01652049222560878
6,30,58,intervention,0.08581435877507619
9,10,58,intervention,0.047387615985038
9,30,58,intervention,0.04656768760924293
12,10,58,intervention,0.07780663609673341
12,30,58,intervention,0.04863033925146848
15,10,58,intervention,0.03096411041222685
15,30,58,intervention,0.06942775447163886
18,10,58,intervention,0.0143255361302977
18,30,58,intervention,0.07740873267079351
21,10,58,intervention,0.05642211141926449
21,30,58,intervention,0.06660777673700799
24,10,58,intervention,0.05006465682449412
24,30,58,intervention,0.0957125126262024
27,10,58,intervention,0.00846078727302007
27,30,58,intervention,0.03399929317019825
30,10,58,intervention,-0.0314175925979108
30,30,58,intervention,0.03496414573766054
33,10,58,intervention,-0.05376498588367043
33,30,58,intervention,0.03198739927349661
36,10,58,intervention,0.05462505502401987
36,30,58,intervention,-5.1247554352311e-4
39,10,58,intervention,-2.8232163641779e-4
39,30,58,intervention,0.05359510480551558
42,10,58,intervention,0.05443431360575144
42,30,58,intervention,0.04190998533558085
45,10,58,intervention,-0.07522974968064813
45,30,58,intervention,-0.0586943135199196
48,10,58,intervention,0.05607532114121464
48,30,58,intervention,0.02276707759874487
0,10,59,intervention,0.05917254660576408
0,30,59,intervention,0.06197756022557695
3,10,59,intervention,-0.00617747288826383
3,30,59,intervention,0.04071688621211472
6,10,59,intervention,0.02704644634228769
6,30,59,intervention,0.06765589074750299
9,10,59,intervention,0.03965638717563431
9,30,59,intervention,0.07138236837267427
12,10,59,intervention,-0.00426006078314966
12,30,59,intervention,0.03439122035525676
15,10,59,intervention,0.0296224339582578
15,30,59,intervention,0.04700800375739161
18,10,59,intervention,0.0539336744113908
18,30,59,intervention,0.04430298377333372
21,10,59,intervention,0.00448805362101616
21,30,59,intervention,0.06654478042116466
24,10,59,intervention,0.00118666990467192
24,30,59,intervention,0.02602647044240016
27,10,59,intervention,0.02513208688015819
27,30,59,intervention,0.05553354133022473
30,10,59,intervention,0.02848551868695291
30,30,59,intervention,0.04562788899791142
33,10,59,intervention,0.06329669035078934
33,30,59,intervention,0.00179571532476701
36,10,59,intervention,-0.01710891832974606
36,30,59,intervention,0.00314464449620497
39,10,59,intervention,0.03620724501527721
39,30,59,intervention,0.04064372070937778
42,10,59,intervention,-0.06660237281191139
42,30,59,intervention,-0.01563458247005923
45,10,59,intervention,-0.00414789199666619
45,30,59,intervention,0.05059107661753185
48,10,59,intervention,0.04134580852268212
48,30,59,intervention,0.02474948025479209
0,10,6,intervention,-0.00891945641904862
0,30,6,intervention,0.00859552849117078
3,10,6,intervention,-0.04107773399243419
3,30,6,intervention,0.02376453187175444
6,10,6,intervention,0.0158031167042356
6,30,6,intervention,0.0063290377135001
9,10,6,intervention,0.01219913382846896
9,30,6,intervention,0.01278586362656561
12,10,6,intervention,-0.01658895274602106
12,30,6,intervention,-0.01314856364709774
15,10,6,intervention,-7.987390747384e-4
15,30,6,intervention,0.02049152901545747
18,10,6,intervention,0.02414657627351455
18,30,6,intervention,0.02901798632559559
21,10,6,intervention,-0.00834899688856945
21,30,6,intervention,-0.01540149793039672
24,10,6,intervention,0.03384923227537396
24,30,6,intervention,0.02697652460941335
27,10,6,intervention,0.04569614227643859
27,30,6,intervention,0.00523002562556197
30,10,6,intervention,0.01192912271353138
30,30,6,intervention,0.00468832309671254
33,10,6,intervention,-0.02481508845562581
33,30,6,intervention,0.02764871586695217
36,10,6,intervention,-0.03863479205488555
36,30,6,intervention,-0.03694416272036247
39,10,6,intervention,0.0504776075248055
39,30,6,intervention,0.01800085993145439
42,10,6,intervention,-0.00767540327611592
42,30,6,intervention,-0.02525154924344
45,10,6,intervention,0.03380187222025867
45,30,6,intervention,0.01166825184602027
48,10,6,intervention,-0.03791579422010667
48,30,6,intervention,-0.02541408216401093
0,10,60,intervention,0.1007927454400833
0,30,60,intervention,0.20177506339868753
3,10,60,intervention,0.14853329946740276
3,30,60,intervention,0.24755071373868875
6,10,60,intervention,0.03798927321887155
6,30,60,intervention,0.20037955873044497
9,10,60,intervention,0.08285046594211701
9,30,60,intervention,0.12924731248616264
12,10,60,intervention,0.12278330257504932
12,30,60,intervention,0.12742859080637256
15,10,60,intervention,0.05606208689444275
15,30,60,intervention,0.19162336471027563
18,10,60,intervention,0.05363974560624898
18,30,60,intervention,0.18320590999548864
21,10,60,intervention,-0.01460476684356036
21,30,60,intervention,0.08921037523822453
24,10,60,intervention,0.08025238527085647
24,30,60,intervention,0.1262452783579193
27,10,60,intervention,0.13236301110168305
27,30,60,intervention,0.09140253753246688
30,10,60,intervention,0.06527757304971846
30,30,60,intervention,0.08173942571666913
33,10,60,intervention,0.08761997995093236
33,30,60,intervention,0.05141467698798779
36,10,60,intervention,0.0272982535610355
36,30,60,intervention,0.02529681140823464
39,10,60,intervention,0.02996901978486235
39,30,60,intervention,0.06806776598033656
42,10,60,intervention,-0.00445668820417254
42,30,60,intervention,0.03985272202046759
45,10,60,intervention,0.0146046881302503
45,30,60,intervention,0.04405965415190124
48,10,60,intervention,-0.08003704650990986
48,30,60,intervention,0.00420276953356826
0,10,61,intervention,0.00683084993195013
0,30,61,intervention,0.0706397064264172
3,10,61,intervention,0.04342426155421877
3,30,61,intervention,0.0444678077138998
6,10,61,intervention,-0.06383058057040561
6,30,61,intervention,-0.01989233490863332
9,10,61,intervention,-0.05375093731671236
9,30,61,intervention,0.00791126431091421
12,10,61,intervention,9.5780942193651e-4
12,30,61,intervention,-0.048964866085975
15,10,61,intervention,-0.03883526819401881
15,30,61,intervention,0.00764645786766863
18,10,61,intervention,-0.04509679623994734
18,30,61,intervention,-0.0295492046987215
21,10,61,intervention,-0.04388868906408883
21,30,61,intervention,-0.01278279012368546
24,10,61,intervention,0.04400059788669087
24,30,61,intervention,-0.01449476103237132
27,10,61,intervention,-0.05376944771518598
27,30,61,intervention,-0.00880944079252066
30,10,61,intervention,-0.03251275465190269
30,30,61,intervention,0.03345103677792678
33,10,61,intervention,-0.01619821004458979
33,30,61,intervention,-0.01641399525401093
36,10,61,intervention,-0.02880243107782493
36,30,61,intervention,-0.07563106834970434
39,10,61,intervention,-0.0634816522852906
39,30,61,intervention,-0.11299797383940516
42,10,61,intervention,-0.01994499624116889
42,30,61,intervention,-0.07311853285295289
45,10,61,intervention,-0.00251282559317522
45,30,61,intervention,-0.07249513956576248
48,10,61,intervention,-0.01036623335786927
48,30,61,intervention,-0.04553159093139666
0,10,62,intervention,0.04147031577184689
0,30,62,intervention,0.03543464885584564
3,10,62,intervention,-0.01578418084318844
3,30,62,intervention,0.03031230874071162
6,10,62,intervention,0.05661620502042162
6,30,62,intervention,0.00438865459487976
9,10,62,intervention,-0.01395314424184989
9,30,62,intervention,0.01129226190704165
12,10,62,intervention,-0.02638663708588092
12,30,62,intervention,0.02848887634268804
15,10,62,intervention,0.01500866649446542
15,30,62,intervention,0.01905747143799002
18,10,62,intervention,-0.00564115879937019
18,30,62,intervention,0.0146072945901878
21,10,62,intervention,-0.06479433604398249
21,30,62,intervention,-0.02485540491131097
24,10,62,intervention,0.01474524641176056
24,30,62,intervention,0.02230960318467991
27,10,62,intervention,0.02849137839755288
27,30,62,intervention,-0.00628732051962325
30,10,62,intervention,0.00484443520939654
30,30,62,intervention,-0.03629315740527979
33,10,62,intervention,-0.04679859490927787
33,30,62,intervention,0.01214075389127988
36,10,62,intervention,0.01716357145050629
36,30,62,intervention,0.01018044533344416
39,10,62,intervention,-0.03844507457437213
39,30,62,intervention,0.02528693191853585
42,10,62,intervention,-0.05146505632633886
42,30,62,intervention,-0.03277119229406598
45,10,62,intervention,-0.06733589193506992
45,30,62,intervention,0.00947286256783031
48,10,62,intervention,0.00953822700130055
48,30,62,intervention,0.00623490066906021
0,10,63,intervention,-0.05778153992916186
0,30,63,intervention,0.05153894564302938
3,10,63,intervention,-0.02649800693187813
3,30,63,intervention,0.04520716735265417
6,10,63,intervention,0.04721811595262383
6,30,63,intervention,0.03042374471962561
9,10,63,intervention,0.01377057162758381
9,30,63,intervention,0.05599816917790881
12,10,63,intervention,-0.03081055675090947
12,30,63,intervention,0.03285970572108523
15,10,63,intervention,0.04769327536519107
15,30,63,intervention,0.07360357544771091
18,10,63,intervention,-0.00952849566449585
18,30,63,intervention,0.04819119801424065
21,10,63,intervention,0.01075596098461004
21,30,63,intervention,0.051644565611215
24,10,63,intervention,0.0086550716116885
24,30,63,intervention,0.01916640412619832
27,10,63,intervention,-0.01812799726575954
27,30,63,intervention,0.0198478733077
30,10,63,intervention,-0.01079732713186021
30,30,63,intervention,0.01546531564651851
33,10,63,intervention,-0.02351768412602901
33,30,63,intervention,-0.03802911062263329
36,10,63,intervention,0.02440642238607736
36,30,63,intervention,0.00655094522019004
39,10,63,intervention,-0.0192935693395636
39,30,63,intervention,-0.01848818622674509
42,10,63,intervention,0.06724060855802054
42,30,63,intervention,-0.02822826918517289
45,10,63,intervention,-0.04018206172910642
45,30,63,intervention,-0.01571103541508209
48,10,63,intervention,-0.06197409570664119
48,30,63,intervention,-0.02171538356834253
0,10,64,intervention,-0.00212587654556501
0,30,64,intervention,0.09379552330969508
3,10,64,intervention,0.128124576587624
3,30,64,intervention,0.10114555213434266
6,10,64,intervention,0.00411156787595095
6,30,64,intervention,0.09373474945732958
9,10,64,intervention,0.06283055217177126
9,30,64,intervention,0.08938730407134313
12,10,64,intervention,0.01824165471672406
12,30,64,intervention,0.0284318118697877
15,10,64,intervention,0.00956830879148328
15,30,64,intervention,0.04400695360063678
18,10,64,intervention,0.04741845996159315
18,30,64,intervention,0.11176925067765768
21,10,64,intervention,-0.01128750593555563
21,30,64,intervention,0.04606947653642693
24,10,64,intervention,0.00647245733672822
24,30,64,intervention,0.06664084130263383
27,10,64,intervention,0.0555765887964284
27,30,64,intervention,0.11129371444127936
30,10,64,intervention,-0.01479086226075354
30,30,64,intervention,0.00837604180550264
33,10,64,intervention,-0.06072839588962479
