Time,N,Seed,Model,Value
27,30,70,control,-0.01825729926727
30,10,70,control,0.04751012715080108
30,30,70,control,-0.05493542822522261
33,10,70,control,-0.03631075283390676
33,30,70,control,-0.00102319262932945
36,10,70,control,-0.03117092261811658
36,30,70,control,0.06129902152733958
39,10,70,control,0.02760677749696119
39,30,70,control,-0.03103690897677486
42,10,70,control,-0.08064124586031074
42,30,70,control,2.3974432063475964e-5
45,10,70,control,0.07070372712314861
45,30,70,control,0.01578816959447171
48,10,70,control,0.01188582943929163
48,30,70,control,0.00292943129406168
0,10,71,control,-0.03674821212946069
0,30,71,control,-0.00667062262455506
3,10,71,control,0.01376239875275648
3,30,71,control,0.03794698098759438
6,10,71,control,0.02141902027915667
6,30,71,control,0.05685140650497711
9,10,71,control,0.01147422293948739
9,30,71,control,0.03491566506677058
12,10,71,control,0.02632905302329572
12,30,71,control,0.00158788926407257
15,10,71,control,0.01643333376223976
15,30,71,control,0.02822277818278924
18,10,71,control,0.03003737525026986
18,30,71,control,0.03474160689414876
21,10,71,control,0.02582652819568485
21,30,71,control,0.03328385290262016
24,10,71,control,0.02220157936424672
24,30,71,control,-0.00175803432731999
27,10,71,control,0.01184344716491648
27,30,71,control,0.05774476842761067
30,10,71,control,0.00245347837585188
30,30,71,control,0.05147875084798099
33,10,71,control,0.01335625376348495
33,30,71,control,0.05025766528556037
36,10,71,control,-0.015988147426811
36,30,71,control,0.0384779898594263
39,10,71,control,-0.00631385431739468
39,30,71,control,0.04647449931717541
42,10,71,control,0.01949272890962468
42,30,71,control,0.04464350565637175
45,10,71,control,0.01855051004646725
45,30,71,control,0.0341190272995167
48,10,71,control,0.03960754219506856
48,30,71,control,0.02498371945191719
0,10,72,control,-0.02312901539920763
0,30,72,control,-0.04749927982782415
3,10,72,control,0.00422577318331377
3,30,72,control,-0.01731879510323261
6,10,72,control,0.09882201189385892
6,30,72,control,0.04477807840919919
9,10,72,control,0.01679560716811568
9,30,72,control,0.02554973357329455
12,10,72,control,-0.032618973966568
12,30,72,control,0.00981093235748318
15,10,72,control,-0.03173980414101572
15,30,72,control,-0.05479935766281819
18,10,72,control,-0.04538696417048608
18,30,72,control,0.00295509570310491
21,10,72,control,-0.01939819106273696
21,30,72,control,0.04632189287245951
24,10,72,control,0.03378828315261137
24,30,72,control,0.00351736330111254
27,10,72,control,0.01182767301883214
27,30,72,control,0.01769811197815553
30,10,72,control,-3.753635872014e-4
30,30,72,control,0.01139585759833245
33,10,72,control,-0.01111738206567588
33,30,72,control,-0.00929811221161842
36,10,72,control,-0.01103614439742415
36,30,72,control,0.01118674474228347
39,10,72,control,-0.01370167147646609
39,30,72,control,0.00316897688095955
42,10,72,control,-0.01051948720193558
42,30,72,control,0.02845764223355348
45,10,72,control,0.02863608513847235
45,30,72,control,0.04345252123135942
48,10,72,control,0.02297307585750479
48,30,72,control,-0.00451716333021604
0,10,73,control,0.00573644911057765
0,30,73,control,-0.02352466882117754
3,10,73,control,0.01197018709310866
3,30,73,control,0.03232843216363094
6,10,73,control,-0.0248191864659449
6,30,73,control,-0.0283933384657036
9,10,73,control,0.01708829639946154
9,30,73,control,0.01722665949670304
12,10,73,control,-0.03604227188948852
12,30,73,control,0.02473654483563436
15,10,73,control,-0.06077512113651594
15,30,73,control,-0.01620090023112343
18,10,73,control,0.03552008787036948
18,30,73,control,-0.01622502616449088
21,10,73,control,0.0332309150617282
21,30,73,control,0.04318679520493523
24,10,73,control,0.03169016553462561
24,30,73,control,-0.01910393708630778
27,10,73,control,-0.06060033189148056
27,30,73,control,-0.04778499388985789
30,10,73,control,-0.08967188023403039
30,30,73,control,-0.03579626978378912
33,10,73,control,0.01763528322144105
33,30,73,control,-0.01228344551045388
36,10,73,control,-0.04158618774575259
36,30,73,control,-0.02619595237379672
39,10,73,control,0.03855092817525915
39,30,73,control,0.03761222489010508
42,10,73,control,0.00159911203024139
42,30,73,control,0.03092529084409937
45,10,73,control,0.01321232339942537
45,30,73,control,-0.01333855581057643
48,10,73,control,-0.01713354774763049
48,30,73,control,0.01650525979940021
0,10,74,control,-0.02429022641801054
0,30,74,control,-0.06506677502532385
3,10,74,control,-0.08240439429646927
3,30,74,control,0.03747880293364712
6,10,74,control,-0.06118395489614686
6,30,74,control,-0.02889293698398934
9,10,74,control,-0.02777601482182127
9,30,74,control,-0.03312822893782171
12,10,74,control,0.13326175239978325
12,30,74,control,-0.04292694315617781
15,10,74,control,-0.09187761766612952
15,30,74,control,-0.01868661344923041
18,10,74,control,-0.0089714109441128
18,30,74,control,-0.05877190591452216
21,10,74,control,0.03375103881676397
21,30,74,control,-0.0852209799179498
24,10,74,control,-0.00810096771073943
24,30,74,control,-0.01412729465478897
27,10,74,control,-0.1589177575365825
27,30,74,control,-0.0556822965869807
30,10,74,control,-0.02815073021312223
30,30,74,control,0.00633748867492449
33,10,74,control,0.03280238255067275
33,30,74,control,-0.02905634580948268
36,10,74,control,-0.10864701115755164
36,30,74,control,-0.0417402003718574
39,10,74,control,-0.02082043495056575
39,30,74,control,-0.0812912895459793
42,10,74,control,-0.02314602969276456
42,30,74,control,-0.07820986187302728
45,10,74,control,-0.14226365228255422
45,30,74,control,-0.03707245595269868
48,10,74,control,-0.08424458096632335
48,30,74,control,-0.05132764992887605
0,10,75,control,-0.07187953867618381
0,30,75,control,-0.07430454472599284
3,10,75,control,-0.0290327175389134
3,30,75,control,-0.05684835858786143
6,10,75,control,-0.07676618936690371
6,30,75,control,-0.05275198440375357
9,10,75,control,-0.04725747914411368
9,30,75,control,-0.08877932545684011
12,10,75,control,-0.07742960918705014
12,30,75,control,-0.05679259420437128
15,10,75,control,-0.0065721443539538
15,30,75,control,-0.05089265684929712
18,10,75,control,-0.01670898949796602
18,30,75,control,-0.04045929011646888
21,10,75,control,-0.02721979392255401
21,30,75,control,-0.06901485065457087
24,10,75,control,-0.00912508054852898
24,30,75,control,-0.05929674269900614
27,10,75,control,-0.03578775904439846
27,30,75,control,-0.05036677214640715
30,10,75,control,-0.08490712323225993
30,30,75,control,-0.05799166419490096
33,10,75,control,-0.00299556690140197
33,30,75,control,-0.03847723922866696
36,10,75,control,-0.02889114771867774
36,30,75,control,-0.04072671456217791
39,10,75,control,-0.07219791050470999
39,30,75,control,-0.04183580315819225
42,10,75,control,-0.03603826176093377
42,30,75,control,-0.05137582115924562
45,10,75,control,-0.08515356447808457
45,30,75,control,-0.02295507379893789
48,10,75,control,-0.01659358079614342
48,30,75,control,-0.05692839632080049
0,10,76,control,0.0379383070109497
0,30,76,control,-0.07380341596125699
3,10,76,control,0.11261087081837012
3,30,76,control,-0.05560214919188221
6,10,76,control,-0.02229703490401518
6,30,76,control,-0.0104004651423623
9,10,76,control,0.02224319946585171
9,30,76,control,-0.06317948187144604
12,10,76,control,-0.00231501342966238
12,30,76,control,-0.00107724340351696
15,10,76,control,0.03320630724789313
15,30,76,control,-0.00248111988792505
18,10,76,control,0.00826668877306746
18,30,76,control,0.01326241098768168
21,10,76,control,-0.01433161216945035
21,30,76,control,-0.02290563211196138
24,10,76,control,0.01947883612425658
24,30,76,control,-0.02369475516978508
27,10,76,control,-0.01671677222852495
27,30,76,control,0.01392043135267656
30,10,76,control,-0.01823497245164278
30,30,76,control,0.04828816791860789
33,10,76,control,-0.01462503905972516
33,30,76,control,-0.04744046802267253
36,10,76,control,0.0350588589918626
36,30,76,control,-0.07642180714750607
39,10,76,control,0.04214737838408812
39,30,76,control,0.00793944314060561
42,10,76,control,-0.02952265275817506
42,30,76,control,0.02505245296240567
45,10,76,control,0.01285844135207865
45,30,76,control,-0.00580604741502515
48,10,76,control,0.08425928687862885
48,30,76,control,0.01507636276444454
0,10,77,control,-0.03675956956006052
0,30,77,control,-0.02976430788900883
3,10,77,control,0.02818759149505313
3,30,77,control,0.05687448280813648
6,10,77,control,0.00677724257711908
6,30,77,control,0.00165326985457743
9,10,77,control,0.02903031344940657
9,30,77,control,-0.01036521842144683
12,10,77,control,-0.03895402803014314
12,30,77,control,-0.01522810563830829
15,10,77,control,-0.01855527836003205
15,30,77,control,-0.02114604781252136
18,10,77,control,-0.00814941819772436
18,30,77,control,-0.01767689117472915
21,10,77,control,-0.0030033497700942
21,30,77,control,-0.0447316332969412
24,10,77,control,0.067239669569229
24,30,77,control,-0.00428982670411911
27,10,77,control,-0.00362563866881906
27,30,77,control,0.02078461058407832
30,10,77,control,-0.00425705352084687
30,30,77,control,-0.01581150718993037
33,10,77,control,0.01658428764018064
33,30,77,control,-0.02215966614232522
36,10,77,control,-0.05660101065451566
36,30,77,control,-0.01089954081743587
39,10,77,control,0.00150260108184109
39,30,77,control,0.0379000512371207
42,10,77,control,-0.00379306352712857
42,30,77,control,-0.00848130738356971
45,10,77,control,0.01869217632812318
45,30,77,control,-0.01662472595625066
48,10,77,control,-0.07402501042704188
48,30,77,control,-0.04814775369540061
0,10,78,control,-0.03147861379443367
0,30,78,control,0.05188730341698378
3,10,78,control,-0.0025422290597012
3,30,78,control,0.02935199387740411
6,10,78,control,0.07908230616202488
6,30,78,control,0.00937447386624057
9,10,78,control,0.01864685486576382
9,30,78,control,0.03920196761278923
12,10,78,control,-0.02484699727854928
12,30,78,control,0.02182993003763355
15,10,78,control,-0.01309461975943966
15,30,78,control,0.03466240260360837
18,10,78,control,0.04398724736970511
18,30,78,control,0.09785080254236594
21,10,78,control,-0.0061152069316663
21,30,78,control,0.05711080554013031
24,10,78,control,-0.03112955353917106
24,30,78,control,0.01455901980667536
27,10,78,control,0.03154361589474894
27,30,78,control,0.11803546786231484
30,10,78,control,-0.00437628485883631
30,30,78,control,0.04280426633158638
33,10,78,control,-0.01950769338514088
33,30,78,control,0.08129295655752249
36,10,78,control,-0.00582457954039285
36,30,78,control,0.02601915974780053
39,10,78,control,-0.01392125663391656
39,30,78,control,0.03718642425158433
42,10,78,control,-0.01280757896805045
42,30,78,control,0.00708828869006022
45,10,78,control,-0.05702409361651085
45,30,78,control,0.02010853190594255
48,10,78,control,-0.00874772589528784
48,30,78,control,0.02120861013330642
0,10,79,control,0.01410902306436639
0,30,79,control,-0.00127145367970049
3,10,79,control,-0.07551470674815178
3,30,79,control,0.02877397340061685
6,10,79,control,0.04729605700839526
6,30,79,control,-0.04491266579705649
9,10,79,control,-0.07260818709111791
9,30,79,control,-0.01855184923132017
12,10,79,control,-0.05226709537382521
12,30,79,control,-0.02309097023634248
15,10,79,control,0.08289172710733211
15,30,79,control,0.03220440997017961
18,10,79,control,-0.03855139369523847
18,30,79,control,-0.02178253718531938
21,10,79,control,0.01536587708697061
21,30,79,control,-0.05284572708987122
24,10,79,control,0.00155617332930032
24,30,79,control,0.03448883919457177
27,10,79,control,0.02428755176787024
27,30,79,control,0.01006505846422559
30,10,79,control,0.00611635595854699
30,30,79,control,0.01763271518301443
33,10,79,control,-0.02456780539093444
33,30,79,control,0.00927722064927632
36,10,79,control,-0.01192604944813115
36,30,79,control,-0.03422280566590694
39,10,79,control,0.05530198192361359
39,30,79,control,0.04591145160886819
42,10,79,control,0.06332498012085994
42,30,79,control,0.04475755363649036
45,10,79,control,0.01643988796941406
45,30,79,control,0.01304707880302506
48,10,79,control,-0.035517239169836
48,30,79,control,0.01295778853941828
0,10,8,control,-0.03051622513960785
0,30,8,control,0.0117017085997478
3,10,8,control,-0.00292238504251107
3,30,8,control,0.05078132386503525
6,10,8,control,-0.01848694707700986
6,30,8,control,0.00162154323055924
9,10,8,control,0.038841949001087
9,30,8,control,0.03348917053023113
12,10,8,control,0.03349442833645392
12,30,8,control,0.05438254517204704
15,10,8,control,0.02969173232322801
15,30,8,control,0.04315233071940932
18,10,8,control,0.0482536049629614
18,30,8,control,-8.9552298892102e-4
21,10,8,control,-0.00508454277415196
21,30,8,control,0.09127247592338368
24,10,8,control,-0.01241580791740421
24,30,8,control,0.00487832716818027
27,10,8,control,-0.00873067144355425
27,30,8,control,0.0161563450321049
30,10,8,control,0.03969466521324289
30,30,8,control,0.0098090819215005
33,10,8,control,-0.02425477083358939
33,30,8,control,0.02859217715742006
36,10,8,control,0.01867490675327901
36,30,8,control,0.00816604036027519
39,10,8,control,0.0441776699431395
39,30,8,control,0.06942954790922899
42,10,8,control,-0.00667807168911178
42,30,8,control,0.00939711879532481
45,10,8,control,-0.00159582972223253
45,30,8,control,-0.02662461428311657
48,10,8,control,-0.02532889570029475
48,30,8,control,0.01840013178948858
0,10,80,control,-0.03149629725321052
0,30,80,control,-0.03392212941316455
3,10,80,control,-0.02697584492854467
3,30,80,control,-0.00296086667212003
6,10,80,control,0.02362103940737579
6,30,80,control,-0.00791347504160357
9,10,80,control,-0.02585407204627035
9,30,80,control,-0.02459331504916959
12,10,80,control,0.00291246282656079
12,30,80,control,-0.00238210626689853
15,10,80,control,-0.01742090266921841
15,30,80,control,-0.00735215773380913
18,10,80,control,-0.03590671209446083
18,30,80,control,-0.00816326402535788
21,10,80,control,-0.03334618190061902
21,30,80,control,8.7046844908459e-4
24,10,80,control,-0.00525293660488403
24,30,80,control,-0.00694927442857586
27,10,80,control,-0.03009734053204696
27,30,80,control,0.00715519785695377
30,10,80,control,-0.01628676705783788
30,30,80,control,-0.02719404920941082
33,10,80,control,-0.01201121645273479
33,30,80,control,-0.01996365271159474
36,10,80,control,-0.01733011263549268
36,30,80,control,-0.01620594132754613
39,10,80,control,-0.01296093621197686
39,30,80,control,-0.01118754123807597
42,10,80,control,-0.0067986532986454
42,30,80,control,-0.00346854784668927
45,10,80,control,-0.03610607599243228
45,30,80,control,-0.03011177664080221
48,10,80,control,-0.03762926294553229
48,30,80,control,0.00362257774191486
0,10,81,control,-0.09442029723980436
0,30,81,control,-0.06332041568104428
3,10,81,control,-0.05202547109623577
3,30,81,control,-0.05133072214001164
6,10,81,control,-0.02703710575609938
6,30,81,control,-0.05815359258427038
9,10,81,control,-0.05003529378435392
9,30,81,control,-0.06591754726543388
12,10,81,control,-0.03753338827950109
12,30,81,control,-0.09318485121583364
15,10,81,control,-0.0487886890156029
15,30,81,control,-0.0988353433457925
18,10,81,control,-0.07155804539950199
18,30,81,control,-0.07793425050531586
21,10,81,control,-0.04687855443747812
21,30,81,control,-0.08964675716771382
24,10,81,control,-0.02885913290967801
24,30,81,control,-0.09368248131533816
27,10,81,control,0.0235513249746223
27,30,81,control,-0.0830632371000746
30,10,81,control,-0.07015378555419935
30,30,81,control,-0.05531749494618269
33,10,81,control,-0.09273464895533376
33,30,81,control,-0.11285874250800954
36,10,81,control,-0.10539435072712287
36,30,81,control,-0.11490054515602462
39,10,81,control,-0.094563408925321
39,30,81,control,-0.0553885485195601
42,10,81,control,-0.08556929828960672
42,30,81,control,-0.12838527597522956
45,10,81,control,-0.05057528750329825
45,30,81,control,-0.0704829701927041
48,10,81,control,0.02556419141509503
48,30,81,control,-0.10250570654417555
0,10,82,control,-0.03269658253568273
0,30,82,control,-0.07189936742411776
3,10,82,control,-0.02527677677449933
3,30,82,control,-0.01520001461309315
6,10,82,control,0.04232481815233906
6,30,82,control,0.02302875362868395
9,10,82,control,-0.04669179288391727
9,30,82,control,-0.03390564333433141
12,10,82,control,0.0267775339840949
12,30,82,control,-0.02221843612766384
15,10,82,control,0.01766949837531436
15,30,82,control,-0.06059313395926887
18,10,82,control,-0.06623161677109828
18,30,82,control,-0.03207553007637143
21,10,82,control,-0.0252956894031523
21,30,82,control,-0.00997809299431773
24,10,82,control,-0.02469890443689887
24,30,82,control,-0.06366495995035039
27,10,82,control,0.02510801507050944
27,30,82,control,-0.06303223753982432
30,10,82,control,-0.05750689748258875
30,30,82,control,-0.0959479073221853
33,10,82,control,-9.1055515106592e-4
33,30,82,control,-0.03896045425726605
36,10,82,control,-0.04903349987073335
36,30,82,control,-0.0624942882013463
39,10,82,control,-0.01829931362450718
39,30,82,control,-0.07860293871077252
42,10,82,control,0.00228732544139024
42,30,82,control,0.00748036880670608
45,10,82,control,7.1584963591867e-4
45,30,82,control,0.00355282908152407
48,10,82,control,-0.01909170351384523
48,30,82,control,-0.05990280474756683
0,10,83,control,-0.1058156874404378
0,30,83,control,-0.03230289671480617
3,10,83,control,-0.07677178801559015
3,30,83,control,-0.05751430117521238
6,10,83,control,-0.02746600158122267
6,30,83,control,-0.04402625729657991
9,10,83,control,-0.11835847597255682
9,30,83,control,-0.0658772162047209
12,10,83,control,-0.04927035364510897
12,30,83,control,-0.05193125178607669
15,10,83,control,-0.05941821068457433
15,30,83,control,-0.04074899229250863
18,10,83,control,-0.02757608630252241
18,30,83,control,0.02025191964829164
21,10,83,control,-0.09848900370675204
21,30,83,control,-0.05950804444872813
24,10,83,control,-0.03519832503469605
24,30,83,control,-0.0399985821331211
27,10,83,control,-0.01525203347235778
27,30,83,control,-0.03821098277352002
30,10,83,control,-0.03671829211648202
30,30,83,control,-0.03489541372816836
33,10,83,control,-0.05422905699816385
33,30,83,control,-0.07904362310187174
36,10,83,control,-0.0907644626849247
36,30,83,control,-0.09999986539565885
39,10,83,control,-0.03452716240873916
39,30,83,control,-0.0345438596588547
42,10,83,control,0.00797175593279226
42,30,83,control,-0.00241913908665699
45,10,83,control,-0.09611562929593438
45,30,83,control,-0.09479175133640372
48,10,83,control,-0.03337203436694814
48,30,83,control,0.00313791046896841
0,10,84,control,0.03217445481891047
0,30,84,control,-0.01576674681491816
3,10,84,control,0.05901731192603451
3,30,84,control,0.01375650919630367
6,10,84,control,0.00645801461239944
6,30,84,control,-0.04143274058962476
9,10,84,control,0.02480746627248265
9,30,84,control,-8.813382987754e-4
12,10,84,control,-0.02247192200788807
12,30,84,control,0.03175343120438197
15,10,84,control,-0.00471928734799633
15,30,84,control,0.00423335399426302
18,10,84,control,-0.05197002048482375
18,30,84,control,-0.01460706803684751
21,10,84,control,0.02876385424653225
21,30,84,control,0.01187764807643872
24,10,84,control,0.0094009589133995
24,30,84,control,0.04448256313694004
27,10,84,control,0.03696675659159045
27,30,84,control,7.3922405494824e-4
30,10,84,control,0.00961622045921039
30,30,84,control,0.00201451409535406
33,10,84,control,-0.02700413605518314
33,30,84,control,-0.03810247781102475
36,10,84,control,0.0072445038705764
36,30,84,control,0.02447583636403699
39,10,84,control,-0.00214063985929581
39,30,84,control,-0.03303027803250188
42,10,84,control,0.00304794059369375
42,30,84,control,0.00122401558589087
45,10,84,control,0.03000093717973387
45,30,84,control,-4.9695410845334e-4
48,10,84,control,-0.02131072618057394
48,30,84,control,-0.00936176938237978
0,10,85,control,0.00372018321681011
0,30,85,control,0.01009856150874764
3,10,85,control,-0.01619935272737733
3,30,85,control,-0.011032967165658
6,10,85,control,5.4540996900884e-4
6,30,85,control,-0.00256203543962183
9,10,85,control,-0.05000705922618102
9,30,85,control,0.00489584247260201
12,10,85,control,-0.03546696547230536
12,30,85,control,-0.01646150302700605
15,10,85,control,-0.0294407702854276
15,30,85,control,-4.6865190393e-4
18,10,85,control,-0.05270253496993903
18,30,85,control,-0.02840110569036608
21,10,85,control,-0.02410751435627539
21,30,85,control,-0.00573242097815742
24,10,85,control,-0.02138622839513174
24,30,85,control,-0.010309950787459
27,10,85,control,-0.03505501309311463
27,30,85,control,-0.01698109309649281
30,10,85,control,0.00134126333437708
30,30,85,control,-0.01341939142406181
33,10,85,control,-0.0157787840596768
33,30,85,control,7.7172550901504e-4
36,10,85,control,-0.02295697974144917
36,30,85,control,-0.04114561741968728
39,10,85,control,-0.03129208176894243
39,30,85,control,-0.01833395231032436
42,10,85,control,0.04626298107411197
42,30,85,control,0.02754623505800906
45,10,85,control,0.01177071468109639
45,30,85,control,-0.00873217693077442
48,10,85,control,-0.01779685709160749
48,30,85,control,-0.008717948472605
0,10,86,control,-0.00612795849800553
0,30,86,control,0.00254373637130682
3,10,86,control,0.00142965961282059
3,30,86,control,0.01307098873795707
6,10,86,control,-0.09133441926510914
6,30,86,control,-0.02705369968773648
9,10,86,control,-0.03065848468885674
9,30,86,control,-0.03333909490305689
12,10,86,control,0.0044521112984165
12,30,86,control,0.06168479987491008
15,10,86,control,-0.05580134434872536
15,30,86,control,-0.01204250633583531
18,10,86,control,0.0736050790119975
18,30,86,control,-0.01317329750450289
21,10,86,control,0.04522075851149641
21,30,86,control,0.03845243707707824
24,10,86,control,-0.0089524354353922
24,30,86,control,0.01338509991897939
27,10,86,control,0.03652723795028915
27,30,86,control,-0.0318260140063541
30,10,86,control,-0.00338457144226493
30,30,86,control,0.02840737322774037
33,10,86,control,0.04636520668169071
33,30,86,control,0.00107735301353362
36,10,86,control,0.04777823771415878
36,30,86,control,-0.0202996162783029
39,10,86,control,0.00872109493424197
39,30,86,control,0.00620926410459637
42,10,86,control,-0.0664222954671692
42,30,86,control,-0.00359874817336331
45,10,86,control,0.05930833235938864
45,30,86,control,0.02782394189901352
48,10,86,control,-0.0235145858141284
48,30,86,control,-0.00162649247887965
0,10,87,control,-0.0651242253225985
0,30,87,control,0.00725675473264196
3,10,87,control,-0.01567848587936794
3,30,87,control,-0.01424872763281191
6,10,87,control,-0.01726410490100266
6,30,87,control,0.02289452173359409
9,10,87,control,0.00925172571287584
9,30,87,control,-0.01599144441445675
12,10,87,control,-0.06337492470244574
12,30,87,control,-0.01486118417998923
15,10,87,control,0.00830262347721962
15,30,87,control,-0.00163204496318592
18,10,87,control,0.00186699972967896
18,30,87,control,-0.03692483117874066
21,10,87,control,-0.05069385563160787
21,30,87,control,-0.02862117456195462
24,10,87,control,-0.00623544054496987
24,30,87,control,-0.05532977995154563
27,10,87,control,-0.07882916146342062
27,30,87,control,-0.01920834529890698
30,10,87,control,-0.03596542637712911
30,30,87,control,-0.02388945787284159
33,10,87,control,0.01723715175186918
33,30,87,control,0.00865673973572278
36,10,87,control,0.02159395216155018
36,30,87,control,-0.01090844994140547
39,10,87,control,-0.02242031559637481
39,30,87,control,-0.02442620946145533
42,10,87,control,-0.02139210789306359
42,30,87,control,-0.04634990806097118
45,10,87,control,-0.03116416057200772
45,30,87,control,-0.03516155801508943
48,10,87,control,0.01250005516303053
48,30,87,control,-0.00582598345070946
0,10,88,control,0.0920062946396728
0,30,88,control,0.06651025299710359
3,10,88,control,0.05976337932276194
3,30,88,control,0.10964811760215708
6,10,88,control,0.11904999912863408
6,30,88,control,0.11875650983370506
9,10,88,control,0.07949004861163059
9,30,88,control,0.0803329178112301
12,10,88,control,0.01666250970381185
12,30,88,control,0.04683334083262313
15,10,88,control,0.03951295415679935
15,30,88,control,0.04354587570103416
18,10,88,control,0.10348654531034794
18,30,88,control,0.09962464279295816
21,10,88,control,0.04969984340599902
21,30,88,control,0.02503672035606749
24,10,88,control,0.03553691418990809
24,30,88,control,0.09395505963941708
27,10,88,control,0.04090504521561439
27,30,88,control,0.0533497821847681
30,10,88,control,-0.00836484158339394
30,30,88,control,0.00611420816597885
33,10,88,control,0.03414122812818676
33,30,88,control,0.0406214700528015
36,10,88,control,0.04808417664843147
36,30,88,control,0.04581756676372259
39,10,88,control,0.1395827587313269
39,30,88,control,0.08001081801087864
42,10,88,control,0.00467150326063198
42,30,88,control,0.11288957734713737
45,10,88,control,0.05443226592390741
45,30,88,control,0.03813942642040048
48,10,88,control,0.0766639485147743
48,30,88,control,0.06359946428197671
0,10,89,control,0.04559801761343972
0,30,89,control,0.03270190143916939
3,10,89,control,0.05483476231754755
3,30,89,control,0.04908208059069378
6,10,89,control,0.04882614280545857
6,30,89,control,0.01938043846748349
9,10,89,control,0.05379819235846037
9,30,89,control,0.03782605282538742
12,10,89,control,0.03693356998296521
12,30,89,control,0.08701261634151951
15,10,89,control,-0.02176087348565342
15,30,89,control,0.04368989029570376
18,10,89,control,0.05012096194517396
18,30,89,control,0.07252462373772528
21,10,89,control,0.05295535464349098
21,30,89,control,0.06958836145861463
24,10,89,control,0.02462452454832708
24,30,89,control,0.03759192780686191
27,10,89,control,0.09929689002725307
27,30,89,control,0.05603514156457139
30,10,89,control,-0.00490105144197783
30,30,89,control,0.03351601436456678
33,10,89,control,0.01511688235384254
33,30,89,control,0.01450743402670619
36,10,89,control,0.05751605748410799
36,30,89,control,0.08052082227176291
39,10,89,control,0.10891982248990328
39,30,89,control,0.08830847091665935
42,10,89,control,0.06334157046735316
42,30,89,control,0.0743756905403047
45,10,89,control,0.02254098528311238
45,30,89,control,0.01254776252136847
48,10,89,control,0.06826511446660445
48,30,89,control,0.02259747676949084
0,10,9,control,0.066260307231933685
0,30,9,control,0.0731417268038519
3,10,9,control,-0.08009756068467302
3,30,9,control,-0.08760685452955355
6,10,9,control,-0.02062603242570994
6,30,9,control,0.00644713504779395
9,10,9,control,0.07719030507788455
9,30,9,control,0.01084842434637741
12,10,9,control,-0.00154594942664861
12,30,9,control,-0.02739703731914352
15,10,9,control,0.02790560828157675
15,30,9,control,0.04675275420576208
18,10,9,control,-0.0053528690732578
18,30,9,control,-0.02325366364107354
21,10,9,control,0.01221067565043986
21,30,9,control,0.02525339038335843
24,10,9,control,0.05117963043631064
24,30,9,control,0.02463912427927903
27,10,9,control,-0.01837335977707362
27,30,9,control,-0.03109835962216807
30,10,9,control,-0.02331159086421784
30,30,9,control,0.02192044772801002
33,10,9,control,-0.02273428469361646
33,30,9,control,-0.00334124671393248
36,10,9,control,0.01081384042437709
36,30,9,control,-0.01844282779821648
39,10,9,control,0.0107735474136823
39,30,9,control,0.02138549719859171
42,10,9,control,0.02600956151779395
42,30,9,control,-0.03748812681986098
45,10,9,control,-0.08008567150002188
45,30,9,control,-3.6619746694773e-4
48,10,9,control,-0.01263850278898465
48,30,9,control,0.02386227270004932
0,10,90,control,-0.09831454403379045
0,30,90,control,-0.04190395696068722
3,10,90,control,-0.03589284424699491
3,30,90,control,-0.02646293594007518
6,10,90,control,-0.01908223141674597
6,30,90,control,-0.07250466035844742
9,10,90,control,-0.05418432908811316
9,30,90,control,-0.07318537713038568
12,10,90,control,-0.01188457388179392
12,30,90,control,-0.05675349187622255
15,10,90,control,0.00640062092372697
15,30,90,control,-0.09491950862405096
18,10,90,control,0.00407828296498632
18,30,90,control,-0.06320793734340176
21,10,90,control,-0.05851466405698576
21,30,90,control,-0.03424185547777345
24,10,90,control,-0.06145917464942248
24,30,90,control,-0.04409823733214748
27,10,90,control,0.04913367099667325
27,30,90,control,0.00954285084876553
30,10,90,control,-0.0551229204436196
30,30,90,control,-0.03886727284651575
33,10,90,control,-0.00941096581146189
33,30,90,control,-0.03643650151759688
36,10,90,control,0.0092849362949976
36,30,90,control,-0.02928701990526124
39,10,90,control,-0.0069687726997388
39,30,90,control,-0.04057505253787872
42,10,90,control,0.00795575780549425
42,30,90,control,-0.00708559774310009
45,10,90,control,-0.05677238278563003
45,30,90,control,-0.01322485600955592
48,10,90,control,-0.07964832086008869
48,30,90,control,-0.08571332607572048
0,10,91,control,-0.05058254712814879
0,30,91,control,-0.02858309614749533
3,10,91,control,0.00825609910049502
3,30,91,control,-0.016008577036104
6,10,91,control,-0.01339871078847995
6,30,91,control,-0.00778441719743807
9,10,91,control,-0.03207341510143428
9,30,91,control,-0.02311757347340406
12,10,91,control,-0.01784779958719874
12,30,91,control,-0.03295942441811141
15,10,91,control,-0.02902658008999548
15,30,91,control,-0.04732701974467391
18,10,91,control,0.07100801445476924
18,30,91,control,0.06257597542395033
21,10,91,control,0.04718924770948643
21,30,91,control,-0.03208889519008368
24,10,91,control,-0.03792296010422442
24,30,91,control,-0.052407207200407153
27,10,91,control,0.05820777261626418
27,30,91,control,-0.02020659073037876
30,10,91,control,0.04486463717696171
30,30,91,control,-0.00429846331137609
33,10,91,control,-0.03119143849524815
33,30,91,control,0.00948388078320861
36,10,91,control,-0.03130667866628871
36,30,91,control,0.02752471146251293
39,10,91,control,0.05739525353866167
39,30,91,control,0.00430673268827579
42,10,91,control,-0.00776771669699062
42,30,91,control,-0.03587054106817146
45,10,91,control,-0.04583680007684316
45,30,91,control,-0.03429005009270206
