Time,N,Seed,Model,Value
30,10,131,control,-0.01833768079375063
30,30,131,control,-0.03122757887196787
33,10,131,control,-0.03237744110866527
33,30,131,control,-0.02672395777340609
36,10,131,control,-0.05238745690587497
36,30,131,control,-0.01013241634911812
39,10,131,control,-0.04370905301094188
39,30,131,control,-0.05069398644883209
42,10,131,control,-0.07441253680577749
42,30,131,control,-0.04308186273081679
45,10,131,control,0.01632302007415517
45,30,131,control,0.01801166005660301
48,10,131,control,-0.02624433404354204
48,30,131,control,-0.06588120587527042
0,10,132,control,-0.07786946052343313
0,30,132,control,-0.04973522202944257
3,10,132,control,-0.06108222113349321
3,30,132,control,-0.10301019974001416
6,10,132,control,-0.03796065063451719
6,30,132,control,-0.06191061001026621
9,10,132,control,-0.07762962385733246
9,30,132,control,-0.04169330768388248
12,10,132,control,-0.05277165301091061
12,30,132,control,-0.11733921080455466
15,10,132,control,-0.02153015934608158
15,30,132,control,-0.03895036016041485
18,10,132,control,-0.11271800429457192
18,30,132,control,-0.0662089645376229
21,10,132,control,-0.05819070068828117
21,30,132,control,-0.07111624915201112
24,10,132,control,0.02737962022239903
24,30,132,control,-0.1154330325848734
27,10,132,control,0.01262630845936151
27,30,132,control,-0.0584471610645509
30,10,132,control,-0.05060791912711708
30,30,132,control,-0.05891885769593016
33,10,132,control,0.0024954830171967
33,30,132,control,-0.04899601716024743
36,10,132,control,-0.04064346213302994
36,30,132,control,-0.0685486439753853
39,10,132,control,-0.05999294218373815
39,30,132,control,-0.02160716816785776
42,10,132,control,-0.02085576644764564
42,30,132,control,-0.07415781485480956
45,10,132,control,-0.05290982601756025
45,30,132,control,-0.02778159163945167
48,10,132,control,0.01614894643474808
48,30,132,control,-0.1658689109226777
0,10,133,control,-0.00134930739119527
0,30,133,control,0.04056057000873598
3,10,133,control,0.0140790519010363
3,30,133,control,0.05939665663103026
6,10,133,control,0.07835877882527138
6,30,133,control,0.08910595736561731
9,10,133,control,0.05822087229944756
9,30,133,control,0.03727716734609192
12,10,133,control,0.00291761574273188
12,30,133,control,0.04002148965262793
15,10,133,control,-0.00201121367095294
15,30,133,control,0.06972063147559858
18,10,133,control,0.01300859326260532
18,30,133,control,0.03524522455625768
21,10,133,control,0.04494089436034298
21,30,133,control,0.02727183614024676
24,10,133,control,-0.02809707239612624
24,30,133,control,0.01753545346802434
27,10,133,control,0.06286261482213897
27,30,133,control,0.0327215983290322
30,10,133,control,0.06121285853959257
30,30,133,control,0.05931147249962602
33,10,133,control,6.1663315515696e-4
33,30,133,control,0.0616588332649189
36,10,133,control,0.09554783647962543
36,30,133,control,0.0394519575999789
39,10,133,control,0.08230976656957835
39,30,133,control,0.06067355280766069
42,10,133,control,0.0137787395380089
42,30,133,control,0.03678114114867625
45,10,133,control,0.04561145251418364
45,30,133,control,0.03240256671413176
48,10,133,control,-0.0336355184673489
48,30,133,control,0.02028148005474002
0,10,134,control,-0.07911713643346455
0,30,134,control,-0.02735901921467749
3,10,134,control,-0.08016385136447172
3,30,134,control,-0.04939063261874021
6,10,134,control,-0.09221155129914764
6,30,134,control,-0.08065263530991619
9,10,134,control,-0.11825117209720136
9,30,134,control,-0.12133872117699657
12,10,134,control,-0.03428998449265244
12,30,134,control,-0.08541136080646805
15,10,134,control,-0.0651741320177863
15,30,134,control,-0.04230884847714158
18,10,134,control,-0.08610257977781685
18,30,134,control,-0.02323050883147229
21,10,134,control,-0.1061287418236574
21,30,134,control,-0.03141886998874561
24,10,134,control,-0.02120718283594693
24,30,134,control,-0.02761443510855166
27,10,134,control,-0.01598681552570577
27,30,134,control,-0.03482834554069937
30,10,134,control,-0.02262267781330178
30,30,134,control,-0.07877266824060292
33,10,134,control,-0.06159284123821641
33,30,134,control,-0.05497366921711057
36,10,134,control,-0.05446493496553911
36,30,134,control,-0.03155541486043396
39,10,134,control,-0.0983321107035747
39,30,134,control,-0.08113022486746267
42,10,134,control,-0.05103531788479044
42,30,134,control,-0.05458202098005047
45,10,134,control,-0.04345600607206654
45,30,134,control,-0.04152801036720321
48,10,134,control,-0.01371092721312095
48,30,134,control,-0.02286898444949304
0,10,135,control,0.0731091979698794
0,30,135,control,-0.01593577681399124
3,10,135,control,0.03391682711196959
3,30,135,control,-0.00809525231428009
6,10,135,control,0.01599016084418395
6,30,135,control,0.02031746899644664
9,10,135,control,-0.02717441639865837
9,30,135,control,-0.03443799802062713
12,10,135,control,0.03847154345904407
12,30,135,control,-0.03638590604572663
15,10,135,control,-0.02210828612057318
15,30,135,control,0.00258983095084468
18,10,135,control,0.00829985648461953
18,30,135,control,-0.09446414178335512
21,10,135,control,-0.03276811872904162
21,30,135,control,-0.02854969003509533
24,10,135,control,-0.0805888324634793
24,30,135,control,-0.05440695251399312
27,10,135,control,-0.02251684615182662
27,30,135,control,-0.05208536442448684
30,10,135,control,0.01489440339867117
30,30,135,control,0.04304200815088027
33,10,135,control,0.05018788425989407
33,30,135,control,-0.01759770537489671
36,10,135,control,-0.05363799230045585
36,30,135,control,-0.01503921261935398
39,10,135,control,-0.03609122648735357
39,30,135,control,0.00178595385114272
42,10,135,control,-0.01629431632069463
42,30,135,control,0.01260675468871797
45,10,135,control,0.02446953628938318
45,30,135,control,-0.01099295217165381
48,10,135,control,0.06177827146135804
48,30,135,control,0.02306875238848802
0,10,136,control,-0.05580001291422717
0,30,136,control,-0.03475135903419165
3,10,136,control,-0.03504602835524145
3,30,136,control,-0.05247243995134632
6,10,136,control,-0.07295488467400388
6,30,136,control,-0.05149427716029653
9,10,136,control,0.00468067087264479
9,30,136,control,-0.05441107233495108
12,10,136,control,0.02953664102146944
12,30,136,control,-0.04644947692833309
15,10,136,control,-0.00612957847195373
15,30,136,control,-0.02183323022501768
18,10,136,control,-0.0631898421631841
18,30,136,control,-0.06267817143460275
21,10,136,control,-0.01667260202507144
21,30,136,control,-0.01714854211594599
24,10,136,control,-0.03009698570235773
24,30,136,control,-0.06159030571119057
27,10,136,control,-0.03638552289178693
27,30,136,control,-0.0566960802121118
30,10,136,control,-0.04988922640483047
30,30,136,control,-0.03170885156437907
33,10,136,control,-0.03159387368743262
33,30,136,control,-0.07653926562504444
36,10,136,control,-0.030830377341508598
36,30,136,control,-0.06442944863183504
39,10,136,control,0.0076661600349849
39,30,136,control,-0.02732713651953028
42,10,136,control,-0.03259977803566451
42,30,136,control,-0.05594399095081975
45,10,136,control,-0.04336761205846978
45,30,136,control,-0.02298682276521934
48,10,136,control,-0.00270869738379502
48,30,136,control,-0.05776326636707413
0,10,137,control,-0.02880890367964853
0,30,137,control,-0.02656667290270237
3,10,137,control,0.0627697482296245
3,30,137,control,0.00672138310455082
6,10,137,control,0.00545615322906331
6,30,137,control,0.00760143906402377
9,10,137,control,-0.01680512815991895
9,30,137,control,-0.00756888846115265
12,10,137,control,0.00224168767611512
12,30,137,control,-0.0221080837604672
15,10,137,control,0.02557042502000799
15,30,137,control,0.03145981456773562
18,10,137,control,0.00402848366800653
18,30,137,control,0.0047093363099903
21,10,137,control,-0.03979266053544331
21,30,137,control,0.0030393890172515
24,10,137,control,-0.00993772418281505
24,30,137,control,-0.04480298791613624
27,10,137,control,0.00551511412039219
27,30,137,control,-0.03825563485498314
30,10,137,control,0.01142732054020717
30,30,137,control,-0.0159939352047768
33,10,137,control,0.03265565594811846
33,30,137,control,-0.00492099452269843
36,10,137,control,-0.01117941307553421
36,30,137,control,-0.03761039339979222
39,10,137,control,-0.01416431601545119
39,30,137,control,-0.04424197536374821
42,10,137,control,0.01338939557851258
42,30,137,control,-0.03916979793932927
45,10,137,control,-0.00841573389338049
45,30,137,control,-0.00315289741384484
48,10,137,control,-0.02097852239780175
48,30,137,control,-0.02681604817443391
0,10,138,control,-0.04936279550918986
0,30,138,control,-0.03619464422193282
3,10,138,control,-0.01700397303370939
3,30,138,control,-0.04123010044133699
6,10,138,control,-0.00841236764953507
6,30,138,control,-0.07100909451944921
9,10,138,control,-0.02644711713621656
9,30,138,control,-0.06498149786102307
12,10,138,control,-0.06768388220057535
12,30,138,control,-0.01998872222885225
15,10,138,control,-0.04597056271726655
15,30,138,control,-0.04430945071811849
18,10,138,control,-0.0161197449067975
18,30,138,control,-0.0815573079077811
21,10,138,control,-0.05307473027044061
21,30,138,control,-0.04933438005978462
24,10,138,control,-0.08291855834726641
24,30,138,control,-0.0609310023002683
27,10,138,control,-0.00711145402078589
27,30,138,control,-0.06207755340114091
30,10,138,control,-0.02948133021847663
30,30,138,control,-0.0562340001809604
33,10,138,control,-0.03463070789854215
33,30,138,control,-0.02777120464134212
36,10,138,control,-0.06297162676310675
36,30,138,control,-0.05446359578347957
39,10,138,control,0.03045388541893061
39,30,138,control,-0.00847690045643902
42,10,138,control,-0.07405531758202366
42,30,138,control,-0.01771634006503749
45,10,138,control,-0.05068517329957153
45,30,138,control,-0.03531072470701138
48,10,138,control,-0.02183678710950055
48,30,138,control,-0.04632251310292208
0,10,139,control,0.04226788998420099
0,30,139,control,0.04266255398052768
3,10,139,control,0.02661901980456642
3,30,139,control,0.04721421594674154
6,10,139,control,0.01587774301710144
6,30,139,control,0.06734867486130962
9,10,139,control,0.03859153909647446
9,30,139,control,0.0640368677522123
12,10,139,control,0.07297845381602677
12,30,139,control,0.03171721998901287
15,10,139,control,0.06503999609181953
15,30,139,control,0.03418300681113514
18,10,139,control,0.05190216547577905
18,30,139,control,0.05145280739292957
21,10,139,control,0.01495058014491534
21,30,139,control,0.04429351981170759
24,10,139,control,0.02525715341089718
24,30,139,control,0.04190137364322237
27,10,139,control,0.07993977734611057
27,30,139,control,0.0509738236931492
30,10,139,control,0.05703266073435942
30,30,139,control,0.06674368651584865
33,10,139,control,0.02756081841981066
33,30,139,control,0.05201242884114607
36,10,139,control,0.01014338298775092
36,30,139,control,0.01588860459173827
39,10,139,control,0.00927572670118219
39,30,139,control,0.03867604615934807
42,10,139,control,0.08067395189701522
42,30,139,control,0.04285701217531536
45,10,139,control,0.10455770174119142
45,30,139,control,0.08279976729692576
48,10,139,control,0.03906033959135071
48,30,139,control,0.04094497257436675
0,10,14,control,0.01841682674345234
0,30,14,control,-0.0954665793809468
3,10,14,control,-0.04405369161308809
3,30,14,control,-0.09656375094480256
6,10,14,control,-0.05332798922385351
6,30,14,control,-0.08607485137844142
9,10,14,control,-0.0793159708306231
9,30,14,control,-0.07705077700237577
12,10,14,control,-0.02158204278917824
12,30,14,control,-0.03220737711775794
15,10,14,control,-0.02528904181455885
15,30,14,control,-0.06926441118847391
18,10,14,control,-0.08831274144418248
18,30,14,control,-0.11782907763121116
21,10,14,control,-0.070922956820813
21,30,14,control,-0.08663542834651683
24,10,14,control,-0.05845048553019553
24,30,14,control,-0.08455297953711281
27,10,14,control,-0.07670479409705858
27,30,14,control,-0.0875217836813997
30,10,14,control,7.1743186827269e-4
30,30,14,control,-0.02449509498854065
33,10,14,control,-0.03133143287993217
33,30,14,control,-0.04940188339105322
36,10,14,control,-0.08534838413099229
36,30,14,control,-0.05484227282307713
39,10,14,control,-0.07944616701281455
39,30,14,control,-0.09289883610449765
42,10,14,control,-0.02522840980811767
42,30,14,control,-0.0744634122565573
45,10,14,control,-0.05686739060773497
45,30,14,control,-0.01734573222990029
48,10,14,control,-0.04210908598247
48,30,14,control,-0.08152140527482823
0,10,140,control,0.0476673558800889
0,30,140,control,0.03734386491402299
3,10,140,control,0.00147521945810697
3,30,140,control,0.02479245732507752
6,10,140,control,0.03361711811321372
6,30,140,control,0.00768734318913139
9,10,140,control,-0.004517592745002
9,30,140,control,-0.02785076229810839
12,10,140,control,-0.00360974693728241
12,30,140,control,0.00975942488398368
15,10,140,control,0.03477474353490652
15,30,140,control,0.01783590523142884
18,10,140,control,0.02178970993803826
18,30,140,control,-0.02918769031217937
21,10,140,control,0.01582825403093202
21,30,140,control,-0.02699176245432186
24,10,140,control,0.02870847417535339
24,30,140,control,0.02767213961344257
27,10,140,control,0.03316433673036684
27,30,140,control,0.01411578215744472
30,10,140,control,0.04568258292083618
30,30,140,control,-0.0161453057875033
33,10,140,control,-0.0329357826339989
33,30,140,control,0.0080055561389025
36,10,140,control,0.00927224583220529
36,30,140,control,0.02438365955362466
39,10,140,control,0.04767763168985536
39,30,140,control,0.02272458838399677
42,10,140,control,-0.0307232741576707
42,30,140,control,-0.01708637437163964
45,10,140,control,0.02166158424305286
45,30,140,control,-0.01534137426796638
48,10,140,control,-4.1392904563417e-4
48,30,140,control,0.03230455624155671
0,10,141,control,-0.00636643682929828
0,30,141,control,0.01568790839511601
3,10,141,control,0.00759165168066388
3,30,141,control,0.02867112498982117
6,10,141,control,0.07818841793721927
6,30,141,control,0.01682630677815174
9,10,141,control,0.01710079826989305
9,30,141,control,-0.00806772271073125
12,10,141,control,-0.05292350274688996
12,30,141,control,0.00689337464758068
15,10,141,control,-0.00930416075196354
15,30,141,control,0.03428072432452245
18,10,141,control,-0.02869990987485126
18,30,141,control,0.03887573890531672
21,10,141,control,0.05523637212792265
21,30,141,control,0.03707096356745155
24,10,141,control,0.04220803118198175
24,30,141,control,0.06022872924476349
27,10,141,control,0.033679230058886817
27,30,141,control,0.01121772878739237
30,10,141,control,0.05027912821529495
30,30,141,control,0.06268588134282035
33,10,141,control,0.04723263375721188
33,30,141,control,-0.00710301142664897
36,10,141,control,0.02300663537807414
36,30,141,control,-0.05474514489081388
39,10,141,control,0.00473287344208372
39,30,141,control,-0.05154502396161646
42,10,141,control,0.12304925856822012
42,30,141,control,0.00988832609297533
45,10,141,control,0.01168875111455578
45,30,141,control,0.01168316189219404
48,10,141,control,0.02981371016461874
48,30,141,control,0.00747494696353192
0,10,142,control,0.01473023476471299
0,30,142,control,0.00828500189529544
3,10,142,control,-0.07475318491675825
3,30,142,control,0.00634672400508603
6,10,142,control,0.02032299406759492
6,30,142,control,0.02995657647767729
9,10,142,control,-0.01879666210294753
9,30,142,control,-0.00452600097081115
12,10,142,control,-0.00797947828775727
12,30,142,control,0.0254786740325449
15,10,142,control,-0.06177431447573058
15,30,142,control,0.05683598246058945
18,10,142,control,0.08948594236701854
18,30,142,control,0.03477073818150789
21,10,142,control,-0.00745330895065963
21,30,142,control,0.02325778745027355
24,10,142,control,0.02000765234084316
24,30,142,control,-0.00259545839873111
27,10,142,control,-0.02594232684486299
27,30,142,control,0.01428565700080806
30,10,142,control,-0.02905093872346353
30,30,142,control,-0.01292206405176738
33,10,142,control,0.03017565225776285
33,30,142,control,-0.03031668066478353
36,10,142,control,-0.00573371023319533
36,30,142,control,0.01226455990664141
39,10,142,control,0.01509554436670963
39,30,142,control,0.04944845913751207
42,10,142,control,-0.03510999270559174
42,30,142,control,0.01164334533562983
45,10,142,control,0.04128649091595166
45,30,142,control,0.01635914383970521
48,10,142,control,0.02973793559487966
48,30,142,control,-0.05258974702070722
0,10,143,control,-0.0279968295440549
0,30,143,control,0.0073000883827055
3,10,143,control,-0.07783118262422568
3,30,143,control,-0.00187414054118517
6,10,143,control,0.00473318816866914
6,30,143,control,0.06735934304179494
9,10,143,control,-0.04113315477289372
9,30,143,control,-0.02006527726847729
12,10,143,control,0.01069739828857732
12,30,143,control,0.05874006170114409
15,10,143,control,-0.03589294237846332
15,30,143,control,-0.00429752955917192
18,10,143,control,0.11239122567485922
18,30,143,control,0.04456255221839787
21,10,143,control,0.0709676350342634
21,30,143,control,-0.00118757268564005
24,10,143,control,-0.00343630536730095
24,30,143,control,0.02392197057551098
27,10,143,control,0.04930949424744452
27,30,143,control,-0.02065889876421548
30,10,143,control,0.12688015822388032
30,30,143,control,0.03402664306892638
33,10,143,control,0.02391609785339353
33,30,143,control,-0.03137688537210009
36,10,143,control,0.04050280728079369
36,30,143,control,0.0081455006802142
39,10,143,control,0.0526043892722143
39,30,143,control,-0.00791804795185843
42,10,143,control,-0.04100875809910648
42,30,143,control,0.00396912595450715
45,10,143,control,0.08303760693008105
45,30,143,control,0.02801005386593591
48,10,143,control,0.02406611794640921
48,30,143,control,-0.00394563334466864
0,10,144,control,0.03738196556592053
0,30,144,control,0.00236224341375038
3,10,144,control,0.00419142478204818
3,30,144,control,-0.01431752133414522
6,10,144,control,0.00193145770492963
6,30,144,control,0.01467850216426129
9,10,144,control,-0.00724525966423321
9,30,144,control,0.01672138114494681
12,10,144,control,-0.03766391375400516
12,30,144,control,-0.01966036851106638
15,10,144,control,0.04324768526668716
15,30,144,control,-0.02056723917423219
18,10,144,control,-0.00365347758614026
18,30,144,control,-0.0088698315478175
21,10,144,control,-0.02012982470981804
21,30,144,control,-0.00492100885543031
24,10,144,control,-9.204634480383336e-5
24,30,144,control,-0.00223824697752051
27,10,144,control,0.04953814553914792
27,30,144,control,0.01424340292805094
30,10,144,control,0.02543682606933678
30,30,144,control,-0.02028012463103061
33,10,144,control,-0.03019638741605677
33,30,144,control,0.0436531421498568
36,10,144,control,0.00837565113546374
36,30,144,control,-0.01497210231493478
39,10,144,control,-0.01700214114059415
39,30,144,control,-0.010524784250084
42,10,144,control,1.3221459925338e-4
42,30,144,control,0.01838608352326732
45,10,144,control,0.00521243080970471
45,30,144,control,-0.05556079392225794
48,10,144,control,-0.00931372331909013
48,30,144,control,-0.00881900831773091
0,10,145,control,-0.03251034328060925
0,30,145,control,0.07952384133626408
3,10,145,control,0.02860264947767352
3,30,145,control,0.07220524995799026
6,10,145,control,0.06429070890873897
6,30,145,control,0.05791453266861985
9,10,145,control,0.0955680986183915
9,30,145,control,0.06762710839088748
12,10,145,control,0.01848527537081995
12,30,145,control,0.05580792072127214
15,10,145,control,-0.01162777389514646
15,30,145,control,0.07485885670463086
18,10,145,control,-0.00507727079550494
18,30,145,control,0.07415816910101641
21,10,145,control,0.0611625015260855
21,30,145,control,0.07348558224712162
24,10,145,control,0.04144348840028731
24,30,145,control,0.08562239240609024
27,10,145,control,0.04483514480725381
27,30,145,control,0.0599659492826976
30,10,145,control,0.12117029180399444
30,30,145,control,0.1478418693214048
33,10,145,control,0.02789071560902228
33,30,145,control,0.0371125173447018
36,10,145,control,0.02713906382859533
36,30,145,control,0.0846785704209852
39,10,145,control,0.02732786830720933
39,30,145,control,0.0460788554479246
42,10,145,control,0.03912946569343327
42,30,145,control,0.1228020925275054
45,10,145,control,0.0627647436926789
45,30,145,control,0.12184260225036238
48,10,145,control,-0.01651603233151506
48,30,145,control,0.098595875335737
0,10,146,control,0.11699193687609664
0,30,146,control,0.09137258137268936
3,10,146,control,0.07480858790825104
3,30,146,control,0.08331216116309334
6,10,146,control,0.09126769351137644
6,30,146,control,0.0811817232927446
9,10,146,control,0.02535275121111841
9,30,146,control,0.03093877204812524
12,10,146,control,0.0316199028057118
12,30,146,control,0.01137556469348496
15,10,146,control,0.06859037963086048
15,30,146,control,0.06055191383112808
18,10,146,control,0.08836010740606107
18,30,146,control,0.06572433068653945
21,10,146,control,0.10437986605157674
21,30,146,control,0.10273378462611416
24,10,146,control,0.05061342752809469
24,30,146,control,0.05338103892756992
27,10,146,control,0.01668540472598542
27,30,146,control,0.08433572128962355
30,10,146,control,0.07088646339380791
30,30,146,control,0.01552774970933352
33,10,146,control,0.09012347717344532
33,30,146,control,0.06244976739975145
36,10,146,control,0.0551899723711274
36,30,146,control,0.09135126057135788
39,10,146,control,0.12418622065213895
39,30,146,control,0.1147186604919749
42,10,146,control,0.10325919925127049
42,30,146,control,0.02321600525639734
45,10,146,control,0.05534220363838778
45,30,146,control,0.0612823452099895
48,10,146,control,0.03089174961134018
48,30,146,control,0.06678957687742554
0,10,147,control,0.10776283466620508
0,30,147,control,0.1241279623228825
3,10,147,control,0.03942755592097777
3,30,147,control,0.15861504866950446
6,10,147,control,0.0932784187034394
6,30,147,control,0.08663430717559754
9,10,147,control,0.06558856381967651
9,30,147,control,0.01137618153921206
12,10,147,control,0.02639082008313218
12,30,147,control,0.07408571416293519
15,10,147,control,0.05791452438826068
15,30,147,control,0.11984908349846096
18,10,147,control,0.04876651388131746
18,30,147,control,0.13550392020378849
21,10,147,control,0.0746098340823618
21,30,147,control,0.09613496093955472
24,10,147,control,0.01537106625863276
24,30,147,control,0.05225635456048462
27,10,147,control,0.050299948703843383
27,30,147,control,0.11729016281277233
30,10,147,control,0.0438730632030462
30,30,147,control,0.0941073143012337
33,10,147,control,0.02327112807958558
33,30,147,control,0.05347040311090287
36,10,147,control,0.03131661797677954
36,30,147,control,0.10833401999494686
39,10,147,control,0.02664177572103414
39,30,147,control,0.11660016492071028
42,10,147,control,0.03941146714552707
42,30,147,control,0.09890025620974494
45,10,147,control,0.01776850052427187
45,30,147,control,0.04639364929643155
48,10,147,control,0.03514233789636556
48,30,147,control,0.05264096722498922
0,10,148,control,0.04369945766312193
0,30,148,control,0.00639113982573829
3,10,148,control,-0.06789767043330336
3,30,148,control,0.03171282715630388
6,10,148,control,0.02799067143205049
6,30,148,control,0.00137048951831899
9,10,148,control,-0.00670437854939344
9,30,148,control,0.01336281855320716
12,10,148,control,-0.01019887383734248
12,30,148,control,-0.00911157825156518
15,10,148,control,-0.00409977073418129
15,30,148,control,0.00462856404066119
18,10,148,control,0.00333158088446086
18,30,148,control,0.02404930924877544
21,10,148,control,-0.00662157069354664
21,30,148,control,0.02782062575876535
24,10,148,control,-0.01234759637064646
24,30,148,control,-0.01937485747906305
27,10,148,control,-0.02440665966551832
27,30,148,control,0.00531748021395594
30,10,148,control,0.04152246951070354
30,30,148,control,-0.00403101867356426
33,10,148,control,0.01880870674320576
33,30,148,control,0.0094912268147076
36,10,148,control,-0.02232364345248604
36,30,148,control,-0.02205458494945711
39,10,148,control,-0.03545987143685061
39,30,148,control,-0.02500629235894989
42,10,148,control,-0.03393007467797315
42,30,148,control,-0.00472006892694476
45,10,148,control,7.5192650795738e-4
45,30,148,control,-0.01046592570855163
48,10,148,control,0.03532560383970724
48,30,148,control,0.00849313586517943
0,10,149,control,-0.06901046373464645
0,30,149,control,-0.05236021035265634
3,10,149,control,-0.01213936607620269
3,30,149,control,-0.02915064293528383
6,10,149,control,0.02050846567682051
6,30,149,control,-0.00736395558371712
9,10,149,control,-0.0116416138431042
9,30,149,control,-0.01433171957286617
12,10,149,control,-0.0318813350560182
12,30,149,control,0.01387410710330961
15,10,149,control,-0.0123564330552621
15,30,149,control,0.01640008007670797
18,10,149,control,-0.01121815397754387
18,30,149,control,0.03583068874685703
21,10,149,control,-0.01774825348955525
21,30,149,control,-0.03423695413506189
24,10,149,control,0.0316006663632355
24,30,149,control,-0.03470574013920375
27,10,149,control,0.056845551967518
27,30,149,control,0.0040869285878483
30,10,149,control,-0.04554351822136829
30,30,149,control,-0.0241088794070082
33,10,149,control,-0.00921517110929234
33,30,149,control,-0.01332613914009908
36,10,149,control,-0.00848849090812701
36,30,149,control,-0.05366324538967495
39,10,149,control,0.04800492042756841
39,30,149,control,0.00513697246528474
42,10,149,control,0.00744169393282968
42,30,149,control,0.01629424922658616
45,10,149,control,-0.0144149168259667
45,30,149,control,-0.00947523197317573
48,10,149,control,-0.02619825165175625
48,30,149,control,-0.02725432443171974
0,10,15,control,0.05878006915136434
0,30,15,control,0.0440108800002027
3,10,15,control,0.05538351547995529
3,30,15,control,0.01255396923217335
6,10,15,control,0.10259246688403652
6,30,15,control,0.00361899796165907
9,10,15,control,0.03956570797316711
9,30,15,control,0.04883173987120046
12,10,15,control,-0.00221388699638492
12,30,15,control,-0.00419416789130774
15,10,15,control,-0.00442600382243104
15,30,15,control,-0.0013232849214802
18,10,15,control,0.013047131024294
18,30,15,control,0.03843332061511977
21,10,15,control,0.01446966189702761
21,30,15,control,-0.00493935036237567
24,10,15,control,-0.01484947976875
24,30,15,control,0.0752286697806381
27,10,15,control,0.04771366072311271
27,30,15,control,0.03326926060349699
30,10,15,control,0.00118385692067693
30,30,15,control,-0.01968030448900771
33,10,15,control,-0.03374054218696503
33,30,15,control,-0.04686822391076238
36,10,15,control,-0.0134623583517146
36,30,15,control,0.0223308380411387
39,10,15,control,-0.0249076179981453
39,30,15,control,-0.05064019030359196
42,10,15,control,-0.01537069351713267
42,30,15,control,-0.02508059408521431
45,10,15,control,0.03360506364012994
45,30,15,control,0.00453127940408356
48,10,15,control,0.00508126369797952
48,30,15,control,-0.0407843516996994
0,10,150,control,-0.08782351460132257
0,30,150,control,-0.03426382278764861
3,10,150,control,0.00825386291871573
3,30,150,control,-0.03287987449341643
6,10,150,control,0.00526724095780061
6,30,150,control,-0.03686247720702566
9,10,150,control,-0.07958138569963406
9,30,150,control,-0.05708524537113171
12,10,150,control,0.04405003126502119
12,30,150,control,-0.076685736081464
15,10,150,control,-0.01704868819998343
15,30,150,control,-0.08580990799025554
18,10,150,control,-0.02250272929192254
18,30,150,control,-0.04519707772150254
21,10,150,control,-0.09391648191469174
21,30,150,control,-0.0578638479047848
24,10,150,control,-0.04808087752605294
24,30,150,control,-0.04523951273316513
27,10,150,control,0.0188142561107511
27,30,150,control,-0.06134801558893271
30,10,150,control,0.05430624921230943
30,30,150,control,-0.04567402904426766
33,10,150,control,-0.0478732353879331
33,30,150,control,-0.01451001732590339
36,10,150,control,-0.09704396730598464
36,30,150,control,-0.05153674858026244
39,10,150,control,-0.03567246042408992
39,30,150,control,-0.05037961811340802
42,10,150,control,0.00623227952490294
42,30,150,control,-0.02324456868067476
45,10,150,control,0.02988920857134864
45,30,150,control,-0.0447342524981576
48,10,150,control,0.04940947851469115
48,30,150,control,-0.06976442298457208
0,10,151,control,0.00184676514220545
0,30,151,control,0.03597526798830679
3,10,151,control,0.05653651738809025
3,30,151,control,0.04051232273291186
6,10,151,control,0.06419949829990032
6,30,151,control,0.07682203965459775
9,10,151,control,0.02486023797637461
9,30,151,control,0.04795680161368045
12,10,151,control,0.04841945551842987
12,30,151,control,0.06546615532780002
15,10,151,control,0.05884101709067656
15,30,151,control,0.02149019570218946
18,10,151,control,0.02802414949321817
18,30,151,control,0.07755889259931929
21,10,151,control,0.03100649473319343
21,30,151,control,0.07147515668675482
24,10,151,control,0.01871351334477089
24,30,151,control,0.04890039290993741
27,10,151,control,0.08422681792963431
27,30,151,control,0.04091609786501562
30,10,151,control,0.04101731437713244
30,30,151,control,0.116944549078182
33,10,151,control,0.018989773965741
33,30,151,control,0.05378139356549919
36,10,151,control,0.00340012045211229
36,30,151,control,0.0151458921791128
39,10,151,control,0.0291198640540371
39,30,151,control,0.04083866018374762
42,10,151,control,0.02414133417218426
42,30,151,control,0.02947062746607897
45,10,151,control,0.04172997866247618
45,30,151,control,0.035706955904044733
48,10,151,control,-0.01884312975694039
48,30,151,control,0.03444159757098666
0,10,152,control,0.02010294858864087
0,30,152,control,-0.00289174642796934
3,10,152,control,0.0823611020891033
3,30,152,control,-0.02593950268855556
6,10,152,control,0.05400398925957662
6,30,152,control,0.03596536127691348
9,10,152,control,-0.00873773614754216
9,30,152,control,0.06094749779488854
12,10,152,control,-0.04915881215046611
12,30,152,control,-0.02306675882808525
15,10,152,control,0.0228085832186997
15,30,152,control,0.03230048849586154
18,10,152,control,0.02626996480854088
18,30,152,control,0.03869004981442517
21,10,152,control,-0.01894078795727508
21,30,152,control,0.01714377059872652
24,10,152,control,0.01746588730358616
24,30,152,control,0.04791337968501552
27,10,152,control,0.01861876833452409
27,30,152,control,-0.02557721553415901
30,10,152,control,-0.02218680164186163
30,30,152,control,0.02884692360108981
33,10,152,control,-0.00699153932768172
33,30,152,control,0.00405208632523593
36,10,152,control,-0.01281180878674977
36,30,152,control,-0.0375256344454476
39,10,152,control,0.09655335281356188
39,30,152,control,0.04228133398488777
42,10,152,control,0.0445626226083913
42,30,152,control,-0.01412156954616539
45,10,152,control,0.02649227857288617
45,30,152,control,-0.01982770617956214
48,10,152,control,0.050118849528029
48,30,152,control,0.0120168973828809
0,10,153,control,-0.007560441230931
0,30,153,control,0.02798533506900175
3,10,153,control,-0.0134604252601965
3,30,153,control,-0.00706384191014002
