Seed,Model,Ne
108,intervention,27901
109,intervention,34655
11,intervention,21793
110,intervention,31418
111,intervention,12110
112,intervention,29576
113,intervention,52693
114,intervention,14824
115,intervention,49291
116,intervention,34037
117,intervention,17704
118,intervention,31311
119,intervention,29697
12,intervention,52839
120,intervention,16999
121,intervention,8797
122,intervention,14466
123,intervention,20521
124,intervention,16660
125,intervention,92295
126,intervention,10554
127,intervention,27104
128,intervention,12020
129,intervention,25772
13,intervention,27332
130,intervention,41631
131,intervention,31550
132,intervention,36320
133,intervention,30622
134,intervention,20137
135,intervention,31364
136,intervention,14588
137,intervention,22876
138,intervention,16451
139,intervention,35365
14,intervention,50102
140,intervention,42693
141,intervention,33141
142,intervention,15956
143,intervention,35605
144,intervention,42055
145,intervention,13812
146,intervention,27344
147,intervention,44240
148,intervention,25431
149,intervention,76562
15,intervention,31892
150,intervention,21090
151,intervention,11763
152,intervention,42535
153,intervention,30084
154,intervention,23500
155,intervention,21827
156,intervention,23426
157,intervention,7535
158,intervention,22978
159,intervention,19051
16,intervention,23873
160,intervention,50342
161,intervention,16166
162,intervention,26803
163,intervention,41586
164,intervention,23165
165,intervention,15592
166,intervention,18999
167,intervention,86229
168,intervention,16136
169,intervention,32988
17,intervention,15236
170,intervention,28309
171,intervention,41395
172,intervention,25939
173,intervention,19345
174,intervention,22344
175,intervention,18219
176,intervention,37873
177,intervention,41675
178,intervention,9706
179,intervention,23027
18,intervention,24638
180,intervention,27472
181,intervention,36468
182,intervention,16330
183,intervention,43156
184,intervention,42587
185,intervention,22699
186,intervention,23922
187,intervention,22583
188,intervention,19906
189,intervention,35755
19,intervention,16860
190,intervention,15024
191,intervention,43365
192,intervention,16547
193,intervention,24676
194,intervention,48257
195,intervention,19384
196,intervention,28387
197,intervention,53883
198,intervention,29743
199,intervention,30920
2,intervention,11053
20,intervention,36523
200,intervention,27426
21,intervention,6153
22,intervention,30882
23,intervention,12952
24,intervention,29730
25,intervention,32425
26,intervention,43523
27,intervention,30365
28,intervention,31192
29,intervention,47891
3,intervention,34005
30,intervention,11812
31,intervention,15096
32,intervention,20306
33,intervention,17837
34,intervention,34915
35,intervention,21612
36,intervention,27961
37,intervention,10532
38,intervention,24868
39,intervention,12122
4,intervention,28999
40,intervention,17092
41,intervention,10930
42,intervention,55448
43,intervention,39194
44,intervention,23859
45,intervention,32737
46,intervention,22246
47,intervention,65653
48,intervention,27176
49,intervention,17262
5,intervention,26951
50,intervention,30067
51,intervention,20535
52,intervention,25407
53,intervention,52861
54,intervention,19462
55,intervention,12377
56,intervention,45136
57,intervention,28323
58,intervention,30472
59,intervention,18907
6,intervention,45699
60,intervention,28118
61,intervention,19429
62,intervention,25324
63,intervention,14518
64,intervention,30214
65,intervention,13463
66,intervention,28664
67,intervention,23855
68,intervention,46269
69,intervention,30147
7,intervention,22648
70,intervention,20768
71,intervention,26167
72,intervention,53322
73,intervention,30317
74,intervention,42558
75,intervention,28134
76,intervention,16959
77,intervention,23003
78,intervention,26042
79,intervention,93405
8,intervention,22416
80,intervention,16027
81,intervention,27993
82,intervention,17361
83,intervention,62210
84,intervention,19107
85,intervention,20935
86,intervention,37494
87,intervention,60936
88,intervention,17609
89,intervention,27941
9,intervention,27927
90,intervention,13740
91,intervention,24376
92,intervention,38269
93,intervention,21797
94,intervention,50976
95,intervention,42403
96,intervention,30848
97,intervention,42709
98,intervention,20137
99,intervention,22889
