Seed,Model,Ne
58,control,25890
59,control,28029
6,control,25060
60,control,31721
61,control,30604
62,control,27971
63,control,34815
64,control,34813
65,control,25770
66,control,30240
67,control,34163
68,control,25152
69,control,28410
7,control,32468
70,control,24540
71,control,28787
72,control,35086
73,control,33247
74,control,29992
75,control,28668
76,control,32427
77,control,30460
78,control,32209
79,control,30229
8,control,28032
80,control,35464
81,control,38769
82,control,27317
83,control,27196
84,control,32978
85,control,30805
86,control,31409
87,control,27380
88,control,31618
89,control,33318
9,control,32277
90,control,28916
91,control,29586
92,control,29859
93,control,29328
94,control,31108
95,control,30878
96,control,25616
97,control,33022
98,control,32484
99,control,29624
1,intervention,36297
10,intervention,33139
100,intervention,33568
101,intervention,31652
102,intervention,29847
103,intervention,29660
104,intervention,28634
105,intervention,28234
106,intervention,28835
107,intervention,31139
108,intervention,33105
109,intervention,23395
11,intervention,29248
110,intervention,31473
111,intervention,34878
112,intervention,29421
113,intervention,32554
114,intervention,31613
115,intervention,26621
116,intervention,26662
117,intervention,27581
118,intervention,27200
119,intervention,26858
12,intervention,26702
120,intervention,31447
121,intervention,32885
122,intervention,23020
123,intervention,25634
124,intervention,32942
125,intervention,32615
126,intervention,31877
127,intervention,25156
128,intervention,26165
129,intervention,28090
13,intervention,33474
130,intervention,30432
131,intervention,23379
132,intervention,25108
133,intervention,28100
134,intervention,27824
135,intervention,24704
136,intervention,34141
137,intervention,25400
138,intervention,27934
139,intervention,35528
14,intervention,29541
140,intervention,24973
141,intervention,30151
142,intervention,30604
143,intervention,32792
144,intervention,30121
145,intervention,29096
146,intervention,29557
147,intervention,31959
148,intervention,31581
149,intervention,27163
15,intervention,29306
150,intervention,32717
151,intervention,32031
152,intervention,25789
153,intervention,28937
154,intervention,27242
155,intervention,29566
156,intervention,27427
157,intervention,29270
158,intervention,26977
159,intervention,28867
16,intervention,30286
160,intervention,26707
161,intervention,32809
162,intervention,33356
163,intervention,26786
164,intervention,29018
165,intervention,30128
166,intervention,25375
167,intervention,32791
168,intervention,30668
169,intervention,30304
17,intervention,27847
170,intervention,30261
171,intervention,34703
172,intervention,28685
173,intervention,31984
174,intervention,27850
175,intervention,31138
176,intervention,26601
177,intervention,30032
178,intervention,27964
179,intervention,26484
18,intervention,27384
180,intervention,29182
181,intervention,28711
182,intervention,30504
183,intervention,30880
184,intervention,34551
185,intervention,32902
186,intervention,34985
187,intervention,29993
188,intervention,26065
189,intervention,35383
19,intervention,26890
190,intervention,38128
191,intervention,30589
192,intervention,29152
193,intervention,27705
194,intervention,25015
195,intervention,31970
196,intervention,30783
197,intervention,36563
198,intervention,33902
199,intervention,31219
2,intervention,32398
20,intervention,32055
200,intervention,34688
21,intervention,34075
22,intervention,27756
23,intervention,31437
24,intervention,27557
25,intervention,29962
26,intervention,29298
27,intervention,33325
28,intervention,28693
29,intervention,29815
3,intervention,29542
30,intervention,28023
31,intervention,29780
32,intervention,25536
33,intervention,34027
34,intervention,25014
35,intervention,29358
36,intervention,32363
37,intervention,34345
38,intervention,27096
39,intervention,29354
4,intervention,29025
40,intervention,29174
41,intervention,26278
42,intervention,24607
43,intervention,24996
44,intervention,28910
45,intervention,27670
46,intervention,29084
47,intervention,30952
48,intervention,34849
49,intervention,32177
5,intervention,35339
50,intervention,33070
51,intervention,37055
52,intervention,33324
53,intervention,30181
54,intervention,36501
55,intervention,25616
56,intervention,28342
57,intervention,34680
58,intervention,26425
59,intervention,32960
6,intervention,28269
60,intervention,30303
61,intervention,37558
62,intervention,31201
63,intervention,23705
64,intervention,33951
65,intervention,28901
66,intervention,27819
67,intervention,28594
68,intervention,29328
69,intervention,28065
7,intervention,31406
70,intervention,34227
71,intervention,28680
72,intervention,31403
73,intervention,30375
74,intervention,24371
75,intervention,26546
76,intervention,31027
77,intervention,27975
78,intervention,29800
79,intervention,31505
8,intervention,29997
80,intervention,27792
81,intervention,32349
82,intervention,32612
83,intervention,30589
84,intervention,30373
85,intervention,32835
86,intervention,29860
87,intervention,29359
88,intervention,32234
89,intervention,31117
9,intervention,30332
90,intervention,25365
91,intervention,28521
92,intervention,25705
93,intervention,30455
94,intervention,27178
95,intervention,36034
96,intervention,27601
97,intervention,27996
98,intervention,31924
99,intervention,31589
