Time,Seed,Model,Value
0,1,control,268861
3,1,control,267236
6,1,control,268565
9,1,control,267555
12,1,control,269026
15,1,control,268051
18,1,control,268303
21,1,control,268627
24,1,control,269308
27,1,control,268365
30,1,control,268292
33,1,control,268026
36,1,control,268579
39,1,control,267791
42,1,control,267906
45,1,control,268470
48,1,control,268851
0,10,control,211065
3,10,control,209622
6,10,control,210718
9,10,control,210239
12,10,control,210448
15,10,control,210898
18,10,control,210411
21,10,control,210799
24,10,control,209915
27,10,control,210954
30,10,control,210725
33,10,control,210034
36,10,control,210455
39,10,control,210826
42,10,control,210611
45,10,control,208600
48,10,control,210811
0,100,control,268518
3,100,control,269682
6,100,control,269762
9,100,control,270419
12,100,control,269045
15,100,control,270126
18,100,control,270326
21,100,control,270719
24,100,control,269714
27,100,control,270186
30,100,control,270369
33,100,control,269168
36,100,control,269828
39,100,control,269312
42,100,control,270848
45,100,control,269212
48,100,control,269595
0,101,control,225320
3,101,control,225039
6,101,control,225473
9,101,control,225285
12,101,control,226410
15,101,control,224425
18,101,control,225023
21,101,control,224731
24,101,control,225455
27,101,control,224406
30,101,control,225235
33,101,control,224663
36,101,control,225530
39,101,control,225263
42,101,control,225914
45,101,control,225831
48,101,control,225520
0,102,control,205452
3,102,control,205785
6,102,control,204894
9,102,control,205122
12,102,control,204681
15,102,control,205735
18,102,control,205351
21,102,control,205105
24,102,control,205183
27,102,control,205737
30,102,control,205537
33,102,control,205116
36,102,control,204656
39,102,control,205194
42,102,control,204789
45,102,control,203848
48,102,control,203436
0,103,control,235752
3,103,control,235055
6,103,control,235679
9,103,control,234998
12,103,control,235865
15,103,control,234899
18,103,control,234419
21,103,control,234113
24,103,control,234373
27,103,control,234616
30,103,control,236142
33,103,control,235613
36,103,control,235835
39,103,control,236205
42,103,control,235291
45,103,control,234880
48,103,control,235771
0,104,control,210454
3,104,control,210108
6,104,control,210094
9,104,control,210341
12,104,control,211143
15,104,control,210381
18,104,control,210246
21,104,control,210261
24,104,control,210601
27,104,control,209365
30,104,control,209744
33,104,control,210676
36,104,control,210181
39,104,control,209508
42,104,control,209665
45,104,control,209434
48,104,control,211877
0,105,control,189021
3,105,control,188126
6,105,control,189406
9,105,control,188328
12,105,control,189398
15,105,control,189594
18,105,control,190003
21,105,control,189419
24,105,control,188816
27,105,control,189267
30,105,control,189057
33,105,control,189227
36,105,control,189350
39,105,control,189453
42,105,control,188713
45,105,control,188767
48,105,control,189671
0,106,control,159347
3,106,control,159842
6,106,control,160161
9,106,control,159431
12,106,control,159376
15,106,control,157981
18,106,control,159023
21,106,control,159204
24,106,control,158628
27,106,control,158735
30,106,control,159004
33,106,control,159380
36,106,control,159422
39,106,control,157539
42,106,control,158531
45,106,control,158335
48,106,control,159539
0,107,control,357959
3,107,control,357356
6,107,control,357576
9,107,control,357927
12,107,control,357106
15,107,control,356553
18,107,control,358061
21,107,control,357401
24,107,control,356918
27,107,control,357024
30,107,control,356394
33,107,control,358025
36,107,control,357167
39,107,control,356370
42,107,control,357307
45,107,control,357557
48,107,control,357401
0,108,control,307111
3,108,control,307736
6,108,control,307274
9,108,control,307162
