Seed,Model,Ne
1,control,33528
10,control,25389
100,control,31176
101,control,22253
102,control,28461
103,control,25073
104,control,32244
105,control,36000
106,control,20202
107,control,22972
108,control,24669
109,control,24371
11,control,20162
110,control,28458
111,control,28852
112,control,25471
113,control,37463
114,control,28347
115,control,33506
116,control,27527
117,control,26061
118,control,22759
119,control,29649
12,control,14439
120,control,22650
121,control,25787
122,control,17277
123,control,34401
124,control,31443
125,control,24754
126,control,31680
127,control,36969
128,control,23308
129,control,33213
13,control,18043
130,control,42676
131,control,29444
132,control,43524
133,control,26947
134,control,23432
135,control,45926
136,control,27021
137,control,21591
138,control,28348
139,control,33191
14,control,44589
140,control,30894
141,control,26782
142,control,26187
143,control,29242
144,control,24573
145,control,20201
146,control,37625
147,control,29130
148,control,46290
149,control,23179
15,control,58672
150,control,21980
151,control,27338
152,control,22523
153,control,29781
154,control,32107
155,control,24197
156,control,30861
157,control,20877
158,control,29304
159,control,49668
16,control,23209
160,control,18755
161,control,25617
162,control,35900
163,control,30075
164,control,29962
165,control,28228
166,control,20758
167,control,26536
168,control,38700
169,control,51614
17,control,24380
170,control,41075
171,control,28594
172,control,21353
173,control,30522
174,control,31830
175,control,42943
176,control,29748
177,control,38092
178,control,32270
179,control,23926
18,control,19846
180,control,29006
181,control,24842
182,control,32456
183,control,41255
184,control,44335
185,control,28128
186,control,36065
187,control,44133
188,control,21026
189,control,34312
19,control,37549
190,control,36202
191,control,24602
192,control,19280
193,control,34300
194,control,20049
195,control,23062
196,control,20696
197,control,25735
198,control,38480
199,control,43485
2,control,18491
20,control,30228
200,control,23497
21,control,20714
22,control,18369
23,control,28035
24,control,30835
25,control,18075
26,control,19864
27,control,28754
28,control,29611
29,control,52607
3,control,28863
30,control,39005
31,control,28194
32,control,16561
33,control,20927
34,control,23741
35,control,28301
36,control,19313
37,control,41143
38,control,25525
39,control,25978
4,control,30799
40,control,28222
41,control,38912
42,control,36021
43,control,39488
44,control,23763
45,control,36896
46,control,22614
47,control,27977
48,control,26510
49,control,31925
5,control,23146
50,control,24794
51,control,25332
52,control,24688
53,control,38353
54,control,32670
55,control,26345
56,control,22640
57,control,24634
58,control,22313
59,control,31758
6,control,32112
60,control,28667
61,control,19848
62,control,25069
63,control,32974
64,control,29543
65,control,22989
66,control,48506
67,control,38584
68,control,38781
69,control,37150
7,control,29277
70,control,26226
71,control,27570
72,control,30745
73,control,48367
74,control,23226
75,control,20946
76,control,31149
77,control,30154
78,control,46424
79,control,14231
8,control,56426
80,control,32124
81,control,36652
82,control,22448
83,control,40100
84,control,35650
85,control,16412
86,control,28372
87,control,46576
88,control,36373
89,control,32195
9,control,19802
90,control,27360
91,control,38031
92,control,19766
93,control,48649
94,control,23644
95,control,43468
96,control,37731
97,control,20882
98,control,25518
99,control,31079
1,intervention,35037
10,intervention,27779
100,intervention,44138
101,intervention,26489
102,intervention,51713
103,intervention,32556
104,intervention,25782
105,intervention,29794
106,intervention,29905
107,intervention,24200
108,intervention,29029
109,intervention,18098
11,intervention,22046
110,intervention,24820
111,intervention,37963
112,intervention,19139
113,intervention,21655
114,intervention,26261
115,intervention,21285
116,intervention,34328
117,intervention,29242
118,intervention,27320
119,intervention,36126
12,intervention,24576
120,intervention,30074
121,intervention,50770
122,intervention,37341
123,intervention,73220
124,intervention,27811
125,intervention,49245
126,intervention,21553
127,intervention,21090
128,intervention,40628
129,intervention,17811
13,intervention,19767
130,intervention,27954
131,intervention,17697
132,intervention,44456
133,intervention,28099
134,intervention,26658
135,intervention,29778
136,intervention,35580
137,intervention,36901
138,intervention,16872
139,intervention,36481
14,intervention,26039
140,intervention,44949
141,intervention,29497
142,intervention,33032
143,intervention,34620
144,intervention,37672
145,intervention,25082
146,intervention,22462
147,intervention,41564
148,intervention,34207
149,intervention,24913
15,intervention,52429
150,intervention,28559
151,intervention,30707
152,intervention,26021
153,intervention,21359
154,intervention,21801
155,intervention,17606
156,intervention,39919
157,intervention,28950
158,intervention,29453
159,intervention,30701
16,intervention,26198
160,intervention,33519
161,intervention,18052
162,intervention,24187
163,intervention,26840
164,intervention,23232
165,intervention,25834
166,intervention,28605
167,intervention,24780
168,intervention,25194
169,intervention,23911
17,intervention,32422
170,intervention,26826
171,intervention,32524
172,intervention,17513
173,intervention,43299
174,intervention,42491
175,intervention,17135
176,intervention,52710
177,intervention,35236
178,intervention,23578
179,intervention,35232
18,intervention,26330
180,intervention,19399
181,intervention,26923
182,intervention,31916
183,intervention,14436
184,intervention,15708
185,intervention,48037
186,intervention,39996
187,intervention,24612
188,intervention,22259
189,intervention,33528
19,intervention,66643
190,intervention,17318
191,intervention,23140
192,intervention,58422
193,intervention,14594
194,intervention,29661
195,intervention,34843
196,intervention,32162
197,intervention,31302
198,intervention,26094
199,intervention,28604
2,intervention,24944
20,intervention,18892
200,intervention,34033
21,intervention,29944
22,intervention,29804
23,intervention,33621
24,intervention,36089
25,intervention,27005
26,intervention,18345
27,intervention,33499
28,intervention,30051
29,intervention,17990
3,intervention,38063
30,intervention,33926
31,intervention,44707
32,intervention,24863
33,intervention,20032
34,intervention,46536
35,intervention,24385
36,intervention,29394
37,intervention,26698
38,intervention,23680
39,intervention,14963
4,intervention,25690
40,intervention,16553
41,intervention,20217
42,intervention,22987
43,intervention,30461
44,intervention,29762
45,intervention,30435
46,intervention,46470
47,intervention,28115
48,intervention,36806
49,intervention,40966
5,intervention,32091
50,intervention,21235
51,intervention,35134
52,intervention,37786
53,intervention,43990
54,intervention,34281
55,intervention,14767
56,intervention,34189
57,intervention,36699
58,intervention,44174
59,intervention,27079
6,intervention,25052
60,intervention,31631
61,intervention,18873
62,intervention,15003
63,intervention,18802
64,intervention,31474
65,intervention,31753
66,intervention,16934
67,intervention,36548
68,intervention,25373
69,intervention,28510
7,intervention,26634
70,intervention,30949
71,intervention,30431
72,intervention,30376
73,intervention,20768
74,intervention,18060
75,intervention,21655
76,intervention,24401
77,intervention,35371
78,intervention,23676
79,intervention,31670
8,intervention,17074
80,intervention,28979
81,intervention,53229
82,intervention,23982
83,intervention,23070
84,intervention,36712
85,intervention,31116
86,intervention,28262
87,intervention,19634
88,intervention,24530
89,intervention,24665
9,intervention,40908
90,intervention,25967
91,intervention,29310
92,intervention,23163
93,intervention,31595
94,intervention,49879
95,intervention,23000
96,intervention,44871
97,intervention,27275
98,intervention,25056
99,intervention,16688
