Seed,Model,Ne
1,control,26963
10,control,31780
100,control,37374
101,control,28243
102,control,37964
103,control,24649
104,control,57878
105,control,63766
106,control,30697
107,control,52986
108,control,52826
109,control,24018
11,control,22996
110,control,26662
111,control,23786
112,control,39280
113,control,15919
114,control,19684
115,control,29247
116,control,30702
117,control,20405
118,control,32256
119,control,25263
12,control,25880
120,control,31437
121,control,26057
122,control,36288
123,control,21818
124,control,28354
125,control,19418
126,control,44310
127,control,23603
128,control,30782
129,control,35375
13,control,23690
130,control,32089
131,control,35648
132,control,30737
133,control,38752
134,control,36095
135,control,35805
136,control,37009
137,control,27778
138,control,44573
139,control,22643
14,control,23171
140,control,18750
141,control,25498
142,control,35874
143,control,33013
144,control,21957
145,control,22982
146,control,18296
147,control,22203
148,control,23623
149,control,48647
15,control,14344
150,control,15216
151,control,15744
152,control,32613
153,control,25527
154,control,33879
155,control,35690
156,control,34620
157,control,10923
158,control,35014
159,control,20825
16,control,26605
160,control,31696
161,control,20063
162,control,16243
163,control,39647
164,control,23146
165,control,23376
166,control,39597
167,control,41087
168,control,24353
169,control,71955
17,control,25890
170,control,29106
171,control,23570
172,control,56204
173,control,24423
174,control,27128
175,control,18765
176,control,18148
177,control,17491
178,control,33240
179,control,44267
18,control,45930
180,control,35284
181,control,18836
182,control,23088
183,control,37458
184,control,29116
185,control,23378
186,control,19526
187,control,26164
188,control,29374
189,control,33129
19,control,31226
190,control,10516
191,control,35052
192,control,15487
193,control,29120
194,control,32857
195,control,30491
196,control,19634
197,control,27323
198,control,26980
199,control,26787
2,control,21861
20,control,27661
200,control,30698
21,control,34879
22,control,42252
23,control,27315
24,control,29583
25,control,44476
26,control,28431
27,control,41058
28,control,30009
29,control,41411
3,control,25256
30,control,28020
31,control,24267
32,control,39783
33,control,28504
34,control,33114
35,control,34768
36,control,27727
37,control,25828
38,control,20512
39,control,21754
4,control,37091
40,control,28165
41,control,13421
42,control,33684
43,control,54597
44,control,21500
45,control,52337
46,control,25057
47,control,15328
48,control,43700
49,control,28136
5,control,17470
50,control,29639
51,control,42482
52,control,38083
53,control,26246
54,control,37270
55,control,24475
56,control,47542
57,control,34843
58,control,61639
59,control,17448
6,control,34795
60,control,26060
61,control,20075
62,control,25946
63,control,43643
64,control,30343
65,control,28479
66,control,33247
67,control,23960
68,control,25694
69,control,35955
7,control,34725
70,control,29016
71,control,25756
72,control,18201
73,control,35511
74,control,30636
75,control,48715
76,control,33074
77,control,34662
78,control,16918
79,control,23285
8,control,35065
80,control,30140
81,control,48318
82,control,36118
83,control,25597
84,control,33334
85,control,21748
86,control,24691
87,control,23447
88,control,25036
89,control,24945
9,control,20398
90,control,34035
91,control,21100
92,control,19645
93,control,20322
94,control,24998
95,control,19071
96,control,21187
97,control,31444
98,control,23148
99,control,25923
1,intervention,30938
10,intervention,31641
100,intervention,37167
101,intervention,27910
102,intervention,23577
103,intervention,24755
104,intervention,37309
105,intervention,37740
106,intervention,18992
107,intervention,31479
108,intervention,46914
109,intervention,15891
11,intervention,32726
110,intervention,20342
111,intervention,35964
112,intervention,23828
113,intervention,33614
114,intervention,32197
115,intervention,37079
116,intervention,37345
117,intervention,38688
118,intervention,32988
119,intervention,23635
12,intervention,35703
120,intervention,28599
121,intervention,30604
122,intervention,31912
123,intervention,33037
124,intervention,17232
125,intervention,40039
126,intervention,25720
127,intervention,29688
128,intervention,38752
129,intervention,43934
13,intervention,44067
130,intervention,17120
131,intervention,21109
132,intervention,23876
133,intervention,31088
134,intervention,20424
135,intervention,32593
136,intervention,29096
137,intervention,32872
138,intervention,22446
139,intervention,25689
14,intervention,51978
140,intervention,14435
141,intervention,22036
142,intervention,36913
143,intervention,15258
144,intervention,56053
145,intervention,28623
146,intervention,47648
147,intervention,29794
148,intervention,35043
149,intervention,17374
15,intervention,27129
150,intervention,24220
151,intervention,38861
152,intervention,28184
153,intervention,25091
154,intervention,35777
155,intervention,26715
156,intervention,19785
157,intervention,24364
158,intervention,23920
159,intervention,30543
16,intervention,22157
160,intervention,22918
161,intervention,45567
162,intervention,30095
163,intervention,34376
164,intervention,38003
165,intervention,39926
166,intervention,20826
167,intervention,19825
168,intervention,48715
169,intervention,29894
17,intervention,21436
170,intervention,26360
171,intervention,18897
172,intervention,23775
173,intervention,21659
174,intervention,22008
175,intervention,34399
176,intervention,37504
177,intervention,29246
178,intervention,15658
179,intervention,29212
18,intervention,25520
180,intervention,34956
181,intervention,26443
182,intervention,31468
183,intervention,37501
184,intervention,28159
185,intervention,23866
186,intervention,29589
187,intervention,26633
188,intervention,14406
189,intervention,30657
19,intervention,27953
190,intervention,48287
191,intervention,22700
192,intervention,41857
193,intervention,35966
194,intervention,17469
195,intervention,37026
196,intervention,29877
197,intervention,10728
198,intervention,21477
199,intervention,32903
2,intervention,19485
20,intervention,26783
200,intervention,34274
21,intervention,18702
22,intervention,47292
23,intervention,33108
24,intervention,45008
25,intervention,16237
26,intervention,62760
27,intervention,21320
28,intervention,29694
29,intervention,26871
3,intervention,22425
30,intervention,21722
31,intervention,32409
32,intervention,29879
33,intervention,23878
