Seed,Model,Ne
1,control,33035
10,control,34789
100,control,23180
101,control,30066
102,control,27620
103,control,33890
104,control,28390
105,control,29901
106,control,26364
107,control,29809
108,control,27997
109,control,34816
11,control,29512
110,control,34929
111,control,31254
112,control,32980
113,control,32883
114,control,29073
115,control,27995
116,control,26044
117,control,30484
118,control,26845
119,control,29742
12,control,26802
120,control,35392
121,control,34031
122,control,28150
123,control,29400
124,control,27145
125,control,32685
126,control,29244
127,control,27424
128,control,27977
129,control,32935
13,control,29415
130,control,31202
131,control,27227
132,control,29663
133,control,37273
134,control,32129
135,control,31903
136,control,26266
137,control,31599
138,control,27079
139,control,30732
14,control,30949
140,control,31661
141,control,31109
142,control,29119
143,control,34353
144,control,24563
145,control,28997
146,control,31849
147,control,26653
148,control,31466
149,control,29747
15,control,31084
150,control,31752
151,control,32977
152,control,33652
153,control,29439
154,control,26663
155,control,27556
156,control,33855
157,control,25376
158,control,33864
159,control,30846
16,control,27743
160,control,26877
161,control,25032
162,control,31870
163,control,28658
164,control,29545
165,control,28888
166,control,31700
167,control,30095
168,control,28643
169,control,30239
17,control,33602
170,control,27139
171,control,31160
172,control,32414
173,control,29899
174,control,30884
175,control,29872
176,control,29032
177,control,29155
178,control,30893
179,control,31990
18,control,39095
180,control,28901
181,control,31950
182,control,26181
183,control,33263
184,control,28378
185,control,30238
186,control,32965
187,control,27925
188,control,26946
189,control,29509
19,control,30353
190,control,34001
191,control,31890
192,control,29932
193,control,33088
194,control,31814
195,control,32896
196,control,32394
197,control,30559
198,control,32299
199,control,24772
2,control,25696
20,control,29322
200,control,28952
21,control,38256
22,control,30297
23,control,26424
24,control,27555
25,control,30971
26,control,31309
27,control,30367
28,control,29962
29,control,33096
3,control,28549
30,control,22247
31,control,27102
32,control,35065
33,control,30989
34,control,27224
35,control,30900
36,control,30330
37,control,32573
38,control,26002
39,control,29236
4,control,27455
40,control,31746
41,control,34148
42,control,33671
43,control,28781
44,control,30750
45,control,26926
46,control,28616
47,control,30378
48,control,34998
49,control,28507
5,control,28791
50,control,32954
51,control,27800
52,control,30009
53,control,30341
54,control,28567
55,control,28301
56,control,29342
57,control,33032
58,control,38770
59,control,31958
6,control,30542
60,control,24231
61,control,29351
62,control,27924
63,control,23349
64,control,32167
65,control,30665
66,control,29849
67,control,30983
68,control,32552
69,control,33289
7,control,32433
70,control,32643
71,control,38821
72,control,31270
73,control,29410
74,control,32630
75,control,32786
76,control,31442
77,control,27159
78,control,29775
79,control,31784
8,control,28767
80,control,29480
81,control,28482
82,control,26416
83,control,36304
84,control,28808
85,control,29628
86,control,35801
87,control,26027
88,control,31027
89,control,28831
9,control,27991
90,control,39432
91,control,28755
92,control,30021
93,control,35486
94,control,32032
95,control,31033
96,control,26619
97,control,34816
98,control,26802
99,control,26051
1,intervention,26533
10,intervention,32168
100,intervention,26484
101,intervention,32581
102,intervention,28040
103,intervention,30176
104,intervention,31690
105,intervention,33057
106,intervention,29517
107,intervention,30903
108,intervention,27674
109,intervention,29922
11,intervention,29884
110,intervention,30215
111,intervention,24929
112,intervention,34213
113,intervention,26699
114,intervention,33988
115,intervention,29575
116,intervention,23186
117,intervention,25866
118,intervention,30938
119,intervention,24904
12,intervention,27391
120,intervention,30380
121,intervention,32362
122,intervention,28512
123,intervention,28676
124,intervention,26629
125,intervention,33614
126,intervention,30224
127,intervention,28300
128,intervention,31636
129,intervention,27606
13,intervention,28626
130,intervention,38600
131,intervention,28126
132,intervention,29686
133,intervention,31759
134,intervention,29769
135,intervention,31880
136,intervention,29222
137,intervention,28129
138,intervention,30138
139,intervention,33661
14,intervention,37957
140,intervention,28636
141,intervention,30687
142,intervention,32914
143,intervention,32353
144,intervention,25479
145,intervention,32807
146,intervention,26331
147,intervention,25128
148,intervention,28716
149,intervention,28845
15,intervention,24235
150,intervention,34282
151,intervention,31998
152,intervention,28224
153,intervention,27882
154,intervention,25202
155,intervention,28788
156,intervention,31318
157,intervention,32674
158,intervention,31080
159,intervention,27083
16,intervention,31555
160,intervention,26286
161,intervention,32372
162,intervention,29516
163,intervention,31436
164,intervention,27521
165,intervention,27755
166,intervention,30263
167,intervention,32763
168,intervention,23045
169,intervention,29202
17,intervention,26052
170,intervention,28204
171,intervention,29810
172,intervention,33327
173,intervention,31307
174,intervention,26037
175,intervention,29387
176,intervention,23975
177,intervention,31833
178,intervention,34343
179,intervention,32049
18,intervention,29699
180,intervention,33546
181,intervention,30677
182,intervention,31922
183,intervention,25192
184,intervention,30754
185,intervention,32866
186,intervention,31810
187,intervention,31461
188,intervention,27307
189,intervention,32484
19,intervention,26854
190,intervention,30729
191,intervention,29897
192,intervention,30845
193,intervention,27850
194,intervention,32020
195,intervention,28086
196,intervention,30410
197,intervention,35836
198,intervention,23942
199,intervention,31510
2,intervention,31477
20,intervention,34714
200,intervention,31574
21,intervention,23717
22,intervention,28069
23,intervention,36507
24,intervention,32233
25,intervention,28788
26,intervention,27630
27,intervention,25216
28,intervention,33213
29,intervention,30941
3,intervention,28625
30,intervention,29728
31,intervention,32968
32,intervention,24003
33,intervention,37062
34,intervention,27497
35,intervention,25332
36,intervention,30425
37,intervention,31505
38,intervention,29910
39,intervention,29456
4,intervention,32565
40,intervention,32259
41,intervention,31845
42,intervention,29774
43,intervention,27714
44,intervention,29029
45,intervention,28605
46,intervention,30268
47,intervention,30422
48,intervention,31164
49,intervention,31093
5,intervention,23673
50,intervention,28521
51,intervention,32091
52,intervention,32775
53,intervention,27546
54,intervention,34458
55,intervention,27655
56,intervention,23228
57,intervention,33200
58,intervention,28511
59,intervention,29183
6,intervention,29195
60,intervention,21904
61,intervention,33621
62,intervention,29693
63,intervention,30430
64,intervention,32073
65,intervention,37318
66,intervention,30126
67,intervention,33352
68,intervention,33256
69,intervention,24713
7,intervention,29035
70,intervention,31895
71,intervention,27350
72,intervention,31599
73,intervention,30005
74,intervention,28986
75,intervention,29409
76,intervention,34825
77,intervention,30724
78,intervention,26861
79,intervention,31050
8,intervention,33050
80,intervention,28475
81,intervention,30839
82,intervention,28562
83,intervention,30966
84,intervention,28209
85,intervention,29975
86,intervention,28000
87,intervention,31000
88,intervention,27030
89,intervention,27071
9,intervention,25043
90,intervention,28845
