Time,Seed,Model,Value
0,1,control,120452
3,1,control,120715
6,1,control,120221
9,1,control,120417
12,1,control,120067
15,1,control,120615
18,1,control,120693
21,1,control,121193
24,1,control,121030
27,1,control,120730
30,1,control,121114
33,1,control,120932
36,1,control,120380
39,1,control,120588
42,1,control,120252
45,1,control,120814
48,1,control,120474
0,10,control,130394
3,10,control,130794
6,10,control,130232
9,10,control,130973
12,10,control,130526
15,10,control,130905
18,10,control,131170
21,10,control,131346
24,10,control,131530
27,10,control,131551
30,10,control,131296
33,10,control,131853
36,10,control,130956
39,10,control,130419
42,10,control,131051
45,10,control,130895
48,10,control,131088
0,100,control,221475
3,100,control,221728
6,100,control,222344
9,100,control,222085
12,100,control,222060
15,100,control,221769
18,100,control,220937
21,100,control,222467
24,100,control,221567
27,100,control,222011
30,100,control,221910
33,100,control,221259
36,100,control,221551
39,100,control,221470
42,100,control,221920
45,100,control,221510
48,100,control,221891
0,101,control,123728
3,101,control,123624
6,101,control,123314
9,101,control,123198
12,101,control,123736
15,101,control,122768
18,101,control,123782
21,101,control,123282
24,101,control,122941
27,101,control,122978
30,101,control,123970
33,101,control,123775
36,101,control,123001
39,101,control,123861
42,101,control,124404
45,101,control,124093
48,101,control,123386
0,102,control,299906
3,102,control,300249
6,102,control,300326
9,102,control,301387
12,102,control,299932
15,102,control,300340
18,102,control,300745
21,102,control,299878
24,102,control,300631
27,102,control,299900
30,102,control,301554
33,102,control,300960
36,102,control,300472
39,102,control,300873
42,102,control,301099
45,102,control,300788
48,102,control,300319
0,103,control,363959
3,103,control,365154
6,103,control,364820
9,103,control,363445
12,103,control,364031
15,103,control,364798
18,103,control,364144
21,103,control,365452
24,103,control,363137
27,103,control,364755
30,103,control,363571
33,103,control,363917
36,103,control,365224
39,103,control,364865
42,103,control,364948
45,103,control,364051
48,103,control,365251
0,104,control,212123
3,104,control,212028
6,104,control,211482
9,104,control,211368
12,104,control,211992
15,104,control,212331
18,104,control,212490
21,104,control,211446
24,104,control,212332
27,104,control,211538
30,104,control,212576
33,104,control,212451
36,104,control,211596
39,104,control,212496
42,104,control,212438
45,104,control,212613
48,104,control,212216
0,105,control,135823
3,105,control,136188
6,105,control,136147
9,105,control,135892
12,105,control,135737
15,105,control,135835
18,105,control,135601
21,105,control,136232
24,105,control,135202
27,105,control,135192
30,105,control,135764
33,105,control,135855
36,105,control,136005
39,105,control,136403
42,105,control,135717
45,105,control,135622
48,105,control,136486
0,106,control,229591
3,106,control,229371
6,106,control,228465
9,106,control,228137
12,106,control,228826
15,106,control,228364
18,106,control,228306
21,106,control,228713
24,106,control,228794
27,106,control,228679
30,106,control,229162
33,106,control,228691
36,106,control,228396
39,106,control,228191
42,106,control,228480
45,106,control,229114
48,106,control,228885
0,107,control,133027
3,107,control,132893
6,107,control,132698
9,107,control,133451
12,107,control,132850
15,107,control,133675
18,107,control,133593
21,107,control,132716
24,107,control,132777
27,107,control,133426
30,107,control,133191
33,107,control,133954
36,107,control,133810
39,107,control,133415
42,107,control,132711
45,107,control,132865
48,107,control,132427
0,108,control,358402
3,108,control,358587
6,108,control,357912
9,108,control,356617
12,108,control,358100
15,108,control,357304
18,108,control,357403
21,108,control,359562
24,108,control,358489
27,108,control,357904
30,108,control,358562
33,108,control,357448
36,108,control,358387
39,108,control,358689
42,108,control,358662
45,108,control,358723
48,108,control,357586
0,109,control,204728
3,109,control,204349
6,109,control,204754
9,109,control,204622
12,109,control,204983
15,109,control,204445
18,109,control,204928
21,109,control,204263
24,109,control,204047
27,109,control,203136
30,109,control,204078
33,109,control,204105
36,109,control,204004
39,109,control,204853
42,109,control,203859
45,109,control,205085
48,109,control,204674
0,11,control,238415
3,11,control,237956
6,11,control,237351
9,11,control,237605
12,11,control,238645
15,11,control,237225
18,11,control,238386
21,11,control,237324
24,11,control,237726
27,11,control,237173
30,11,control,237635
33,11,control,238101
36,11,control,237372
39,11,control,238105
42,11,control,238167
45,11,control,238854
48,11,control,237813
0,110,control,452758
3,110,control,451665
6,110,control,452525
9,110,control,452871
12,110,control,451399
15,110,control,450473
18,110,control,452019
21,110,control,450829
24,110,control,449658
27,110,control,449488
30,110,control,452740
33,110,control,451231
36,110,control,451522
39,110,control,451272
42,110,control,452308
45,110,control,451914
48,110,control,452402
0,111,control,252733
3,111,control,253035
6,111,control,252740
