Time,Seed,Model,Value
0,1,control,17102
3,1,control,16918
6,1,control,16943
9,1,control,17008
12,1,control,17003
15,1,control,16937
18,1,control,16841
21,1,control,17041
24,1,control,16908
27,1,control,16919
30,1,control,17015
33,1,control,16877
36,1,control,16912
39,1,control,17035
42,1,control,17038
45,1,control,16857
48,1,control,16845
0,10,control,21121
3,10,control,21254
6,10,control,21249
9,10,control,21063
12,10,control,21250
15,10,control,21132
18,10,control,21182
21,10,control,21170
24,10,control,21142
27,10,control,21234
30,10,control,21105
33,10,control,21132
36,10,control,21055
39,10,control,21102
42,10,control,21148
45,10,control,21025
48,10,control,21091
0,100,control,9238
3,100,control,9242
6,100,control,9211
9,100,control,9177
12,100,control,9166
15,100,control,9167
18,100,control,9249
21,100,control,9148
24,100,control,9216
27,100,control,9275
30,100,control,9216
33,100,control,9254
36,100,control,9190
39,100,control,9243
42,100,control,9264
45,100,control,9247
48,100,control,9219
0,101,control,18763
3,101,control,18729
6,101,control,18828
9,101,control,18800
12,101,control,18866
15,101,control,18791
18,101,control,18756
21,101,control,18824
24,101,control,18789
27,101,control,18787
30,101,control,18838
33,101,control,18781
36,101,control,18869
39,101,control,18911
42,101,control,18796
45,101,control,18776
48,101,control,18792
0,102,control,23960
3,102,control,23997
6,102,control,24014
9,102,control,23857
12,102,control,24008
15,102,control,23911
18,102,control,23774
21,102,control,23910
24,102,control,23914
27,102,control,23895
30,102,control,23823
33,102,control,23972
36,102,control,23735
39,102,control,23768
42,102,control,23811
45,102,control,23844
48,102,control,23890
0,103,control,29547
3,103,control,29520
6,103,control,29678
9,103,control,29575
12,103,control,29510
15,103,control,29630
18,103,control,29622
21,103,control,29678
24,103,control,29508
27,103,control,29554
30,103,control,29504
33,103,control,29594
36,103,control,29590
39,103,control,29433
42,103,control,29652
45,103,control,29443
48,103,control,29657
0,104,control,25896
3,104,control,25852
6,104,control,26051
9,104,control,25764
12,104,control,25954
15,104,control,25974
18,104,control,25898
21,104,control,25972
24,104,control,25775
27,104,control,26031
30,104,control,26010
33,104,control,25926
36,104,control,25962
39,104,control,25938
42,104,control,25930
45,104,control,26042
48,104,control,25844
0,105,control,26496
3,105,control,26277
6,105,control,26548
9,105,control,26407
12,105,control,26360
15,105,control,26444
18,105,control,26336
21,105,control,26285
24,105,control,26480
27,105,control,26289
30,105,control,26367
33,105,control,26285
36,105,control,26361
39,105,control,26386
42,105,control,26225
45,105,control,26359
48,105,control,26387
0,106,control,13853
3,106,control,13747
6,106,control,13960
9,106,control,13750
12,106,control,13804
15,106,control,13818
18,106,control,13728
21,106,control,13795
24,106,control,13766
27,106,control,13818
30,106,control,13838
33,106,control,13807
36,106,control,13808
39,106,control,13833
42,106,control,13877
45,106,control,13730
48,106,control,13883
0,107,control,20915
3,107,control,20945
6,107,control,20981
9,107,control,21080
12,107,control,21080
15,107,control,20996
18,107,control,21002
21,107,control,21022
24,107,control,21083
27,107,control,20959
30,107,control,20996
33,107,control,21060
36,107,control,21153
39,107,control,21090
42,107,control,20971
45,107,control,20898
48,107,control,21045
0,108,control,23620
3,108,control,23548
6,108,control,23409
9,108,control,23549
12,108,control,23559
15,108,control,23602
18,108,control,23582
21,108,control,23618
24,108,control,23650
27,108,control,23522
30,108,control,23592
33,108,control,23571
36,108,control,23558
39,108,control,23400
42,108,control,23363
45,108,control,23530
48,108,control,23476
0,109,control,8810
3,109,control,8795
6,109,control,8757
9,109,control,8733
12,109,control,8781
15,109,control,8686
18,109,control,8700
21,109,control,8691
24,109,control,8784
27,109,control,8775
30,109,control,8664
33,109,control,8790
36,109,control,8734
39,109,control,8793
42,109,control,8746
45,109,control,8647
48,109,control,8768
0,11,control,32095
3,11,control,32093
6,11,control,32067
9,11,control,32140
12,11,control,32209
15,11,control,32206
18,11,control,32051
21,11,control,32142
24,11,control,32199
27,11,control,32327
30,11,control,32210
33,11,control,32219
36,11,control,32094
39,11,control,32091
42,11,control,32151
45,11,control,32175
48,11,control,32242
0,110,control,29841
3,110,control,29782
6,110,control,29946
9,110,control,29746
12,110,control,29881
15,110,control,29826
18,110,control,29899
