Time,Seed,Model,Value
0,1,control,24988
3,1,control,24885
6,1,control,24954
9,1,control,24876
12,1,control,24790
15,1,control,25043
18,1,control,24953
21,1,control,24974
24,1,control,24846
27,1,control,24888
30,1,control,24890
33,1,control,24843
36,1,control,24707
39,1,control,24911
42,1,control,24852
45,1,control,24968
48,1,control,25019
0,10,control,37646
3,10,control,37882
6,10,control,37650
9,10,control,37921
12,10,control,37773
15,10,control,37842
18,10,control,37645
21,10,control,37704
24,10,control,37768
27,10,control,37724
30,10,control,37670
33,10,control,37628
36,10,control,37715
39,10,control,37847
42,10,control,37866
45,10,control,37804
48,10,control,37468
0,100,control,21096
3,100,control,20981
6,100,control,21146
9,100,control,20961
12,100,control,20984
15,100,control,21110
18,100,control,21040
21,100,control,21033
24,100,control,21047
27,100,control,20935
30,100,control,21112
33,100,control,21009
36,100,control,21020
39,100,control,20978
42,100,control,21100
45,100,control,21050
48,100,control,20943
0,101,control,32674
3,101,control,32600
6,101,control,32625
9,101,control,32596
12,101,control,32596
15,101,control,32631
18,101,control,32587
21,101,control,32606
24,101,control,32490
27,101,control,32497
30,101,control,32630
33,101,control,32510
36,101,control,32293
39,101,control,32420
42,101,control,32658
45,101,control,32644
48,101,control,32638
0,102,control,35539
3,102,control,35485
6,102,control,35570
9,102,control,35364
12,102,control,35454
15,102,control,35386
18,102,control,35517
21,102,control,35278
24,102,control,35587
27,102,control,35380
30,102,control,35541
33,102,control,35498
36,102,control,35575
39,102,control,35332
42,102,control,35287
45,102,control,35423
48,102,control,35509
0,103,control,24923
3,103,control,24958
6,103,control,24788
9,103,control,24790
12,103,control,24982
15,103,control,24894
18,103,control,24791
21,103,control,24892
24,103,control,24872
27,103,control,24826
30,103,control,24854
33,103,control,24958
36,103,control,24913
39,103,control,24885
42,103,control,24853
45,103,control,24907
48,103,control,24750
0,104,control,24244
3,104,control,24107
6,104,control,24143
9,104,control,24128
12,104,control,24210
15,104,control,24225
18,104,control,24106
21,104,control,24011
24,104,control,24172
27,104,control,24136
30,104,control,24266
33,104,control,24106
36,104,control,24161
39,104,control,24186
42,104,control,24206
45,104,control,24115
48,104,control,24089
0,105,control,38554
3,105,control,38700
6,105,control,38686
9,105,control,38919
12,105,control,38680
15,105,control,38602
18,105,control,38526
21,105,control,38668
24,105,control,38728
27,105,control,38698
30,105,control,38716
33,105,control,38634
36,105,control,38570
39,105,control,38607
42,105,control,38778
45,105,control,38553
48,105,control,38767
0,106,control,12257
3,106,control,12268
6,106,control,12243
9,106,control,12291
12,106,control,12332
15,106,control,12223
18,106,control,12212
21,106,control,12275
24,106,control,12280
27,106,control,12252
30,106,control,12319
33,106,control,12391
36,106,control,12250
39,106,control,12110
42,106,control,12339
45,106,control,12188
48,106,control,12216
0,107,control,37650
3,107,control,37491
6,107,control,37686
9,107,control,37641
12,107,control,37521
15,107,control,37667
18,107,control,37632
21,107,control,37627
24,107,control,37751
27,107,control,37596
30,107,control,37597
33,107,control,37767
36,107,control,37660
39,107,control,37600
42,107,control,37664
45,107,control,37745
48,107,control,37557
0,108,control,15351
3,108,control,15341
6,108,control,15209
9,108,control,15178
12,108,control,15259
15,108,control,15360
18,108,control,15321
21,108,control,15288
24,108,control,15333
27,108,control,15241
30,108,control,15275
33,108,control,15414
36,108,control,15322
39,108,control,15215
42,108,control,15271
45,108,control,15290
48,108,control,15231
0,109,control,45945
3,109,control,46083
6,109,control,45950
9,109,control,46086
12,109,control,45848
15,109,control,45861
18,109,control,45816
21,109,control,45996
24,109,control,46002
27,109,control,45926
30,109,control,45967
33,109,control,46005
36,109,control,45953
39,109,control,45998
42,109,control,46011
45,109,control,45889
48,109,control,45951
0,11,control,38876
3,11,control,39007
6,11,control,39086
9,11,control,39124
12,11,control,38819
15,11,control,39127
18,11,control,39258
21,11,control,39108
24,11,control,39035
27,11,control,38896
30,11,control,39158
33,11,control,39090
36,11,control,39124
39,11,control,39024
42,11,control,39110
45,11,control,39185
48,11,control,39162
0,110,control,31319
3,110,control,31332
6,110,control,31168
9,110,control,31356
12,110,control,31216
15,110,control,31292
18,110,control,31267
21,110,control,31278
24,110,control,31270
27,110,control,31402
30,110,control,31281
33,110,control,31412
36,110,control,31438
39,110,control,31257
42,110,control,31354
45,110,control,31252
48,110,control,31360
0,111,control,5904
3,111,control,5883
6,111,control,5894
9,111,control,5945
12,111,control,5836
15,111,control,5909
18,111,control,5928
21,111,control,5997
24,111,control,5867
27,111,control,5981
30,111,control,5881
33,111,control,5976
36,111,control,5943
39,111,control,5941
42,111,control,5871
45,111,control,5928
48,111,control,5898
0,112,control,32071
3,112,control,32095
6,112,control,32120
9,112,control,32323
12,112,control,32337
15,112,control,32201
18,112,control,32180
21,112,control,32094
24,112,control,32134
27,112,control,32397
30,112,control,32119
33,112,control,32184
36,112,control,32179
39,112,control,32173
42,112,control,32086
45,112,control,32188
48,112,control,32087
0,113,control,8972
3,113,control,9000
6,113,control,9044
9,113,control,8962
12,113,control,9009
15,113,control,8987
18,113,control,9054
21,113,control,8931
24,113,control,9042
27,113,control,9000
30,113,control,8977
33,113,control,8903
36,113,control,8940
39,113,control,8958
42,113,control,8890
45,113,control,8971
48,113,control,8954
0,114,control,8641
3,114,control,8650
6,114,control,8696
9,114,control,8632
12,114,control,8712
15,114,control,8605
18,114,control,8654
21,114,control,8603
24,114,control,8694
27,114,control,8665
30,114,control,8671
33,114,control,8702
36,114,control,8673
39,114,control,8624
42,114,control,8767
45,114,control,8744
48,114,control,8627
0,115,control,38358
3,115,control,38597
6,115,control,38364
9,115,control,38625
12,115,control,38623
15,115,control,38303
18,115,control,38547
21,115,control,38496
24,115,control,38502
27,115,control,38524
30,115,control,38489
33,115,control,38648
36,115,control,38499
39,115,control,38653
42,115,control,38536
45,115,control,38380
48,115,control,38437
0,116,control,13815
3,116,control,13764
6,116,control,13863
9,116,control,13978
12,116,control,13826
15,116,control,13922
18,116,control,13874
21,116,control,13893
24,116,control,13859
27,116,control,13958
30,116,control,13806
33,116,control,13763
36,116,control,13807
39,116,control,13860
42,116,control,13766
45,116,control,13832
48,116,control,13837
