Time,n_pairs,Value,median_r2,sd_r2,min_r2,max_r2,Seed,Model
0,2262330,0.02123277034349977,0.01009680330753326,0.02961885482797934,0,1.4753592014312744,1,control
3,2299700,0.02125755372853575,0.01016754005104303,0.02952256527423601,0,1.1221013069152832,1,control
6,2228725,0.02120761291491039,0.01011834759265184,0.02923003873751424,0,0.7971938848495483,1,control
9,2225775,0.02154116384079806,0.01028499472886324,0.02999986271706298,0,1.0470640659332275,1,control
12,2218500,0.02103034111162166,0.01008010189980268,0.02892692919960361,0,0.6009652614593506,1,control
15,2205081,0.02120017063589738,0.01010742131620645,0.02922968939761679,0,0.49621522426605225,1,control
18,2209640,0.02119420843954644,0.01009745616465807,0.02916904414265202,0,0.5629468560218811,1,control
21,2248318,0.02123301426613993,0.01013919059187173,0.02926343484966417,0,0.5702458024024963,1,control
24,2214762,0.02147192183808121,0.01017491333186626,0.03068984182089848,0,1.9965418577194216,1,control
27,2232035,0.02141387025661989,0.01022313255816698,0.02957711714247571,0,0.7706220149993896,1,control
30,2219931,0.0214150743502722,0.01021809969097375,0.0295335140232346,0,0.5866675972938538,1,control
33,2242126,0.02126901281356301,0.01009680330753326,0.03125018340429927,0,3.2061550617218018,1,control
36,2281580,0.02119051615343987,0.01009745616465807,0.02921141314133177,0,0.566896915435791,1,control
39,2229024,0.02131641520897553,0.01018039416521787,0.02936112020905074,0,0.6531873941421509,1,control
42,2236248,0.02126345057179588,0.01017491333186626,0.02925339972578999,0,0.6071330308914185,1,control
45,2262007,0.0215197040229981,0.01029415894299745,0.02979701427696374,0,1.0719828605651855,1,control
48,2293698,0.02123841036672717,0.01014709193259477,0.02925032708483446,0,0.6719548106193542,1,control
0,2174078,0.02118440495524138,0.01010818034410476,0.02925357035717277,0,0.6230406761169434,10,control
3,2113891,0.02125215512005087,0.01011159271001815,0.02923916678674626,0,0.566896915435791,10,control
6,2131584,0.02141982818600815,0.01026534475386142,0.0294826823234944,0,0.5482248663902283,10,control
9,2179812,0.02143089540117222,0.01027693971991539,0.02950890319056678,0,0.5605268478393555,10,control
12,2122680,0.02137940718440843,0.01027000602334737,0.02940515723194279,0,0.7618494033813477,10,control
15,2154999,0.02118442413321118,0.01013289298862218,0.02918600758850861,0,0.6075363755226135,10,control
18,2116800,0.02118490381920193,0.01014187838882207,0.02919943734688281,0,0.564775824546814,10,control
21,2189916,0.02119515911209199,0.0101067628711462,0.02922240741307314,0,0.6122516989707947,10,control
24,2109744,0.02129255305636769,0.01021051127463579,0.02922959292245312,0,0.566896915435791,10,control
27,2112110,0.0212392715234359,0.0101178977638483,0.02918262909063293,0,0.6546304821968079,10,control
30,2109700,0.02195391684439503,0.0104772699996829,0.03029284444835093,0,0.8199708461761475,10,control
33,2120972,0.02179610362418589,0.01043082028627395,0.03025086310399771,0,1.631955862045288,10,control
36,2082213,0.02134437334911514,0.0101838894188404,0.02933816767111217,0,0.566896915435791,10,control
39,2137380,0.02115871329592401,0.01010599080473184,0.02915573265662645,0,0.8195891380310059,10,control
42,2122705,0.02133465434718622,0.01019003521651029,0.02938797008651089,0,0.568489134311676,10,control
45,2163805,0.02165692390841507,0.01033006142824888,0.02989595912117032,0,0.6546949148178101,10,control
48,2150022,0.02123222389093138,0.01014187838882207,0.0292263298096708,0,0.481665313243866,10,control
0,1598804,0.02130913836487075,0.01019003521651029,0.0293238514690886,0,0.6841755509376526,100,control
3,1607599,0.02126431017198766,0.0101230964064598,0.02927849410413604,0,0.540640115737915,100,control
6,1565700,0.02139503808120865,0.01021521165966987,0.02945421113937569,0,0.7551798224449158,100,control
9,1607424,0.02138029851522154,0.01022590510547161,0.02931727659015564,0,0.5447705984115601,100,control
12,1619124,0.02104095685766568,0.01007644645869731,0.02903271737757439,0,0.49621522426605225,100,control
15,1615432,0.02128777149639065,0.01018666569143533,0.02932723130864058,0,0.5333820581436157,100,control
18,1615405,0.02128639195777822,0.01017220877110958,0.02918159093569868,0,0.6046605110168457,100,control
21,1619214,0.02144058071995337,0.01029052212834358,0.02946915216247224,0,0.566896915435791,100,control
24,1628172,0.0212761993367383,0.01015836931765079,0.02926608163977701,0,0.5478178858757019,100,control
27,1595120,0.02121237802956717,0.01013091392815113,0.02918352611526404,0,0.5655374526977539,100,control
30,1609577,0.02109891650495076,0.01009680330753326,0.0290940866502668,0,0.646826446056366,100,control
33,1600000,0.02156072516578407,0.01028386875987053,0.02976222012171462,0,0.6342341899871826,100,control
36,1634532,0.02116316657204838,0.01013919059187173,0.02916245867644353,0,0.6533433794975281,100,control
39,1632995,0.02119266761891782,0.01014415733516216,0.02914662614691794,0,0.5606502890586853,100,control
42,1585788,0.0216862170587859,0.01041232794523239,0.02982999770290511,0,0.8551920652389526,100,control
45,1642948,0.02143707424969808,0.01023645233362913,0.0295490208652487,0,0.514768123626709,100,control
48,1621100,0.02122479518138868,0.01017491333186626,0.02921619733895607,0,0.5500140190124512,100,control
0,1706400,0.02125535925310057,0.01019388809800148,0.02923310112899746,0,0.8484119176864624,101,control
3,1675014,0.02133849069655076,0.01018881052732467,0.02946206781907604,0,0.6841755509376526,101,control
6,1728900,0.02173251763449,0.01041232794523239,0.02985279880587871,0,0.6129453182220459,101,control
9,1745550,0.02151597304569083,0.01033852808177471,0.02965877501423165,0,0.566896915435791,101,control
12,1721466,0.02127285279579727,0.01015533600002527,0.02931945503358472,0,0.566896915435791,101,control
15,1684075,0.0214883218872443,0.01025699637830257,0.02995947487278019,0,1.1720293760299685,101,control
18,1670624,0.02145142433168195,0.01028499472886324,0.02948691319495485,0,0.6546949148178101,101,control
21,1719792,0.02151844231754525,0.01029415894299745,0.02963195900008939,0,0.5700709223747253,101,control
24,1760200,0.02129611171527336,0.01020089443773031,0.02930778439600963,0,0.6857874393463135,101,control
27,1703140,0.02140459413436912,0.01020899228751659,0.02946784007259403,0,0.5702458024024963,101,control
30,1697390,0.02106767224572614,0.01005160063505172,0.02904876083132199,0,0.6546949148178101,101,control
33,1676428,0.02149059318574827,0.01020811032503843,0.02981011605631536,0,1.1547571420669556,101,control
36,1679255,0.02122778217735985,0.01009919308125972,0.02928521559177681,0,0.566896915435791,101,control
39,1712810,0.02129962323308362,0.01019109971821308,0.02925047091583721,0,0.7368083000183105,101,control
42,1718550,0.02119803679565258,0.01017634943127632,0.02909392803709735,0,0.5265645980834961,101,control
45,1672150,0.02145983430233571,0.01026951801031828,0.02949945026515718,0,0.566896915435791,101,control
48,1681946,0.02116784882076322,0.01016408950090408,0.02912990811150813,0,0.59593266248703,101,control
0,2604980,0.02142558229552312,0.01022349018603563,0.03039301509839117,0,1.7354289293289185,102,control
3,2572527,0.02127641454990217,0.01019817870110273,0.02925513359324534,0,0.5807311534881592,102,control
6,2543664,0.02139875016390148,0.01025223731994628,0.02956143003347899,0,0.6322378516197205,102,control
9,2637375,0.02161759859588877,0.01026125997304916,0.03428680604202901,0,3.496194839477539,102,control
12,2654340,0.0214396609640234,0.01020899228751659,0.03038203292271441,0,1.70868980884552,102,control
15,2625264,0.02136460135811273,0.01017665863037109,0.03032698921297725,0,1.8353092670440672,102,control
18,2632486,0.02144723321733043,0.01028378121554851,0.0295226547956567,0,0.5936068296432495,102,control
21,2630043,0.02141701101780952,0.01022696401923894,0.0297062251315079,0,1.0112247467041016,102,control
24,2545608,0.02139259877799228,0.01018039416521787,0.02968816427383237,0,1.1231862306594849,102,control
27,2617924,0.02129571082921503,0.0101820770651102,0.02941546035749927,0,1.2384265661239624,102,control
30,2580812,0.02163541513611677,0.01041577104479074,0.02992704938740545,0,1.2132306098937988,102,control
33,2593704,0.02154181378767499,0.01018039416521787,0.03717408180581892,0,5.244089603424072,102,control
36,2611407,0.0213157551902666,0.01018809527158737,0.02940441748987202,0,0.5796167254447937,102,control
39,2547167,0.02142747933689208,0.01029190607368946,0.02953244535007482,0,0.6546949148178101,102,control
42,2545578,0.02145996155065856,0.01015910878777504,0.03238800472139137,0,3.637519598007202,102,control
45,2587182,0.02158464515844363,0.01028651557862758,0.03029103671361938,0,1.333866834640503,102,control
48,2616096,0.02132816025475337,0.01013180613517761,0.03034375093068459,0,2.187705993652344,102,control
