Seed,Model,Ne
84,control,31942
85,control,28430
86,control,28646
87,control,28791
88,control,29562
89,control,26768
9,control,27851
90,control,25130
91,control,25213
92,control,38098
93,control,29351
94,control,29422
95,control,30751
96,control,23886
97,control,28082
98,control,28574
99,control,31526
1,intervention,29815
10,intervention,28295
100,intervention,33084
101,intervention,29206
102,intervention,32105
103,intervention,30401
104,intervention,32193
105,intervention,30423
106,intervention,25234
107,intervention,35418
108,intervention,27034
109,intervention,25515
11,intervention,30189
110,intervention,29903
111,intervention,31495
112,intervention,26922
113,intervention,34232
114,intervention,26971
115,intervention,32664
116,intervention,26215
117,intervention,34265
118,intervention,30781
119,intervention,31552
12,intervention,40046
120,intervention,32809
121,intervention,25571
122,intervention,28953
123,intervention,29513
124,intervention,27819
125,intervention,30819
126,intervention,26914
127,intervention,34358
128,intervention,29676
129,intervention,33313
13,intervention,29275
130,intervention,32900
131,intervention,29514
132,intervention,30787
133,intervention,27926
134,intervention,29603
135,intervention,28447
136,intervention,35513
137,intervention,33615
138,intervention,35205
139,intervention,34269
14,intervention,29162
140,intervention,31162
141,intervention,29797
142,intervention,26716
143,intervention,38225
144,intervention,28743
145,intervention,29249
146,intervention,36339
147,intervention,28270
148,intervention,33697
149,intervention,28096
15,intervention,30236
150,intervention,29157
151,intervention,24729
152,intervention,31123
153,intervention,26828
154,intervention,29579
155,intervention,30748
156,intervention,23557
157,intervention,26235
158,intervention,32322
159,intervention,31709
16,intervention,28080
160,intervention,24426
161,intervention,32186
162,intervention,31331
163,intervention,30776
164,intervention,29932
165,intervention,30724
166,intervention,27639
167,intervention,25771
168,intervention,30846
169,intervention,27397
17,intervention,27215
170,intervention,33651
171,intervention,28898
172,intervention,27751
173,intervention,31940
174,intervention,28758
175,intervention,30424
176,intervention,32046
177,intervention,31780
178,intervention,28523
179,intervention,29290
18,intervention,27849
180,intervention,30530
181,intervention,37674
182,intervention,34988
183,intervention,28571
184,intervention,27074
185,intervention,31328
186,intervention,31176
187,intervention,28750
188,intervention,28864
189,intervention,33179
19,intervention,27156
190,intervention,29777
191,intervention,27726
192,intervention,28394
193,intervention,31417
194,intervention,24305
195,intervention,26891
196,intervention,26415
197,intervention,31620
198,intervention,31498
199,intervention,31328
2,intervention,32080
20,intervention,27352
200,intervention,32288
21,intervention,28675
22,intervention,26313
23,intervention,29403
24,intervention,29845
25,intervention,28762
26,intervention,24081
27,intervention,24640
28,intervention,30138
29,intervention,33284
3,intervention,27620
30,intervention,31273
31,intervention,27828
32,intervention,29411
33,intervention,32759
34,intervention,28324
35,intervention,29884
36,intervention,30255
37,intervention,34485
38,intervention,35548
39,intervention,25758
4,intervention,25203
40,intervention,30690
41,intervention,30867
42,intervention,36088
43,intervention,25653
44,intervention,30597
45,intervention,29937
46,intervention,29824
47,intervention,36297
48,intervention,29677
49,intervention,28139
5,intervention,31785
50,intervention,29478
51,intervention,31233
52,intervention,28427
53,intervention,28006
54,intervention,34080
55,intervention,26393
56,intervention,34217
57,intervention,32181
58,intervention,28481
59,intervention,29514
6,intervention,27695
60,intervention,28357
61,intervention,29056
62,intervention,26595
63,intervention,29964
64,intervention,29123
65,intervention,32362
66,intervention,31491
67,intervention,26827
68,intervention,28132
69,intervention,29907
7,intervention,27375
70,intervention,28791
71,intervention,31178
72,intervention,30667
73,intervention,32562
74,intervention,29742
75,intervention,26814
76,intervention,37312
77,intervention,29678
78,intervention,27923
79,intervention,27564
8,intervention,29892
80,intervention,28691
81,intervention,33702
82,intervention,30847
83,intervention,28804
84,intervention,36081
85,intervention,32285
86,intervention,29534
87,intervention,26536
88,intervention,34295
89,intervention,36489
9,intervention,30760
90,intervention,27042
91,intervention,30193
92,intervention,23402
93,intervention,28075
94,intervention,33859
95,intervention,34377
96,intervention,34949
97,intervention,35135
98,intervention,29020
99,intervention,30909
